circuitid,raceid,resultid,statusid,alt
20,638,15775,11,578
20,638,15787,81,578
20,638,15776,12,578
20,638,15777,44,578
20,638,15778,2,578
20,638,15779,3,578
20,638,15780,22,578
20,638,15781,3,578
20,638,15782,95,578
20,638,15783,2,578
20,638,15784,5,578
70,639,15791,1,678
70,639,15788,1,678
70,639,15789,1,678
70,639,15790,1,678
70,639,15792,1,678
70,639,15793,1,678
70,639,15794,1,678
70,639,15795,11,678
70,639,15796,11,678
70,639,15797,12,678
70,639,15798,12,678
70,639,15799,13,678
70,639,15800,62,678
70,639,15801,5,678
70,639,15802,86,678
70,639,15803,5,678
70,639,15804,64,678
70,639,15805,5,678
70,639,15806,5,678
70,639,15807,80,678
70,639,15808,5,678
70,639,15809,95,678
14,640,15833,3,162
14,640,15810,1,162
14,640,15811,1,162
14,640,15812,1,162
14,640,15813,1,162
14,640,15814,1,162
14,640,15815,1,162
14,640,15816,1,162
14,640,15817,11,162
14,640,15818,12,162
14,640,15819,14,162
14,640,15820,6,162
14,640,15821,62,162
14,640,15822,5,162
14,640,15823,22,162
14,640,15824,5,162
14,640,15825,5,162
14,640,15826,5,162
14,640,15827,5,162
14,640,15828,10,162
14,640,15829,22,162
14,640,15830,22,162
14,640,15831,5,162
14,640,15832,5,162
48,641,15857,80,332
48,641,15834,1,332
48,641,15835,1,332
48,641,15836,1,332
48,641,15837,11,332
48,641,15838,11,332
48,641,15839,12,332
48,641,15840,12,332
48,641,15841,12,332
48,641,15842,13,332
48,641,15843,13,332
48,641,15844,14,332
48,641,15845,14,332
48,641,15846,14,332
48,641,15847,15,332
48,641,15848,15,332
48,641,15849,17,332
48,641,15850,62,332
48,641,15851,62,332
48,641,15852,25,332
48,641,15853,3,332
48,641,15854,51,332
48,641,15855,3,332
48,641,15856,3,332
48,641,15858,3,332
48,641,15859,81,332
46,642,15886,36,485
46,642,15860,1,485
46,642,15861,1,485
46,642,15862,1,485
46,642,15863,1,485
46,642,15864,1,485
46,642,15865,1,485
46,642,15866,11,485
46,642,15867,11,485
46,642,15868,11,485
46,642,15869,11,485
46,642,15888,8,485
46,642,15870,12,485
46,642,15871,12,485
46,642,15872,12,485
46,642,15873,13,485
46,642,15874,3,485
46,642,15875,60,485
46,642,15876,15,485
46,642,15877,62,485
46,642,15878,91,485
46,642,15879,62,485
46,642,15880,62,485
46,642,15881,3,485
46,642,15882,5,485
46,642,15883,22,485
46,642,15884,5,485
46,642,15887,23,485
46,642,15885,5,485
30,643,15892,1,1460
30,643,15889,1,1460
30,643,15890,1,1460
30,643,15891,1,1460
30,643,15893,11,1460
30,643,15894,11,1460
30,643,15895,12,1460
30,643,15896,12,1460
30,643,15897,14,1460
30,643,15898,15,1460
30,643,15899,15,1460
30,643,15900,5,1460
30,643,15901,5,1460
30,643,15902,5,1460
30,643,15903,5,1460
30,643,15904,5,1460
30,643,15905,5,1460
30,643,15906,5,1460
30,643,15907,3,1460
30,643,15908,25,1460
30,643,15909,5,1460
30,643,15910,6,1460
30,643,15911,25,1460
45,644,15933,81,609
45,644,15912,1,609
45,644,15913,11,609
45,644,15914,11,609
45,644,15915,11,609
45,644,15916,12,609
45,644,15917,6,609
45,644,15918,5,609
45,644,15919,5,609
45,644,15920,5,609
45,644,15921,5,609
45,644,15922,80,609
45,644,15923,5,609
45,644,15924,80,609
45,644,15925,54,609
45,644,15926,3,609
45,644,15927,3,609
45,644,15928,54,609
45,644,15929,81,609
45,644,15930,81,609
45,644,15931,81,609
45,644,15932,81,609
6,645,15943,62,7
6,645,15934,1,7
6,645,15935,1,7
6,645,15936,1,7
6,645,15937,1,7
6,645,15938,11,7
6,645,15939,12,7
6,645,15940,12,7
6,645,15941,60,7
6,645,15942,22,7
6,645,15944,5,7
6,645,15945,5,7
6,645,15946,24,7
6,645,15947,22,7
6,645,15948,51,7
6,645,15949,86,7
6,645,15950,81,7
6,645,15951,81,7
6,645,15952,81,7
6,645,15953,81,7
6,645,15954,81,7
13,646,15961,32,401
13,646,15962,12,401
13,646,15963,62,401
13,646,15964,8,401
13,646,15965,5,401
13,646,15966,5,401
13,646,15967,6,401
13,646,15968,5,401
13,646,15969,5,401
13,646,15970,51,401
13,646,15971,6,401
13,646,15955,1,401
13,646,15956,1,401
13,646,15957,1,401
13,646,15958,1,401
13,646,15959,1,401
13,646,15960,10,401
39,647,15987,3,6
39,647,15988,5,6
39,647,15989,3,6
39,647,15990,5,6
39,647,15991,8,6
39,647,15992,81,6
39,647,15994,81,6
39,647,15993,81,6
39,647,15972,1,6
39,647,15973,1,6
39,647,15974,11,6
39,647,15975,11,6
39,647,15976,11,6
39,647,15977,11,6
39,647,15978,12,6
39,647,15979,12,6
39,647,15980,12,6
39,647,15981,13,6
39,647,15982,14,6
39,647,15983,62,6
39,647,15995,81,6
39,647,15984,5,6
39,647,15985,44,6
39,647,15986,5,6
51,648,16000,1,790
51,648,15996,1,790
51,648,15997,1,790
51,648,15998,1,790
51,648,15999,1,790
51,648,16001,1,790
51,648,16002,1,790
51,648,16003,1,790
51,648,16004,1,790
51,648,16005,11,790
51,648,16006,11,790
51,648,16007,12,790
51,648,16008,60,790
51,648,16009,13,790
51,648,16010,62,790
51,648,16011,3,790
51,648,16012,24,790
51,648,16013,5,790
51,648,16014,6,790
51,648,16015,5,790
51,648,16016,81,790
51,648,16017,81,790
51,648,16018,81,790
38,649,16041,95,145
38,649,16019,1,145
38,649,16020,1,145
38,649,16021,1,145
38,649,16022,1,145
38,649,16023,11,145
38,649,16024,11,145
38,649,16025,11,145
38,649,16026,12,145
38,649,16027,18,145
38,649,16028,62,145
38,649,16029,51,145
38,649,16030,3,145
38,649,16031,5,145
38,649,16032,8,145
38,649,16033,51,145
38,649,16034,3,145
38,649,16035,36,145
38,649,16036,22,145
38,649,16037,22,145
38,649,16038,5,145
38,649,16039,51,145
38,649,16040,7,145
10,650,16063,81,103
10,650,16042,1,103
10,650,16043,1,103
10,650,16044,1,103
10,650,16045,1,103
10,650,16046,11,103
10,650,16047,11,103
10,650,16048,11,103
10,650,16049,80,103
10,650,16050,5,103
10,650,16051,5,103
10,650,16052,5,103
10,650,16053,5,103
10,650,16054,5,103
10,650,16055,5,103
10,650,16056,6,103
10,650,16057,5,103
10,650,16058,80,103
10,650,16059,5,103
10,650,16060,44,103
10,650,16061,22,103
10,650,16062,37,103
10,650,16064,81,103
10,650,16066,81,103
10,650,16065,81,103
70,651,16088,1,678
70,651,16089,1,678
70,651,16090,11,678
70,651,16091,11,678
70,651,16092,11,678
70,651,16108,106,678
70,651,16109,23,678
70,651,16093,11,678
70,651,16094,11,678
70,651,16095,11,678
70,651,16096,11,678
70,651,16097,12,678
70,651,16098,13,678
70,651,16099,14,678
70,651,16100,14,678
70,651,16101,15,678
70,651,16102,5,678
70,651,16103,5,678
70,651,16104,5,678
70,651,16105,5,678
70,651,16106,3,678
70,651,16110,5,678
70,651,16107,21,678
70,651,16087,1,678
14,652,16111,1,162
14,652,16137,81,162
14,652,16136,81,162
14,652,16135,54,162
14,652,16134,81,162
14,652,16133,104,162
14,652,16132,54,162
14,652,16131,54,162
14,652,16130,10,162
14,652,16129,5,162
14,652,16128,5,162
14,652,16127,5,162
14,652,16126,69,162
14,652,16125,5,162
14,652,16124,25,162
14,652,16123,8,162
14,652,16122,3,162
14,652,16121,5,162
14,652,16120,5,162
14,652,16119,62,162
14,652,16118,17,162
14,652,16117,11,162
14,652,16116,1,162
14,652,16115,1,162
14,652,16114,1,162
14,652,16113,1,162
14,652,16112,1,162
52,653,16146,15,214
52,653,16145,8,214
52,653,16144,13,214
52,653,16143,12,214
52,653,16142,11,214
52,653,16154,62,214
52,653,16152,5,214
52,653,16141,11,214
52,653,16140,1,214
52,653,16139,1,214
52,653,16155,109,214
52,653,16156,64,214
52,653,16157,5,214
52,653,16151,62,214
52,653,16150,51,214
52,653,16149,62,214
52,653,16138,1,214
52,653,16148,62,214
52,653,16147,15,214
52,653,16153,44,214
46,654,16177,64,485
46,654,16178,95,485
46,654,16179,5,485
46,654,16180,5,485
46,654,16181,5,485
46,654,16182,81,485
46,654,16183,81,485
46,654,16184,81,485
46,654,16172,44,485
46,654,16158,1,485
46,654,16159,1,485
46,654,16160,1,485
46,654,16161,11,485
46,654,16162,11,485
46,654,16163,11,485
46,654,16164,12,485
46,654,16165,13,485
46,654,16166,13,485
46,654,16167,13,485
46,654,16168,14,485
46,654,16169,14,485
46,654,16170,17,485
46,654,16171,18,485
46,654,16173,8,485
46,654,16174,36,485
46,654,16175,22,485
46,654,16176,110,485
32,655,16198,69,2227
32,655,16185,1,2227
32,655,16186,1,2227
32,655,16187,1,2227
32,655,16188,1,2227
32,655,16189,1,2227
32,655,16190,1,2227
32,655,16191,11,2227
32,655,16192,11,2227
32,655,16193,14,2227
32,655,16194,62,2227
32,655,16195,5,2227
32,655,16196,22,2227
32,655,16197,5,2227
32,655,16199,5,2227
32,655,16200,25,2227
32,655,16201,5,2227
32,655,16202,5,2227
30,656,16203,1,1460
30,656,16204,1,1460
30,656,16205,1,1460
30,656,16206,1,1460
30,656,16207,11,1460
30,656,16208,12,1460
30,656,16209,13,1460
30,656,16210,17,1460
30,656,16211,62,1460
30,656,16212,48,1460
30,656,16213,5,1460
30,656,16214,47,1460
30,656,16215,5,1460
30,656,16216,64,1460
30,656,16217,6,1460
30,656,16218,80,1460
30,656,16219,80,1460
30,656,16220,23,1460
49,657,16221,1,79
49,657,16222,12,79
49,657,16223,13,79
49,657,16224,13,79
49,657,16225,16,79
49,657,16226,17,79
49,657,16227,5,79
49,657,16228,5,79
49,657,16229,5,79
49,657,16230,44,79
49,657,16231,3,79
49,657,16232,5,79
49,657,16233,3,79
49,657,16234,108,79
6,658,16241,16,7
6,658,16235,1,7
6,658,16236,1,7
6,658,16237,1,7
6,658,16238,1,7
6,658,16239,11,7
6,658,16240,12,7
6,658,16242,22,7
6,658,16243,86,7
6,658,16244,86,7
6,658,16245,24,7
6,658,16246,5,7
6,658,16247,86,7
6,658,16248,6,7
6,658,16249,3,7
6,658,16250,3,7
39,659,16252,1,6
39,659,16253,1,6
39,659,16254,1,6
39,659,16255,1,6
39,659,16256,1,6
39,659,16257,12,6
39,659,16258,13,6
39,659,16259,13,6
39,659,16260,16,6
39,659,16261,80,6
39,659,16262,22,6
39,659,16263,86,6
39,659,16264,8,6
39,659,16251,1,6
39,659,16265,6,6
51,660,16266,1,790
51,660,16267,1,790
51,660,16268,1,790
51,660,16269,11,790
51,660,16270,11,790
51,660,16271,11,790
51,660,16272,12,790
51,660,16273,13,790
51,660,16274,14,790
51,660,16275,5,790
51,660,16276,68,790
51,660,16277,83,790
51,660,16278,48,790
9,661,16279,1,153
9,661,16280,11,153
9,661,16281,11,153
9,661,16282,11,153
9,661,16283,11,153
9,661,16284,12,153
9,661,16285,12,153
9,661,16286,13,153
9,661,16287,16,153
9,661,16288,19,153
9,661,16289,5,153
9,661,16290,6,153
9,661,16291,80,153
9,661,16292,7,153
9,661,16293,5,153
9,661,16294,22,153
9,661,16295,22,153
20,662,16309,54,578
20,662,16296,1,578
20,662,16297,1,578
20,662,16298,1,578
20,662,16299,1,578
20,662,16300,22,578
20,662,16301,22,578
20,662,16302,7,578
20,662,16303,44,578
20,662,16304,80,578
20,662,16305,95,578
20,662,16306,3,578
20,662,16307,3,578
20,662,16308,3,578
14,663,16316,12,162
14,663,16317,5,162
14,663,16318,86,162
14,663,16311,1,162
14,663,16319,60,162
14,663,16320,62,162
14,663,16321,51,162
14,663,16322,95,162
14,663,16323,44,162
14,663,16324,5,162
14,663,16312,1,162
14,663,16313,1,162
14,663,16314,1,162
14,663,16315,12,162
14,663,16310,1,162
48,664,16342,99,332
48,664,16341,44,332
48,664,16340,95,332
48,664,16339,5,332
48,664,16338,2,332
48,664,16337,4,332
48,664,16336,51,332
48,664,16325,1,332
48,664,16326,1,332
48,664,16327,1,332
48,664,16328,11,332
48,664,16329,13,332
48,664,16330,16,332
48,664,16331,19,332
48,664,16332,62,332
48,664,16333,5,332
48,664,16334,86,332
48,664,16335,6,332
48,664,16344,3,332
48,664,16343,5,332
46,665,16358,86,485
46,665,16362,5,485
46,665,16361,22,485
46,665,16360,69,485
46,665,16359,5,485
46,665,16357,5,485
46,665,16356,6,485
46,665,16355,5,485
46,665,16354,5,485
46,665,16353,5,485
46,665,16352,3,485
46,665,16351,62,485
46,665,16350,88,485
46,665,16349,17,485
46,665,16348,12,485
46,665,16347,12,485
46,665,16346,1,485
46,665,16345,1,485
32,666,16363,1,2227
32,666,16364,1,2227
32,666,16365,1,2227
32,666,16366,1,2227
32,666,16367,1,2227
32,666,16368,12,2227
32,666,16369,12,2227
32,666,16370,12,2227
32,666,16371,13,2227
32,666,16372,14,2227
32,666,16373,95,2227
32,666,16374,6,2227
32,666,16375,22,2227
32,666,16376,6,2227
32,666,16377,3,2227
32,666,16378,48,2227
32,666,16379,54,2227
30,667,16380,1,1460
30,667,16381,1,1460
30,667,16382,1,1460
30,667,16383,12,1460
30,667,16384,12,1460
30,667,16385,13,1460
30,667,16386,13,1460
30,667,16387,15,1460
30,667,16388,15,1460
30,667,16389,62,1460
30,667,16390,44,1460
30,667,16391,44,1460
30,667,16392,25,1460
30,667,16393,5,1460
30,667,16394,25,1460
30,667,16395,5,1460
30,667,16396,69,1460
30,667,16397,5,1460
30,667,16398,3,1460
30,667,16399,69,1460
30,667,16400,44,1460
30,667,16401,24,1460
30,667,16402,110,1460
45,668,16403,1,609
45,668,16404,1,609
45,668,16405,11,609
45,668,16406,11,609
45,668,16407,19,609
45,668,16408,44,609
45,668,16409,6,609
45,668,16410,7,609
45,668,16411,48,609
45,668,16412,48,609
45,668,16413,3,609
45,668,16414,80,609
45,668,16415,51,609
45,668,16416,54,609
6,669,16417,1,7
6,669,16418,1,7
6,669,16419,14,7
6,669,16420,14,7
6,669,16421,17,7
6,669,16422,6,7
6,669,16423,3,7
6,669,16424,24,7
6,669,16425,3,7
6,669,16426,83,7
6,669,16427,5,7
6,669,16428,3,7
6,669,16429,22,7
6,669,16430,86,7
6,669,16431,3,7
6,669,16432,3,7
6,669,16433,81,7
6,669,16434,81,7
13,670,16435,1,401
13,670,16436,1,401
13,670,16437,1,401
13,670,16438,60,401
13,670,16439,7,401
13,670,16440,12,401
13,670,16441,51,401
13,670,16442,13,401
13,670,16443,5,401
13,670,16444,86,401
13,670,16445,22,401
13,670,16446,21,401
13,670,16447,20,401
13,670,16448,108,401
13,670,16449,37,401
13,670,16450,86,401
13,670,16451,5,401
13,670,16452,36,401
39,671,16453,1,6
39,671,16454,1,6
39,671,16455,11,6
39,671,16456,12,6
39,671,16457,13,6
39,671,16458,15,6
39,671,16459,15,6
39,671,16460,18,6
39,671,16461,3,6
39,671,16462,62,6
39,671,16463,37,6
39,671,16464,6,6
39,671,16465,91,6
39,671,16466,20,6
39,671,16467,80,6
39,671,16468,20,6
39,671,16469,3,6
39,671,16470,80,6
39,671,16471,3,6
53,672,16472,1,81
53,672,16473,1,81
53,672,16474,11,81
53,672,16475,12,81
53,672,16476,12,81
53,672,16477,13,81
53,672,16478,13,81
53,672,16479,14,81
53,672,16480,14,81
53,672,16481,15,81
53,672,16482,16,81
53,672,16483,62,81
53,672,16484,95,81
53,672,16485,48,81
53,672,16486,86,81
53,672,16487,3,81
53,672,16488,3,81
38,673,16489,1,145
38,673,16490,1,145
38,673,16491,11,145
38,673,16492,11,145
38,673,16493,12,145
38,673,16494,12,145
38,673,16495,13,145
38,673,16496,18,145
38,673,16497,95,145
38,673,16498,5,145
38,673,16499,62,145
38,673,16500,7,145
38,673,16501,80,145
38,673,16502,86,145
38,673,16503,5,145
38,673,16504,5,145
38,673,16505,21,145
38,673,16506,48,145
38,673,16507,5,145
38,673,16508,5,145
20,674,16528,3,578
20,674,16509,1,578
20,674,16510,1,578
20,674,16511,1,578
20,674,16512,1,578
20,674,16513,1,578
20,674,16514,1,578
20,674,16515,1,578
20,674,16516,1,578
20,674,16517,1,578
20,674,16518,1,578
20,674,16519,11,578
20,674,16520,11,578
20,674,16521,11,578
20,674,16522,11,578
20,674,16523,3,578
20,674,16524,3,578
20,674,16525,80,578
20,674,16526,95,578
20,674,16527,80,578
14,675,16531,1,162
14,675,16532,11,162
14,675,16533,12,162
14,675,16534,14,162
14,675,16548,3,162
14,675,16535,22,162
14,675,16536,51,162
14,675,16537,5,162
14,675,16538,5,162
14,675,16539,7,162
14,675,16540,44,162
14,675,16541,5,162
14,675,16542,5,162
14,675,16543,5,162
14,675,16547,69,162
14,675,16544,36,162
14,675,16545,3,162
14,675,16546,3,162
14,675,16530,1,162
14,675,16529,1,162
14,675,16549,81,162
14,675,16550,81,162
52,676,16551,1,214
52,676,16552,11,214
52,676,16553,12,214
52,676,16554,14,214
52,676,16555,14,214
52,676,16556,17,214
52,676,16557,6,214
52,676,16558,7,214
52,676,16559,3,214
52,676,16560,62,214
52,676,16561,51,214
52,676,16562,5,214
52,676,16563,86,214
52,676,16564,22,214
52,676,16565,44,214
52,676,16566,21,214
52,676,16567,6,214
52,676,16568,86,214
52,676,16569,6,214
52,676,16570,69,214
52,676,16571,3,214
46,677,16572,1,485
46,677,16573,1,485
46,677,16574,11,485
46,677,16575,11,485
46,677,16576,13,485
46,677,16577,15,485
46,677,16578,60,485
46,677,16579,3,485
46,677,16580,62,485
46,677,16581,5,485
46,677,16582,5,485
46,677,16583,5,485
46,677,16584,22,485
46,677,16585,62,485
46,677,16586,103,485
46,677,16587,7,485
46,677,16588,5,485
46,677,16589,8,485
46,677,16590,5,485
46,677,16591,54,485
32,678,16592,1,2227
32,678,16593,1,2227
32,678,16594,1,2227
32,678,16595,1,2227
32,678,16596,11,2227
32,678,16597,11,2227
32,678,16598,11,2227
32,678,16599,12,2227
32,678,16600,13,2227
32,678,16601,51,2227
32,678,16602,80,2227
32,678,16603,22,2227
32,678,16604,5,2227
32,678,16605,5,2227
32,678,16606,25,2227
32,678,16607,7,2227
32,678,16608,41,2227
32,678,16609,22,2227
32,678,16610,22,2227
32,678,16611,80,2227
32,678,16612,80,2227
30,679,16613,1,1460
30,679,16614,1,1460
30,679,16615,11,1460
30,679,16616,12,1460
30,679,16617,12,1460
30,679,16618,14,1460
30,679,16619,62,1460
30,679,16620,62,1460
30,679,16621,3,1460
30,679,16622,69,1460
30,679,16623,22,1460
30,679,16624,5,1460
30,679,16625,5,1460
30,679,16626,44,1460
30,679,16627,5,1460
30,679,16628,5,1460
30,679,16629,3,1460
30,679,16630,5,1460
6,680,16631,1,7
6,680,16632,11,7
6,680,16633,12,7
6,680,16634,13,7
6,680,16635,14,7
6,680,16636,14,7
6,680,16637,3,7
6,680,16638,20,7
6,680,16639,22,7
6,680,16640,5,7
6,680,16641,51,7
6,680,16642,24,7
6,680,16643,6,7
6,680,16644,48,7
6,680,16645,98,7
6,680,16646,5,7
6,680,16647,81,7
6,680,16648,81,7
6,680,16649,81,7
39,681,16650,1,6
39,681,16651,1,6
39,681,16652,1,6
39,681,16653,1,6
39,681,16654,11,6
39,681,16655,11,6
39,681,16656,12,6
39,681,16657,13,6
39,681,16658,14,6
39,681,16659,17,6
39,681,16660,37,6
39,681,16661,23,6
39,681,16662,22,6
39,681,16663,6,6
39,681,16664,5,6
39,681,16665,98,6
39,681,16666,3,6
13,682,16681,8,401
13,682,16667,1,401
13,682,16668,1,401
13,682,16669,1,401
13,682,16670,1,401
13,682,16671,11,401
13,682,16672,11,401
13,682,16673,11,401
13,682,16674,12,401
13,682,16675,5,401
13,682,16676,13,401
13,682,16677,62,401
13,682,16678,5,401
13,682,16679,5,401
13,682,16680,5,401
13,682,16682,5,401
13,682,16683,5,401
13,682,16684,3,401
54,683,16686,1,67
54,683,16687,11,67
54,683,16688,13,67
54,683,16689,5,67
54,683,16690,14,67
54,683,16691,62,67
54,683,16692,37,67
54,683,16693,95,67
54,683,16694,5,67
54,683,16695,80,67
54,683,16696,24,67
54,683,16697,80,67
54,683,16698,24,67
54,683,16699,86,67
54,683,16685,1,67
9,684,16700,1,153
9,684,16701,1,153
9,684,16702,1,153
9,684,16703,1,153
9,684,16704,11,153
9,684,16705,12,153
9,684,16706,13,153
9,684,16707,13,153
9,684,16708,14,153
9,684,16709,14,153
9,684,16710,5,153
9,684,16711,5,153
9,684,16712,80,153
9,684,16713,8,153
9,684,16714,51,153
9,684,16715,5,153
9,684,16716,7,153
9,684,16717,5,153
9,684,16718,5,153
9,684,16719,5,153
9,684,16720,54,153
20,685,16721,1,578
20,685,16722,1,578
20,685,16723,1,578
20,685,16724,1,578
20,685,16725,1,578
20,685,16726,1,578
20,685,16727,1,578
20,685,16728,11,578
20,685,16729,12,578
20,685,16730,12,578
20,685,16731,12,578
20,685,16732,86,578
20,685,16733,22,578
20,685,16734,13,578
20,685,16735,48,578
20,685,16736,22,578
20,685,16737,22,578
20,685,16738,24,578
20,685,16739,22,578
20,685,16740,21,578
20,685,16741,21,578
20,685,16742,44,578
20,685,16743,24,578
20,685,16744,5,578
48,686,16759,62,332
48,686,16745,1,332
48,686,16746,1,332
48,686,16747,11,332
48,686,16748,12,332
48,686,16749,13,332
48,686,16750,13,332
48,686,16751,14,332
48,686,16752,15,332
48,686,16753,15,332
48,686,16754,16,332
48,686,16755,19,332
48,686,16756,80,332
48,686,16757,2,332
48,686,16758,37,332
48,686,16760,20,332
48,686,16761,80,332
48,686,16762,81,332
14,687,16764,1,162
14,687,16765,1,162
14,687,16766,1,162
14,687,16767,11,162
14,687,16768,12,162
14,687,16769,14,162
14,687,16770,5,162
14,687,16771,3,162
14,687,16772,5,162
14,687,16763,1,162
14,687,16773,5,162
14,687,16774,25,162
14,687,16775,5,162
14,687,16776,25,162
14,687,16777,5,162
14,687,16778,98,162
14,687,16779,5,162
14,687,16780,5,162
46,688,16790,98,485
46,688,16781,1,485
46,688,16782,1,485
46,688,16783,11,485
46,688,16784,12,485
46,688,16785,14,485
46,688,16786,17,485
46,688,16787,17,485
46,688,16788,91,485
46,688,16789,5,485
46,688,16791,25,485
46,688,16792,5,485
46,688,16793,5,485
46,688,16794,5,485
46,688,16795,5,485
46,688,16796,22,485
46,688,16797,47,485
46,688,16798,80,485
32,689,16799,1,2227
32,689,16800,1,2227
32,689,16801,11,2227
32,689,16802,11,2227
32,689,16803,12,2227
32,689,16804,12,2227
32,689,16805,12,2227
32,689,16806,12,2227
32,689,16807,60,2227
32,689,16808,14,2227
32,689,16809,14,2227
32,689,16810,25,2227
32,689,16811,51,2227
32,689,16812,44,2227
32,689,16813,5,2227
32,689,16814,86,2227
32,689,16815,22,2227
32,689,16816,21,2227
32,689,16817,69,2227
6,690,16823,62,7
6,690,16818,1,7
6,690,16819,1,7
6,690,16822,7,7
6,690,16820,11,7
6,690,16821,15,7
6,690,16833,5,7
6,690,16832,44,7
6,690,16831,7,7
6,690,16830,7,7
6,690,16829,6,7
6,690,16828,22,7
6,690,16827,8,7
6,690,16826,5,7
6,690,16825,22,7
6,690,16824,62,7
13,691,16838,13,401
13,691,16851,54,401
13,691,16850,5,401
13,691,16849,54,401
13,691,16848,3,401
13,691,16847,3,401
13,691,16846,3,401
13,691,16845,5,401
13,691,16844,3,401
13,691,16843,3,401
13,691,16842,3,401
13,691,16841,3,401
13,691,16840,62,401
13,691,16839,62,401
13,691,16837,12,401
13,691,16836,11,401
13,691,16835,1,401
13,691,16834,1,401
55,692,16853,1,88
55,692,16854,12,88
55,692,16855,12,88
55,692,16856,13,88
55,692,16857,13,88
55,692,16858,14,88
55,692,16859,14,88
55,692,16860,62,88
55,692,16861,44,88
55,692,16862,62,88
55,692,16863,62,88
55,692,16864,5,88
55,692,16865,69,88
55,692,16866,8,88
55,692,16852,1,88
55,692,16867,69,88
55,692,16868,6,88
38,693,16869,1,145
38,693,16870,1,145
38,693,16871,11,145
38,693,16872,11,145
38,693,16873,11,145
38,693,16874,12,145
38,693,16875,12,145
38,693,16876,14,145
38,693,16877,14,145
38,693,16878,15,145
38,693,16879,17,145
38,693,16880,62,145
38,693,16881,62,145
38,693,16882,7,145
38,693,16883,8,145
38,693,16884,6,145
38,693,16885,5,145
38,693,16886,44,145
38,693,16887,5,145
38,693,16888,5,145
39,694,16889,1,6
39,694,16890,11,6
39,694,16891,12,6
39,694,16892,12,6
39,694,16893,13,6
39,694,16894,13,6
39,694,16895,16,6
39,694,16896,16,6
39,694,16897,16,6
39,694,16898,5,6
39,694,16899,22,6
39,694,16900,10,6
39,694,16901,80,6
39,694,16902,80,6
39,694,16903,44,6
39,694,16904,3,6
39,694,16905,3,6
20,695,16906,1,578
20,695,16907,1,578
20,695,16908,1,578
20,695,16909,1,578
20,695,16910,1,578
20,695,16911,1,578
20,695,16912,10,578
20,695,16913,11,578
20,695,16914,91,578
20,695,16915,3,578
20,695,16916,22,578
20,695,16917,10,578
20,695,16918,3,578
20,695,16919,80,578
20,695,16920,8,578
20,695,16921,5,578
20,695,16922,7,578
20,695,16923,3,578
20,695,16924,82,578
14,696,16925,1,162
14,696,16926,1,162
14,696,16927,1,162
14,696,16928,11,162
14,696,16929,11,162
14,696,16930,12,162
14,696,16931,13,162
14,696,16932,5,162
14,696,16933,15,162
14,696,16934,62,162
14,696,16935,6,162
14,696,16936,5,162
14,696,16937,80,162
14,696,16938,95,162
14,696,16939,3,162
14,696,16940,44,162
14,696,16941,5,162
14,696,16942,95,162
14,696,16943,37,162
14,696,16944,5,162
14,696,16945,81,162
14,696,16946,81,162
46,697,16947,1,485
46,697,16948,60,485
46,697,16949,11,485
46,697,16950,13,485
46,697,16951,13,485
46,697,16952,17,485
46,697,16953,91,485
46,697,16954,62,485
46,697,16955,80,485
46,697,16956,5,485
46,697,16957,62,485
46,697,16958,5,485
46,697,16959,5,485
46,697,16960,24,485
46,697,16961,5,485
46,697,16962,5,485
46,697,16963,31,485
46,697,16964,8,485
46,697,16965,2,485
32,698,16980,69,2227
32,698,16966,1,2227
32,698,16967,1,2227
32,698,16968,11,2227
32,698,16969,11,2227
32,698,16970,11,2227
32,698,16971,12,2227
32,698,16972,14,2227
32,698,16973,15,2227
32,698,16974,24,2227
32,698,16975,5,2227
32,698,16976,22,2227
32,698,16977,22,2227
32,698,16978,7,2227
32,698,16979,44,2227
32,698,16981,5,2227
32,698,16982,6,2227
32,698,16983,25,2227
56,699,16984,1,15
56,699,17006,81,15
56,699,17005,81,15
56,699,17004,81,15
56,699,17003,80,15
56,699,17002,86,15
56,699,16985,1,15
56,699,17001,10,15
56,699,17000,8,15
56,699,16999,62,15
56,699,16998,80,15
56,699,16997,111,15
56,699,16996,55,15
56,699,16995,88,15
56,699,16994,18,15
56,699,16993,16,15
56,699,16992,14,15
56,699,16991,14,15
56,699,16990,12,15
56,699,16989,12,15
56,699,16988,11,15
56,699,16987,1,15
56,699,16986,1,15
56,699,17007,81,15
56,699,17008,81,15
56,699,17009,97,15
56,699,17010,97,15
56,699,17011,97,15
56,699,17012,54,15
56,699,17013,54,15
56,699,17014,54,15
6,700,17021,13,7
6,700,17031,81,7
6,700,17030,86,7
6,700,17029,6,7
6,700,17028,5,7
6,700,17027,6,7
6,700,17026,36,7
6,700,17025,5,7
6,700,17024,3,7
6,700,17023,112,7
6,700,17022,18,7
6,700,17020,12,7
6,700,17019,12,7
6,700,17018,60,7
6,700,17017,1,7
6,700,17016,1,7
6,700,17015,1,7
13,701,17045,3,401
13,701,17044,15,401
13,701,17043,13,401
13,701,17042,13,401
13,701,17041,12,401
13,701,17040,12,401
13,701,17039,11,401
13,701,17038,11,401
13,701,17037,11,401
13,701,17036,11,401
13,701,17035,11,401
13,701,17034,11,401
13,701,17033,1,401
13,701,17032,1,401
13,701,17050,80,401
13,701,17049,5,401
13,701,17048,6,401
13,701,17047,80,401
13,701,17046,48,401
51,702,17062,69,790
