circuitid,raceid,resultid,statusid,alt
4,277,5712,81,109
6,278,5713,1,7
6,278,5714,1,7
6,278,5715,1,7
6,278,5716,11,7
6,278,5717,12,7
6,278,5718,12,7
6,278,5719,12,7
6,278,5720,12,7
6,278,5721,12,7
6,278,5722,12,7
6,278,5723,13,7
6,278,5724,13,7
6,278,5725,14,7
6,278,5726,4,7
6,278,5727,6,7
6,278,5728,5,7
6,278,5729,5,7
6,278,5730,20,7
6,278,5731,37,7
6,278,5732,9,7
6,278,5733,5,7
6,278,5734,6,7
6,278,5735,3,7
6,278,5736,22,7
6,278,5737,20,7
6,278,5738,81,7
7,279,5752,13,13
7,279,5764,81,13
7,279,5763,5,13
7,279,5762,10,13
7,279,5761,20,13
7,279,5760,5,13
7,279,5759,6,13
7,279,5758,20,13
7,279,5757,68,13
7,279,5756,10,13
7,279,5755,15,13
7,279,5754,14,13
7,279,5753,14,13
7,279,5751,13,13
7,279,5750,12,13
7,279,5749,12,13
7,279,5748,12,13
7,279,5747,12,13
7,279,5746,11,13
7,279,5745,11,13
7,279,5744,11,13
7,279,5743,11,13
7,279,5742,11,13
7,279,5741,1,13
7,279,5740,1,13
7,279,5739,1,13
8,280,5766,1,228
8,280,5767,1,228
8,280,5768,1,228
8,280,5769,1,228
8,280,5770,11,228
8,280,5771,11,228
8,280,5772,11,228
8,280,5773,12,228
8,280,5774,12,228
8,280,5775,12,228
8,280,5776,12,228
8,280,5777,12,228
8,280,5778,12,228
8,280,5765,1,228
8,280,5779,14,228
8,280,5780,6,228
8,280,5781,5,228
8,280,5782,22,228
8,280,5783,6,228
8,280,5784,6,228
8,280,5785,20,228
8,280,5786,20,228
8,280,5787,6,228
8,280,5788,6,228
8,280,5789,22,228
8,280,5790,81,228
9,281,5791,1,153
9,281,5792,1,153
9,281,5793,1,153
9,281,5794,1,153
9,281,5795,60,153
9,281,5796,11,153
9,281,5797,11,153
9,281,5798,11,153
9,281,5799,11,153
9,281,5800,11,153
9,281,5801,12,153
9,281,5802,6,153
9,281,5803,14,153
9,281,5804,6,153
9,281,5805,62,153
9,281,5806,5,153
9,281,5807,22,153
9,281,5808,67,153
9,281,5809,10,153
9,281,5810,68,153
9,281,5811,20,153
9,281,5812,22,153
9,281,5813,20,153
9,281,5814,20,153
9,281,5815,86,153
9,281,5816,81,153
10,282,5830,11,103
10,282,5817,1,103
10,282,5818,1,103
10,282,5819,1,103
10,282,5820,1,103
10,282,5821,1,103
10,282,5822,1,103
10,282,5823,1,103
10,282,5824,11,103
10,282,5825,11,103
10,282,5826,11,103
10,282,5827,11,103
10,282,5828,11,103
10,282,5829,11,103
10,282,5831,27,103
10,282,5832,12,103
10,282,5833,13,103
10,282,5834,67,103
10,282,5835,86,103
10,282,5836,20,103
10,282,5837,20,103
10,282,5838,4,103
10,282,5839,4,103
10,282,5840,22,103
10,282,5841,6,103
10,282,5842,6,103
11,283,5843,1,264
11,283,5844,1,264
11,283,5845,1,264
11,283,5846,11,264
11,283,5847,11,264
11,283,5848,11,264
11,283,5849,11,264
11,283,5850,12,264
11,283,5851,12,264
11,283,5852,14,264
11,283,5853,15,264
11,283,5854,17,264
11,283,5855,3,264
11,283,5868,3,264
11,283,5856,5,264
11,283,5857,6,264
11,283,5858,20,264
11,283,5859,25,264
11,283,5860,20,264
11,283,5861,20,264
11,283,5862,48,264
11,283,5863,22,264
11,283,5864,20,264
11,283,5865,5,264
11,283,5866,37,264
11,283,5867,37,264
13,284,5882,13,401
13,284,5869,1,401
13,284,5870,1,401
13,284,5871,1,401
13,284,5872,1,401
13,284,5873,11,401
13,284,5874,11,401
13,284,5875,11,401
13,284,5876,11,401
13,284,5877,11,401
13,284,5878,4,401
13,284,5879,4,401
13,284,5880,12,401
13,284,5881,12,401
13,284,5883,14,401
13,284,5884,48,401
13,284,5885,5,401
13,284,5886,5,401
13,284,5887,5,401
13,284,5888,20,401
13,284,5889,20,401
13,284,5890,6,401
13,284,5891,67,401
13,284,5892,22,401
13,284,5893,6,401
13,284,5894,82,401
14,285,5911,20,162
14,285,5910,5,162
14,285,5909,22,162
14,285,5908,16,162
14,285,5907,51,162
14,285,5906,5,162
14,285,5905,10,162
14,285,5904,12,162
14,285,5903,12,162
14,285,5902,12,162
14,285,5901,12,162
14,285,5900,11,162
14,285,5899,11,162
14,285,5898,11,162
14,285,5897,11,162
14,285,5896,1,162
14,285,5895,1,162
14,285,5919,4,162
14,285,5920,4,162
14,285,5918,4,162
14,285,5917,4,162
14,285,5916,4,162
14,285,5915,4,162
14,285,5914,4,162
14,285,5913,20,162
14,285,5912,22,162
27,286,5934,13,130
27,286,5946,5,130
27,286,5945,20,130
27,286,5944,5,130
27,286,5921,1,130
27,286,5922,1,130
27,286,5923,1,130
27,286,5924,1,130
27,286,5925,11,130
27,286,5926,11,130
27,286,5927,12,130
27,286,5928,12,130
27,286,5929,12,130
27,286,5930,12,130
27,286,5943,6,130
27,286,5931,13,130
27,286,5932,13,130
27,286,5942,20,130
27,286,5941,3,130
27,286,5940,6,130
27,286,5939,3,130
27,286,5938,20,130
27,286,5937,20,130
27,286,5936,3,130
27,286,5935,3,130
27,286,5933,13,130
22,287,5950,1,45
22,287,5947,1,45
22,287,5948,1,45
22,287,5949,1,45
22,287,5951,1,45
22,287,5952,1,45
22,287,5953,11,45
22,287,5954,11,45
22,287,5955,4,45
22,287,5956,12,45
22,287,5957,12,45
22,287,5958,12,45
22,287,5959,20,45
22,287,5960,4,45
22,287,5961,20,45
22,287,5962,5,45
22,287,5963,20,45
22,287,5964,54,45
22,287,5965,5,45
22,287,5966,5,45
22,287,5967,5,45
22,287,5968,4,45
22,287,5969,5,45
22,287,5970,4,45
29,288,5971,1,58
29,288,5994,3,58
29,288,5975,11,58
29,288,5974,11,58
29,288,5993,6,58
29,288,5992,22,58
29,288,5991,3,58
29,288,5990,20,58
29,288,5989,5,58
29,288,5982,13,58
29,288,5988,23,58
29,288,5987,20,58
29,288,5986,3,58
29,288,5985,23,58
29,288,5984,15,58
29,288,5983,14,58
29,288,5976,11,58
29,288,5977,11,58
29,288,5978,69,58
29,288,5979,12,58
29,288,5972,1,58
29,288,5973,1,58
29,288,5981,13,58
29,288,5980,12,58
30,289,6012,6,1460
30,289,6024,81,1460
30,289,6023,81,1460
30,289,6022,81,1460
30,289,6021,81,1460
30,289,6020,8,1460
30,289,6019,38,1460
30,289,6018,25,1460
30,289,6017,5,1460
30,289,6016,5,1460
30,289,6015,5,1460
30,289,6014,5,1460
30,289,6013,91,1460
30,289,6011,5,1460
30,289,6010,8,1460
30,289,6009,69,1460
30,289,6008,5,1460
30,289,6007,14,1460
30,289,6006,14,1460
30,289,6005,12,1460
30,289,6004,12,1460
30,289,6003,12,1460
30,289,6002,12,1460
30,289,6001,11,1460
30,289,6000,11,1460
30,289,5999,1,1460
30,289,5998,1,1460
30,289,5997,1,1460
30,289,5996,1,1460
30,289,5995,1,1460
32,290,6037,14,2227
32,290,6038,5,2227
32,290,6039,8,2227
32,290,6040,20,2227
32,290,6041,64,2227
32,290,6042,5,2227
32,290,6043,20,2227
32,290,6044,6,2227
32,290,6045,5,2227
32,290,6046,7,2227
32,290,6047,20,2227
32,290,6048,5,2227
32,290,6049,4,2227
32,290,6050,4,2227
32,290,6051,81,2227
32,290,6052,81,2227
32,290,6053,81,2227
32,290,6054,81,2227
32,290,6025,1,2227
32,290,6026,1,2227
32,290,6027,1,2227
32,290,6028,1,2227
32,290,6029,11,2227
32,290,6030,11,2227
32,290,6031,11,2227
32,290,6032,11,2227
32,290,6033,12,2227
32,290,6034,12,2227
32,290,6035,13,2227
32,290,6036,13,2227
18,291,6081,81,785
18,291,6068,5,785
18,291,6069,6,785
18,291,6070,20,785
18,291,6071,4,785
18,291,6072,6,785
18,291,6073,4,785
18,291,6074,8,785
18,291,6075,22,785
18,291,6076,5,785
18,291,6077,5,785
18,291,6078,10,785
18,291,6079,5,785
18,291,6080,6,785
18,291,6067,6,785
18,291,6082,81,785
18,291,6083,81,785
18,291,6084,81,785
18,291,6055,1,785
18,291,6056,1,785
18,291,6057,11,785
18,291,6058,11,785
18,291,6059,11,785
18,291,6060,11,785
18,291,6061,12,785
18,291,6062,12,785
18,291,6063,13,785
18,291,6064,14,785
18,291,6065,5,785
18,291,6066,8,785
4,292,6097,20,109
4,292,6098,20,109
4,292,6099,20,109
4,292,6100,20,109
4,292,6101,5,109
4,292,6102,20,109
4,292,6103,64,109
4,292,6105,20,109
4,292,6106,20,109
4,292,6107,20,109
4,292,6108,5,109
4,292,6109,20,109
4,292,6110,5,109
4,292,6111,81,109
4,292,6112,81,109
4,292,6113,81,109
4,292,6114,81,109
4,292,6115,97,109
4,292,6116,97,109
4,292,6104,20,109
4,292,6085,1,109
4,292,6086,1,109
4,292,6087,1,109
4,292,6088,1,109
4,292,6089,11,109
4,292,6090,12,109
4,292,6091,12,109
4,292,6092,12,109
4,292,6093,20,109
4,292,6094,20,109
4,292,6095,14,109
4,292,6096,14,109
21,293,6135,5,37
21,293,6117,1,37
21,293,6118,1,37
21,293,6119,1,37
21,293,6120,1,37
21,293,6121,11,37
21,293,6122,11,37
21,293,6123,12,37
21,293,6124,12,37
21,293,6125,12,37
21,293,6126,12,37
21,293,6127,5,37
21,293,6128,13,37
21,293,6129,13,37
21,293,6130,69,37
21,293,6131,20,37
21,293,6132,4,37
21,293,6133,4,37
21,293,6134,20,37
21,293,6136,6,37
21,293,6137,5,37
21,293,6138,5,37
21,293,6139,20,37
21,293,6140,20,37
21,293,6141,6,37
21,293,6142,6,37
21,293,6143,81,37
21,293,6144,81,37
21,293,6145,81,37
21,293,6146,81,37
21,293,6147,97,37
21,293,6148,97,37
6,294,6151,1,7
6,294,6152,1,7
6,294,6153,1,7
6,294,6154,11,7
6,294,6155,11,7
6,294,6156,11,7
6,294,6157,12,7
6,294,6158,12,7
6,294,6159,12,7
6,294,6160,13,7
6,294,6161,20,7
6,294,6162,6,7
6,294,6163,6,7
6,294,6164,6,7
6,294,6165,6,7
6,294,6166,20,7
6,294,6167,5,7
6,294,6168,6,7
6,294,6169,5,7
6,294,6170,20,7
6,294,6171,7,7
6,294,6172,6,7
6,294,6173,6,7
6,294,6174,20,7
6,294,6175,81,7
6,294,6149,1,7
6,294,6176,81,7
6,294,6177,81,7
6,294,6178,81,7
6,294,6179,97,7
6,294,6180,97,7
6,294,6150,1,7
7,295,6185,11,13
7,295,6211,97,13
7,295,6210,81,13
7,295,6209,81,13
7,295,6208,81,13
7,295,6207,81,13
7,295,6206,7,13
7,295,6205,2,13
7,295,6204,7,13
7,295,6203,20,13
7,295,6202,20,13
7,295,6201,8,13
7,295,6200,6,13
7,295,6199,7,13
7,295,6198,10,13
7,295,6197,6,13
7,295,6196,7,13
7,295,6195,5,13
7,295,6194,15,13
7,295,6193,14,13
7,295,6192,12,13
7,295,6191,12,13
7,295,6190,12,13
7,295,6189,11,13
7,295,6188,11,13
7,295,6187,11,13
7,295,6186,11,13
7,295,6184,11,13
7,295,6183,1,13
7,295,6182,1,13
7,295,6181,1,13
8,296,6212,1,228
8,296,6213,1,228
8,296,6214,1,228
8,296,6215,11,228
8,296,6216,11,228
8,296,6217,11,228
8,296,6218,11,228
8,296,6219,11,228
8,296,6220,12,228
8,296,6221,12,228
8,296,6222,13,228
8,296,6223,5,228
8,296,6224,20,228
8,296,6225,5,228
8,296,6226,20,228
8,296,6227,5,228
8,296,6228,6,228
8,296,6229,5,228
8,296,6230,20,228
8,296,6231,3,228
8,296,6232,5,228
8,296,6233,37,228
8,296,6234,3,228
8,296,6235,3,228
8,296,6236,3,228
8,296,6237,3,228
8,296,6238,81,228
8,296,6239,81,228
8,296,6240,81,228
8,296,6241,81,228
9,297,6244,1,153
9,297,6242,1,153
9,297,6243,1,153
9,297,6245,1,153
9,297,6246,1,153
9,297,6247,1,153
9,297,6248,11,153
9,297,6249,11,153
9,297,6250,11,153
9,297,6251,12,153
9,297,6252,12,153
9,297,6253,12,153
9,297,6254,12,153
9,297,6255,12,153
9,297,6256,13,153
9,297,6257,14,153
9,297,6258,5,153
9,297,6259,7,153
9,297,6260,20,153
9,297,6261,26,153
9,297,6262,5,153
9,297,6263,5,153
9,297,6264,36,153
9,297,6265,7,153
9,297,6266,6,153
9,297,6267,7,153
9,297,6268,81,153
9,297,6269,81,153
9,297,6270,81,153
9,297,6271,54,153
9,297,6272,97,153
9,297,6273,97,153
10,298,6303,81,103
10,298,6302,81,103
10,298,6276,1,103
10,298,6277,1,103
10,298,6278,1,103
10,298,6279,1,103
10,298,6280,1,103
10,298,6281,20,103
10,298,6282,11,103
10,298,6283,11,103
10,298,6284,11,103
10,298,6285,11,103
10,298,6286,11,103
10,298,6287,11,103
10,298,6288,12,103
10,298,6289,13,103
10,298,6290,5,103
10,298,6291,5,103
10,298,6292,5,103
10,298,6293,5,103
10,298,6294,5,103
10,298,6295,10,103
10,298,6296,5,103
10,298,6297,20,103
10,298,6298,20,103
10,298,6299,6,103
10,298,6300,81,103
10,298,6301,81,103
10,298,6274,1,103
10,298,6275,1,103
10,298,6305,96,103
10,298,6304,97,103
11,299,6307,1,264
11,299,6308,1,264
11,299,6309,1,264
11,299,6310,1,264
11,299,6311,11,264
11,299,6312,12,264
11,299,6313,12,264
11,299,6314,13,264
11,299,6315,14,264
11,299,6316,14,264
11,299,6317,41,264
11,299,6318,5,264
11,299,6319,6,264
11,299,6320,5,264
11,299,6321,20,264
11,299,6322,4,264
11,299,6323,4,264
11,299,6324,4,264
11,299,6325,4,264
11,299,6326,4,264
11,299,6327,20,264
11,299,6328,4,264
11,299,6329,4,264
11,299,6330,4,264
11,299,6331,4,264
11,299,6332,81,264
11,299,6333,81,264
11,299,6334,81,264
11,299,6335,81,264
11,299,6336,97,264
11,299,6306,1,264
13,300,6350,12,401
13,300,6365,81,401
13,300,6364,81,401
13,300,6363,81,401
13,300,6362,20,401
13,300,6361,7,401
13,300,6360,3,401
13,300,6359,29,401
13,300,6358,6,401
13,300,6357,5,401
13,300,6356,5,401
13,300,6355,20,401
13,300,6354,20,401
13,300,6353,12,401
13,300,6352,12,401
13,300,6351,12,401
13,300,6349,5,401
13,300,6348,11,401
13,300,6347,11,401
13,300,6346,11,401
13,300,6345,11,401
13,300,6344,11,401
13,300,6343,1,401
13,300,6342,1,401
13,300,6341,1,401
13,300,6340,1,401
13,300,6339,1,401
13,300,6338,1,401
13,300,6337,1,401
13,300,6366,54,401
14,301,6371,1,162
14,301,6372,11,162
14,301,6373,11,162
14,301,6374,11,162
14,301,6375,7,162
14,301,6376,13,162
14,301,6377,5,162
14,301,6378,7,162
14,301,6379,10,162
14,301,6380,37,162
14,301,6381,20,162
14,301,6382,6,162
14,301,6383,5,162
14,301,6384,5,162
14,301,6385,5,162
14,301,6386,69,162
14,301,6387,10,162
14,301,6388,5,162
14,301,6389,5,162
14,301,6390,5,162
14,301,6391,22,162
14,301,6392,8,162
14,301,6393,81,162
14,301,6394,81,162
14,301,6368,1,162
14,301,6367,1,162
14,301,6370,1,162
14,301,6369,1,162
27,302,6401,12,130
27,302,6395,1,130
27,302,6396,1,130
27,302,6397,11,130
27,302,6398,11,130
27,302,6399,11,130
27,302,6400,11,130
27,302,6402,12,130
27,302,6403,12,130
27,302,6404,13,130
27,302,6405,13,130
27,302,6406,13,130
27,302,6407,13,130
27,302,6408,13,130
27,302,6409,68,130
27,302,6410,6,130
27,302,6411,5,130
27,302,6412,20,130
27,302,6413,4,130
27,302,6414,29,130
27,302,6415,5,130
27,302,6416,6,130
27,302,6417,5,130
27,302,6418,10,130
27,302,6419,20,130
27,302,6420,3,130
22,303,6446,5,45
22,303,6445,6,45
22,303,6444,20,45
22,303,6443,6,45
22,303,6442,6,45
22,303,6441,20,45
22,303,6440,8,45
22,303,6439,5,45
22,303,6438,4,45
22,303,6437,5,45
22,303,6436,5,45
22,303,6435,12,45
22,303,6434,12,45
22,303,6433,12,45
22,303,6432,11,45
22,303,6431,11,45
22,303,6430,11,45
22,303,6421,1,45
22,303,6429,11,45
22,303,6428,11,45
22,303,6427,11,45
22,303,6426,11,45
22,303,6425,11,45
22,303,6424,11,45
22,303,6423,1,45
22,303,6422,1,45
29,304,6464,24,58
29,304,6462,69,58
29,304,6461,6,58
29,304,6460,6,58
29,304,6459,14,58
29,304,6458,13,58
29,304,6457,12,58
29,304,6456,12,58
29,304,6455,12,58
29,304,6454,12,58
29,304,6453,11,58
29,304,6452,11,58
29,304,6451,11,58
29,304,6450,11,58
29,304,6449,1,58
29,304,6448,1,58
29,304,6447,1,58
29,304,6472,3,58
29,304,6471,3,58
29,304,6470,5,58
29,304,6469,5,58
29,304,6468,20,58
29,304,6467,4,58
29,304,6466,4,58
29,304,6465,5,58
29,304,6463,5,58
33,305,6489,6,345
33,305,6497,6,345
33,305,6496,6,345
33,305,6495,6,345
33,305,6494,20,345
33,305,6493,6,345
33,305,6492,6,345
33,305,6491,48,345
33,305,6490,5,345
33,305,6473,1,345
33,305,6474,1,345
33,305,6475,1,345
33,305,6476,1,345
33,305,6477,11,345
33,305,6478,12,345
33,305,6479,13,345
33,305,6480,14,345
33,305,6481,5,345
33,305,6482,5,345
33,305,6483,18,345
33,305,6484,6,345
33,305,6485,5,345
33,305,6486,6,345
33,305,6487,4,345
33,305,6488,5,345
33,305,6506,97,345
33,305,6505,97,345
33,305,6504,97,345
33,305,6503,97,345
33,305,6502,81,345
33,305,6501,81,345
33,305,6500,81,345
33,305,6499,81,345
33,305,6498,5,345
18,306,6512,1,785
18,306,6511,1,785
18,306,6510,1,785
18,306,6509,1,785
18,306,6507,1,785
18,306,6508,1,785
18,306,6514,12,785
18,306,6513,11,785
18,306,6515,13,785
18,306,6523,5,785
18,306,6524,21,785
18,306,6525,10,785
18,306,6526,5,785
18,306,6527,6,785
18,306,6528,7,785
18,306,6529,20,785
18,306,6530,68,785
18,306,6531,22,785
18,306,6532,48,785
18,306,6533,81,785
18,306,6534,81,785
18,306,6535,81,785
18,306,6536,81,785
18,306,6537,97,785
18,306,6538,97,785
18,306,6539,97,785
18,306,6540,97,785
18,306,6522,20,785
18,306,6521,5,785
18,306,6520,6,785
18,306,6519,69,785
18,306,6518,14,785
18,306,6517,13,785
18,306,6516,13,785
21,307,6574,97,37
21,307,6541,1,37
21,307,6542,1,37
21,307,6543,11,37
21,307,6544,12,37
21,307,6545,13,37
21,307,6546,13,37
21,307,6547,13,37
21,307,6548,13,37
21,307,6549,60,37
21,307,6550,14,37
21,307,6551,14,37
21,307,6552,5,37
21,307,6553,5,37
21,307,6554,7,37
21,307,6555,6,37
21,307,6556,22,37
21,307,6557,20,37
21,307,6558,5,37
21,307,6559,10,37
21,307,6560,7,37
21,307,6561,6,37
21,307,6562,20,37
21,307,6563,20,37
21,307,6564,20,37
21,307,6565,4,37
21,307,6566,20,37
21,307,6567,81,37
21,307,6568,81,37
21,307,6569,81,37
21,307,6570,81,37
21,307,6571,97,37
21,307,6572,97,37
21,307,6573,97,37
6,308,6584,12,7
6,308,6575,1,7
6,308,6576,1,7
6,308,6577,1,7
6,308,6578,11,7
6,308,6579,11,7
6,308,6580,11,7
6,308,6581,12,7
6,308,6582,12,7
6,308,6583,12,7
6,308,6585,13,7
6,308,6586,16,7
6,308,6587,44,7
6,308,6588,6,7
6,308,6589,37,7
6,308,6590,5,7
6,308,6591,20,7
6,308,6592,20,7
6,308,6593,5,7
6,308,6594,20,7
6,308,6595,5,7
6,308,6596,37,7
6,308,6597,23,7
6,308,6598,6,7
6,308,6599,20,7
6,308,6600,22,7
6,308,6601,81,7
6,308,6602,81,7
6,308,6603,81,7
6,308,6604,81,7
6,308,6605,97,7
6,308,6606,97,7
6,308,6607,97,7
6,308,6608,97,7
7,309,6642,97,13
7,309,6610,1,13
7,309,6611,1,13
7,309,6612,1,13
7,309,6613,1,13
7,309,6614,10,13
7,309,6615,11,13
7,309,6616,11,13
7,309,6617,11,13
7,309,6618,12,13
7,309,6619,5,13
7,309,6620,5,13
7,309,6621,37,13
7,309,6622,5,13
7,309,6623,5,13
7,309,6624,6,13
7,309,6625,6,13
7,309,6609,1,13
7,309,6626,5,13
7,309,6627,91,13
7,309,6628,20,13
7,309,6629,5,13
7,309,6630,20,13
7,309,6631,22,13
7,309,6632,98,13
7,309,6633,95,13
7,309,6634,37,13
7,309,6635,81,13
7,309,6636,81,13
7,309,6637,81,13
7,309,6638,81,13
7,309,6639,97,13
7,309,6640,97,13
7,309,6641,97,13
32,310,6659,8,2227
32,310,6643,1,2227
32,310,6644,1,2227
32,310,6645,1,2227
32,310,6646,11,2227
32,310,6647,11,2227
32,310,6648,11,2227
32,310,6649,11,2227
32,310,6650,12,2227
32,310,6651,12,2227
32,310,6652,12,2227
32,310,6653,12,2227
32,310,6654,13,2227
32,310,6655,5,2227
32,310,6656,20,2227
32,310,6657,6,2227
32,310,6658,67,2227
32,310,6660,5,2227
32,310,6661,5,2227
32,310,6662,36,2227
32,310,6663,5,2227
32,310,6664,91,2227
32,310,6665,5,2227
32,310,6666,5,2227
32,310,6667,5,2227
32,310,6668,20,2227
32,310,6669,81,2227
32,310,6670,81,2227
32,310,6671,81,2227
32,310,6672,81,2227
32,310,6673,97,2227
32,310,6674,97,2227
32,310,6675,97,2227
32,310,6676,97,2227
8,311,6692,7,228
8,311,6677,1,228
8,311,6678,1,228
8,311,6679,1,228
8,311,6680,1,228
8,311,6681,11,228
8,311,6682,11,228
8,311,6683,12,228
8,311,6684,12,228
8,311,6685,12,228
8,311,6686,12,228
8,311,6687,12,228
8,311,6688,13,228
8,311,6689,68,228
8,311,6690,6,228
8,311,6691,44,228
8,311,6693,27,228
8,311,6694,20,228
8,311,6695,7,228
8,311,6696,6,228
8,311,6697,6,228
8,311,6698,20,228
8,311,6699,4,228
8,311,6700,20,228
8,311,6701,5,228
8,311,6702,20,228
8,311,6703,81,228
8,311,6704,81,228
8,311,6705,81,228
8,311,6706,81,228
8,311,6707,97,228
8,311,6708,97,228
8,311,6709,97,228
8,311,6710,97,228
9,312,6742,97,153
9,312,6711,1,153
9,312,6712,1,153
9,312,6713,1,153
9,312,6714,60,153
9,312,6715,11,153
9,312,6716,11,153
9,312,6717,11,153
9,312,6718,11,153
9,312,6719,11,153
9,312,6720,12,153
9,312,6721,12,153
9,312,6722,12,153
9,312,6723,13,153
9,312,6724,51,153
9,312,6725,5,153
9,312,6743,97,153
9,312,6726,20,153
9,312,6744,97,153
9,312,6727,4,153
9,312,6728,4,153
9,312,6729,5,153
9,312,6730,37,153
9,312,6731,7,153
9,312,6732,83,153
9,312,6733,6,153
9,312,6734,7,153
9,312,6735,20,153
9,312,6736,4,153
9,312,6737,81,153
9,312,6738,81,153
9,312,6739,81,153
9,312,6740,81,153
9,312,6741,97,153
10,313,6761,5,103
10,313,6778,97,103
10,313,6777,97,103
10,313,6776,97,103
10,313,6775,97,103
10,313,6774,81,103
10,313,6773,81,103
10,313,6772,81,103
10,313,6771,81,103
10,313,6770,20,103
10,313,6769,7,103
10,313,6768,24,103
10,313,6767,24,103
10,313,6766,5,103
10,313,6765,5,103
10,313,6764,6,103
10,313,6763,5,103
10,313,6762,6,103
10,313,6760,5,103
10,313,6759,5,103
10,313,6758,20,103
10,313,6757,14,103
10,313,6756,12,103
10,313,6755,12,103
10,313,6754,11,103
10,313,6753,11,103
10,313,6752,11,103
10,313,6751,60,103
10,313,6750,1,103
10,313,6749,1,103
10,313,6748,1,103
10,313,6747,1,103
10,313,6746,1,103
10,313,6745,1,103
11,314,6812,97,264
11,314,6779,1,264
11,314,6780,1,264
11,314,6781,1,264
11,314,6782,1,264
11,314,6783,1,264
11,314,6784,11,264
11,314,6785,11,264
11,314,6786,11,264
11,314,6787,11,264
11,314,6788,12,264
11,314,6789,12,264
11,314,6790,12,264
11,314,6791,12,264
11,314,6792,13,264
11,314,6793,13,264
11,314,6794,13,264
11,314,6795,5,264
11,314,6796,5,264
11,314,6797,27,264
11,314,6798,68,264
11,314,6799,5,264
11,314,6800,6,264
11,314,6801,5,264
11,314,6802,5,264
11,314,6803,5,264
11,314,6804,5,264
11,314,6805,81,264
11,314,6806,81,264
11,314,6807,81,264
11,314,6808,81,264
11,314,6809,97,264
11,314,6810,97,264
11,314,6811,97,264
13,315,6829,6,401
13,315,6813,1,401
13,315,6814,1,401
13,315,6815,1,401
13,315,6816,1,401
13,315,6817,1,401
13,315,6818,1,401
13,315,6819,1,401
13,315,6820,11,401
13,315,6821,11,401
13,315,6822,11,401
13,315,6823,11,401
13,315,6824,6,401
13,315,6825,5,401
13,315,6826,44,401
13,315,6827,51,401
13,315,6828,5,401
13,315,6830,5,401
13,315,6831,5,401
13,315,6832,10,401
13,315,6833,6,401
13,315,6834,5,401
13,315,6835,20,401
13,315,6836,95,401
13,315,6837,5,401
13,315,6838,8,401
13,315,6839,81,401
13,315,6840,81,401
13,315,6841,81,401
13,315,6842,81,401
13,315,6843,97,401
13,315,6844,97,401
13,315,6845,97,401
13,315,6846,97,401
14,316,6862,15,162
14,316,6847,1,162
14,316,6848,1,162
14,316,6849,1,162
14,316,6850,1,162
14,316,6851,1,162
14,316,6852,1,162
14,316,6853,1,162
14,316,6854,1,162
14,316,6855,11,162
14,316,6856,11,162
14,316,6857,11,162
14,316,6858,11,162
14,316,6859,11,162
14,316,6860,14,162
14,316,6861,14,162
14,316,6863,5,162
14,316,6864,25,162
14,316,6865,5,162
14,316,6866,5,162
14,316,6867,6,162
14,316,6868,37,162
14,316,6869,5,162
14,316,6870,20,162
14,316,6871,20,162
14,316,6872,20,162
14,316,6873,81,162
14,316,6874,81,162
14,316,6875,81,162
14,316,6876,81,162
14,316,6877,97,162
14,316,6878,97,162
14,316,6879,97,162
14,316,6880,97,162
27,317,6912,97,130
27,317,6881,1,130
27,317,6882,1,130
27,317,6883,1,130
27,317,6884,1,130
27,317,6885,1,130
27,317,6886,1,130
27,317,6887,11,130
27,317,6888,11,130
27,317,6889,11,130
27,317,6890,11,130
27,317,6891,11,130
27,317,6892,12,130
27,317,6893,13,130
27,317,6894,13,130
27,317,6895,13,130
27,317,6913,97,130
27,317,6896,13,130
27,317,6914,97,130
27,317,6897,20,130
27,317,6898,5,130
27,317,6899,2,130
27,317,6900,7,130
27,317,6901,5,130
27,317,6902,5,130
27,317,6903,5,130
27,317,6904,6,130
27,317,6905,22,130
27,317,6906,5,130
27,317,6907,81,130
27,317,6908,81,130
27,317,6909,81,130
27,317,6910,81,130
27,317,6911,97,130
4,318,6923,11,109
4,318,6915,1,109
4,318,6916,1,109
4,318,6917,1,109
4,318,6918,1,109
4,318,6919,1,109
4,318,6920,1,109
4,318,6921,11,109
4,318,6922,11,109
4,318,6924,12,109
4,318,6925,12,109
4,318,6926,12,109
4,318,6927,12,109
4,318,6928,4,109
4,318,6929,13,109
4,318,6930,13,109
4,318,6931,13,109
4,318,6932,5,109
4,318,6933,10,109
4,318,6934,10,109
4,318,6935,5,109
4,318,6936,10,109
4,318,6937,20,109
4,318,6938,4,109
4,318,6939,4,109
4,318,6940,4,109
4,318,6941,81,109
4,318,6942,81,109
4,318,6943,81,109
4,318,6944,81,109
4,318,6945,97,109
4,318,6946,97,109
4,318,6947,97,109
22,319,6965,36,45
22,319,6966,20,45
22,319,6967,6,45
22,319,6968,5,45
22,319,6969,3,45
22,319,6970,3,45
22,319,6971,3,45
22,319,6972,3,45
22,319,6973,5,45
22,319,6979,97,45
22,319,6978,97,45
22,319,6977,81,45
22,319,6974,81,45
22,319,6975,81,45
22,319,6948,1,45
22,319,6949,1,45
22,319,6950,1,45
22,319,6951,1,45
22,319,6952,11,45
22,319,6953,11,45
22,319,6954,11,45
22,319,6955,11,45
22,319,6956,11,45
22,319,6957,12,45
22,319,6958,13,45
22,319,6959,91,45
