raceid,resultid,statusid
320,6999,12
320,7000,20
320,7001,20
320,7002,3
320,7003,20
320,7004,3
320,7005,20
320,7006,81
320,7007,81
320,7008,81
320,7009,81
320,7010,97
320,7011,97
321,7012,1
321,7013,1
321,7014,1
321,7015,1
321,7016,1
321,7017,11
321,7018,11
321,7019,11
321,7020,11
321,7021,12
321,7022,12
321,7023,12
321,7024,15
321,7025,16
321,7026,68
321,7027,23
321,7028,8
321,7029,8
321,7030,3
321,7031,4
321,7032,5
321,7033,44
321,7034,10
321,7035,6
321,7036,37
321,7037,6
321,7038,2
321,7039,81
321,7040,81
321,7041,81
321,7042,97
321,7043,97
321,7044,97
321,7045,97
321,7046,97
322,7047,1
322,7048,1
322,7049,1
322,7050,1
322,7051,11
322,7052,11
322,7053,11
322,7054,11
322,7055,12
322,7056,29
322,7057,13
322,7058,13
322,7059,51
322,7060,17
322,7061,8
322,7062,20
322,7063,20
322,7064,5
322,7065,22
322,7066,10
322,7067,22
322,7068,22
322,7069,7
322,7070,6
322,7071,4
322,7072,4
322,7073,81
322,7074,81
322,7075,81
322,7076,81
322,7077,97
322,7078,97
322,7079,97
322,7080,97
322,7081,97
323,7082,1
323,7083,1
323,7084,1
323,7085,1
323,7086,1
323,7087,11
323,7088,11
323,7089,11
323,7090,11
323,7091,12
323,7092,12
323,7093,12
323,7094,8
323,7095,36
323,7096,5
323,7097,5
323,7098,23
323,7099,36
323,7100,10
323,7101,5
323,7102,8
323,7103,36
323,7104,20
323,7105,4
323,7106,4
323,7107,37
323,7108,3
323,7109,81
323,7110,81
323,7111,81
323,7112,97
323,7113,97
323,7114,97
323,7115,97
323,7116,97
324,7117,1
324,7118,1
324,7119,1
324,7120,11
324,7121,12
324,7122,12
324,7123,4
324,7124,20
324,7125,84
324,7126,6
324,7127,6
324,7128,6
324,7129,99
324,7130,5
324,7131,20
324,7132,84
324,7133,6
324,7134,7
324,7135,23
324,7136,24
324,7137,38
324,7138,10
324,7139,6
324,7140,7
324,7141,5
324,7142,2
324,7143,81
324,7144,81
324,7145,81
324,7146,81
324,7147,97
324,7148,97
324,7149,97
324,7150,97
324,7151,97
325,7152,1
325,7153,1
325,7154,1
325,7155,1
325,7156,1
325,7157,12
325,7158,12
325,7159,12
325,7160,13
325,7161,13
325,7162,13
325,7163,14
325,7164,15
325,7165,5
325,7166,5
325,7167,6
325,7168,5
325,7169,23
325,7170,5
325,7171,20
325,7172,20
325,7173,4
325,7174,4
325,7175,4
325,7176,4
325,7177,20
325,7178,81
325,7179,81
325,7180,81
325,7181,81
325,7182,97
325,7183,97
325,7184,97
325,7185,97
325,7186,97
326,7187,1
326,7188,1
326,7189,1
326,7190,1
326,7191,1
326,7192,1
326,7193,1
326,7194,1
326,7195,1
326,7196,11
326,7197,11
326,7198,11
326,7199,11
326,7200,12
326,7201,12
326,7202,12
326,7203,13
326,7204,13
326,7205,14
326,7206,27
326,7207,5
326,7208,23
326,7209,4
326,7210,4
326,7211,10
326,7212,5
326,7213,2
326,7214,81
326,7215,81
326,7216,81
326,7217,97
326,7218,97
326,7219,97
326,7220,97
326,7221,97
327,7222,1
327,7223,1
327,7224,1
327,7225,1
327,7226,1
327,7227,1
327,7228,11
327,7229,11
327,7230,11
327,7231,11
327,7232,11
327,7233,11
327,7234,12
327,7235,12
327,7236,13
327,7237,10
327,7238,15
327,7239,5
327,7240,2
327,7241,6
327,7242,5
327,7243,10
327,7244,24
327,7245,22
327,7246,5
327,7247,23
327,7248,81
327,7249,81
327,7250,81
327,7251,81
327,7252,97
327,7253,97
327,7254,97
327,7255,97
327,7256,97
328,7257,1
328,7258,1
328,7259,1
328,7260,1
328,7261,1
328,7262,11
328,7263,11
328,7264,11
328,7265,12
328,7266,12
328,7267,12
328,7268,12
328,7269,13
328,7270,37
328,7271,6
328,7272,95
328,7273,5
328,7274,5
328,7275,5
328,7276,5
328,7277,83
328,7278,10
328,7279,4
328,7280,69
328,7281,91
328,7282,48
328,7283,81
328,7284,81
328,7285,81
328,7286,81
328,7287,97
328,7288,97
328,7289,97
328,7290,97
328,7291,97
329,7292,1
329,7293,1
329,7294,1
329,7295,1
329,7296,1
329,7297,1
329,7298,11
329,7299,11
329,7300,11
329,7301,12
329,7302,7
329,7303,62
329,7304,48
329,7305,8
329,7306,5
329,7307,5
329,7308,5
329,7309,20
329,7310,41
329,7311,5
329,7312,5
329,7313,5
329,7314,8
329,7315,8
329,7316,4
329,7317,2
329,7318,81
329,7319,81
329,7320,81
329,7321,81
329,7322,97
329,7323,97
329,7324,97
329,7325,97
329,7326,97
330,7327,1
330,7328,1
330,7329,1
330,7330,1
330,7331,1
330,7332,1
330,7333,11
330,7334,11
330,7335,11
330,7336,11
330,7337,11
330,7338,12
330,7339,13
330,7340,13
330,7341,13
330,7342,4
330,7343,4
330,7344,4
330,7345,6
330,7346,5
330,7347,6
330,7348,4
330,7349,5
330,7350,4
330,7351,5
330,7352,23
330,7353,81
330,7354,81
330,7355,81
330,7356,81
330,7357,97
330,7358,97
330,7359,97
330,7360,97
330,7361,97
331,7362,1
331,7363,1
331,7364,1
331,7365,1
331,7366,1
331,7367,1
331,7368,11
331,7369,11
331,7370,11
331,7371,11
331,7372,11
331,7373,11
331,7374,11
331,7375,12
331,7376,12
331,7377,12
331,7378,5
331,7379,10
331,7380,5
331,7381,7
331,7382,64
331,7383,6
331,7384,47
331,7385,5
331,7386,3
331,7387,3
331,7388,81
331,7389,81
331,7390,81
331,7391,81
331,7392,97
331,7393,97
331,7394,97
332,7395,1
332,7396,1
332,7397,1
332,7398,1
332,7399,1
332,7400,11
332,7401,11
332,7402,11
332,7403,12
332,7404,12
332,7405,12
332,7406,20
332,7407,13
332,7408,62
332,7409,5
332,7410,10
332,7411,67
332,7412,5
332,7413,5
332,7414,22
332,7415,8
332,7416,20
332,7417,5
332,7418,8
332,7419,22
332,7420,20
332,7421,81
332,7422,81
332,7423,81
332,7424,81
332,7425,97
332,7426,97
332,7427,97
333,7428,1
333,7429,1
333,7430,1
333,7431,1
333,7432,1
333,7433,1
333,7434,11
333,7435,11
333,7436,11
333,7437,12
333,7438,12
333,7439,12
333,7440,3
333,7441,3
333,7442,13
333,7443,3
333,7444,6
333,7445,5
333,7446,5
333,7447,6
333,7448,6
333,7449,91
333,7450,37
333,7451,86
333,7452,20
333,7453,54
333,7454,81
333,7455,81
333,7456,81
333,7457,81
333,7458,97
333,7459,97
333,7460,97
334,7461,1
334,7462,1
334,7463,1
334,7464,1
334,7465,1
334,7466,1
334,7467,11
334,7468,11
334,7469,11
334,7470,12
334,7471,6
334,7472,68
334,7473,4
334,7474,21
334,7475,84
334,7476,5
334,7477,67
334,7478,20
334,7479,20
334,7480,6
334,7481,20
334,7482,5
334,7483,4
334,7484,20
334,7485,37
334,7486,73
334,7487,81
334,7488,81
334,7489,81
334,7490,81
334,7491,97
334,7492,97
334,7493,97
335,7494,1
335,7495,1
335,7496,1
335,7497,1
335,7498,1
335,7499,1
335,7500,11
335,7501,11
335,7502,11
335,7503,11
335,7504,6
335,7505,5
335,7506,5
335,7507,7
335,7508,91
335,7509,5
335,7510,20
335,7511,80
335,7512,20
335,7513,5
335,7514,8
335,7515,20
335,7516,4
335,7517,4
335,7518,4
335,7519,54
335,7520,81
335,7521,81
335,7522,81
335,7523,81
336,7524,1
336,7525,1
336,7526,1
336,7527,1
336,7528,1
336,7529,11
336,7530,11
336,7531,11
336,7532,12
336,7533,12
336,7534,13
336,7535,14
336,7536,17
336,7537,5
336,7538,20
336,7539,5
336,7540,8
336,7541,20
336,7542,37
336,7543,6
336,7544,23
336,7545,10
336,7546,6
336,7547,6
336,7548,20
336,7549,7
336,7550,81
336,7551,81
336,7552,81
336,7553,81
1,7554,1
1,7555,1
1,7556,1
1,7557,1
1,7558,1
1,7559,1
1,7560,1
1,7561,1
1,7562,1
1,7563,1
1,7564,1
1,7565,11
1,7566,4
1,7567,4
1,7568,24
1,7569,22
1,7570,20
1,7571,3
1,7572,4
1,7573,2
2,7574,1
2,7575,1
2,7576,1
2,7577,1
2,7578,1
2,7579,1
2,7580,1
2,7581,1
2,7582,1
2,7583,1
2,7584,11
2,7585,11
2,7586,11
2,7587,11
2,7588,20
2,7589,20
2,7590,11
2,7591,20
2,7592,5
2,7593,20
3,7594,1
3,7595,1
3,7596,1
3,7597,1
3,7598,1
3,7599,1
3,7600,1
3,7601,1
3,7602,1
3,7603,1
3,7604,1
3,7605,1
3,7606,1
3,7607,11
3,7608,11
3,7609,12
3,7610,20
3,7611,31
3,7612,40
3,7613,4
4,7614,1
4,7615,1
4,7616,1
4,7617,1
4,7618,1
4,7619,1
4,7620,1
4,7621,1
4,7622,1
4,7623,1
4,7624,1
4,7625,1
4,7626,1
4,7627,11
4,7628,11
4,7629,11
4,7630,11
4,7631,11
4,7632,11
4,7633,51
5,7634,1
5,7635,1
5,7636,1
5,7637,1
5,7638,1
5,7639,1
5,7640,1
5,7641,1
5,7642,11
5,7643,11
5,7644,11
5,7645,11
5,7646,11
5,7647,11
5,7648,9
5,7649,6
5,7650,4
5,7651,4
5,7652,4
5,7653,4
6,7654,1
6,7655,1
6,7656,1
6,7657,1
6,7658,1
6,7659,1
6,7660,1
6,7661,1
6,7662,1
6,7663,11
6,7664,11
6,7665,11
6,7666,11
6,7667,11
6,7668,3
6,7669,3
6,7670,23
6,7671,3
6,7672,4
6,7673,4
7,7674,1
7,7675,1
7,7676,1
7,7677,1
7,7678,1
7,7679,1
7,7680,1
7,7681,1
7,7682,1
7,7683,1
7,7684,1
7,7685,1
7,7686,1
7,7687,11
7,7688,11
7,7689,11
7,7690,11
7,7691,11
7,7692,6
7,7693,23
8,7694,1
8,7695,1
8,7696,1
8,7697,1
8,7698,1
8,7699,1
8,7700,1
8,7701,1
8,7702,1
8,7703,1
8,7704,1
8,7705,11
8,7706,11
8,7707,11
8,7708,11
8,7709,11
8,7710,11
8,7711,11
8,7712,4
8,7713,4
9,7714,1
9,7715,1
9,7716,1
9,7717,1
9,7718,1
9,7719,1
9,7720,1
9,7721,1
9,7722,1
9,7723,1
9,7724,1
9,7725,1
9,7726,1
9,7727,1
9,7728,1
9,7729,1
9,7730,1
9,7731,11
9,7732,5
9,7733,9
10,7734,1
10,7735,1
10,7736,1
10,7737,1
10,7738,1
10,7739,1
10,7740,1
10,7741,1
10,7742,1
10,7743,1
10,7744,1
10,7745,1
10,7746,1
10,7747,11
10,7748,11
10,7749,11
10,7750,22
10,7751,36
10,7752,25
10,7753,54
11,7754,1
11,7755,1
11,7756,1
11,7757,1
11,7758,1
11,7759,1
11,7760,1
11,7761,1
11,7762,1
11,7763,1
11,7764,1
11,7765,1
11,7766,1
11,7767,1
11,7768,1
11,7769,11
11,7770,11
11,7771,13
11,7772,23
11,7773,5
12,7774,1
12,7775,1
12,7776,1
12,7777,1
12,7778,1
12,7779,1
12,7780,1
12,7781,1
12,7782,1
12,7783,1
12,7784,1
12,7785,1
12,7786,1
12,7787,1
12,7788,31
12,7789,23
12,7790,4
12,7791,4
12,7792,4
12,7793,4
13,7794,1
13,7795,1
13,7796,1
13,7797,1
13,7798,1
13,7799,1
13,7800,1
13,7801,1
13,7802,1
13,7803,1
13,7804,1
13,7805,3
13,7806,11
13,7807,11
13,7808,11
13,7809,12
13,7810,7
13,7811,31
13,7812,44
13,7813,4
14,7814,1
14,7815,1
14,7816,1
14,7817,1
14,7818,1
14,7819,1
14,7820,1
14,7821,1
14,7822,1
14,7823,1
14,7824,1
14,7825,1
14,7826,1
14,7827,1
14,7828,23
14,7829,6
14,7830,23
14,7831,4
14,7832,4
14,7833,23
15,7834,1
15,7835,1
15,7836,1
15,7837,1
15,7838,1
15,7839,1
15,7840,1
15,7841,1
15,7842,1
15,7843,1
15,7844,1
15,7845,1
15,7846,1
15,7847,1
15,7848,1
15,7849,11
15,7850,12
15,7851,3
15,7852,8
15,7853,73
16,7854,1
16,7855,1
16,7856,1
16,7857,1
16,7858,1
16,7859,1
16,7860,1
16,7861,1
16,7862,1
16,7863,1
16,7864,1
16,7865,1
16,7866,11
16,7867,11
16,7868,3
16,7869,6
16,7870,60
16,7871,3
16,7872,3
16,7873,3
356,7874,1
356,7875,1
356,7876,1
356,7877,1
356,7878,1
356,7879,1
356,7880,11
356,7881,11
356,7882,11
356,7883,12
356,7884,12
356,7885,13
356,7886,14
356,7887,15
356,7888,91
356,7889,4
356,7890,4
356,7891,86
356,7892,22
356,7893,69
356,7894,2
356,7895,86
356,7896,5
356,7897,83
356,7898,4
356,7899,4
356,7900,81
356,7901,81
356,7902,81
356,7903,81
356,7904,97
356,7905,97
356,7906,97
356,7907,97
356,7908,97
356,7909,97
356,7910,97
356,7911,97
357,7912,1
357,7913,1
357,7914,11
357,7915,11
357,7916,11
357,7917,11
357,7918,11
357,7919,11
357,7920,12
357,7921,12
357,7922,12
357,7923,20
357,7924,69
357,7925,62
357,7926,20
357,7927,7
357,7928,5
357,7929,6
357,7930,5
357,7931,20
357,7932,6
357,7933,2
357,7934,3
357,7935,20
357,7936,10
357,7937,10
357,7938,81
357,7939,81
357,7940,81
357,7941,81
357,7942,97
357,7943,97
357,7944,97
357,7945,97
357,7946,97
357,7947,97
357,7948,97
357,7949,97
357,7950,97
358,7951,1
358,7952,1
358,7953,11
358,7954,12
358,7955,12
358,7956,12
358,7957,12
358,7958,13
358,7959,13
358,7960,13
358,7961,14
358,7962,14
358,7963,14
358,7964,14
358,7965,14
358,7966,25
358,7967,10
358,7968,6
358,7969,5
358,7970,5
358,7971,4
358,7972,6
358,7973,6
358,7974,6
358,7975,8
358,7976,10
358,7977,81
358,7978,81
358,7979,81
358,7980,97
358,7981,97
358,7982,97
358,7983,97
358,7984,97
358,7985,97
358,7986,97
358,7987,97
358,7988,97
359,7989,1
359,7990,1
359,7991,1
359,7992,1
359,7993,1
359,7994,11
359,7995,11
359,7996,11
359,7997,11
359,7998,11
359,7999,11
359,8000,12
359,8001,12
359,8002,13
359,8003,13
359,8004,5
359,8005,6
359,8006,10
359,8007,20
359,8008,62
359,8009,22
359,8010,6
359,8011,7
359,8012,10
359,8013,37
359,8014,7
359,8015,81
359,8016,81
359,8017,81
359,8018,81
359,8019,97
359,8020,97
359,8021,97
359,8022,97
359,8023,97
359,8024,97
359,8025,97
359,8026,97
359,8027,97
360,8028,1
360,8029,1
360,8030,1
360,8031,11
360,8032,11
360,8033,11
360,8034,5
360,8035,15
360,8036,69
360,8037,91
360,8038,4
360,8039,20
360,8040,22
360,8041,5
360,8042,10
360,8043,23
360,8044,23
360,8045,91
360,8046,5
360,8047,37
360,8048,7
360,8049,23
360,8050,6
360,8051,68
360,8052,4
360,8053,20
360,8054,81
360,8055,81
360,8056,81
360,8057,81
360,8058,97
360,8059,97
360,8060,97
360,8061,97
360,8062,97
360,8063,97
360,8064,97
360,8065,97
360,8066,97
361,8067,1
361,8068,1
361,8069,1
361,8070,1
361,8071,11
361,8072,12
361,8073,5
361,8074,13
361,8075,24
361,8076,5
361,8077,20
361,8078,10
361,8079,20
361,8080,20
361,8081,2
361,8082,20
361,8083,10
361,8084,6
361,8085,20
361,8086,20
361,8087,22
361,8088,2
361,8089,3
361,8090,3
361,8091,2
361,8092,10
361,8093,81
361,8094,81
361,8095,81
361,8096,81
361,8097,97
361,8098,97
361,8099,97
361,8100,97
361,8101,97
361,8102,97
361,8103,97
361,8104,97
361,8105,97
362,8106,1
362,8107,1
362,8108,1
362,8109,1
362,8110,11
362,8111,11
362,8112,11
362,8113,12
362,8114,12
362,8115,12
362,8116,13
362,8117,13
362,8118,5
362,8119,62
362,8120,5
362,8121,6
362,8122,5
362,8123,5
362,8124,22
362,8125,5
362,8126,5
362,8127,5
362,8128,8
362,8129,8
362,8130,6
362,8131,24
362,8132,81
362,8133,81
362,8134,81
362,8135,81
362,8136,97
362,8137,97
362,8138,97
362,8139,97
362,8140,97
362,8141,97
362,8142,97
362,8143,97
362,8144,97
363,8145,1
363,8146,1
363,8147,1
363,8148,1
363,8149,11
363,8150,11
363,8151,11
363,8152,11
363,8153,12
363,8154,12
363,8155,12
363,8156,12
363,8157,6
363,8158,5
363,8159,66
363,8160,5
363,8161,5
363,8162,20
363,8163,5
363,8164,20
363,8165,64
363,8166,21
363,8167,7
363,8168,5
363,8169,20
363,8170,6
363,8171,81
363,8172,81
363,8173,81
363,8174,81
363,8175,97
363,8176,97
363,8177,97
363,8178,97
363,8179,97
363,8180,97
363,8181,97
363,8182,97
363,8183,97
364,8184,1
364,8185,1
364,8186,1
364,8187,11
364,8188,11
364,8189,11
364,8190,11
364,8191,11
364,8192,11
364,8193,12
364,8194,13
364,8195,69
364,8196,5
364,8197,20
364,8198,10
364,8199,6
364,8200,20
364,8201,44
364,8202,5
364,8203,20
364,8204,25
364,8205,10
364,8206,4
364,8207,5
364,8208,10
364,8209,6
364,8210,81
364,8211,81
364,8212,81
364,8213,2
364,8214,97
364,8215,97
364,8216,97
364,8217,97
364,8218,97
364,8219,97
364,8220,97
364,8221,97
365,8222,1
365,8223,1
365,8224,1
365,8225,1
365,8226,1
365,8227,1
365,8228,1
365,8229,11
365,8230,11
365,8231,11
365,8232,11
365,8233,12
365,8234,14
365,8235,4
365,8236,6
365,8237,21
365,8238,6
365,8239,6
365,8240,6
365,8241,3
365,8242,10
365,8243,36
365,8244,5
365,8245,10
365,8246,36
365,8247,8
365,8248,81
365,8249,81
365,8250,81
365,8251,81
365,8252,97
365,8253,97
365,8254,97
365,8255,97
365,8256,97
365,8257,97
365,8258,97
365,8259,97
365,8260,97
366,8261,1
366,8262,1
366,8263,1
366,8264,1
366,8265,1
366,8266,1
366,8267,11
366,8268,11
366,8269,11
366,8270,11
366,8271,11
366,8272,11
366,8273,11
366,8274,12
366,8275,13
366,8276,5
366,8277,36
366,8278,20
366,8279,4
366,8280,4
366,8281,20
366,8282,23
366,8283,20
366,8284,64
366,8285,4
366,8286,20
366,8287,81
366,8288,81
366,8289,81
366,8290,81
366,8291,97
366,8292,97
366,8293,97
366,8294,97
366,8295,97
366,8296,97
366,8297,97
366,8298,97
366,8299,97
367,8300,1
367,8301,1
367,8302,1
367,8303,1
367,8304,11
367,8305,11
367,8306,11
367,8307,12
367,8308,12
367,8309,22
367,8310,5
367,8311,5
367,8312,5
367,8313,6
367,8314,21
367,8315,23
367,8316,5
367,8317,43
367,8318,20
367,8319,5
367,8320,69
367,8321,6
367,8322,10
367,8323,37
367,8324,20
367,8325,7
367,8326,2
367,8327,81
367,8328,81
367,8329,81
367,8330,97
367,8331,97
367,8332,97
367,8333,97
367,8334,97
367,8335,97
367,8336,97
367,8337,97
367,8338,97
368,8339,1
368,8340,1
368,8341,1
368,8342,1
368,8343,11
368,8344,11
368,8345,11
368,8346,11
368,8347,11
368,8348,12
368,8349,12
368,8350,12
368,8351,12
368,8352,12
368,8353,25
368,8354,25
368,8355,4
368,8356,2
368,8357,3
368,8358,4
368,8359,4
368,8360,22
368,8361,5
368,8362,20
368,8363,10
368,8364,10
368,8365,81
368,8366,81
368,8367,81
368,8368,81
368,8369,97
368,8370,97
368,8371,97
368,8372,97
368,8373,97
368,8374,97
368,8375,97
368,8376,97
368,8377,97
369,8378,1
369,8379,1
369,8380,1
369,8381,11
369,8382,11
369,8383,11
369,8384,11
369,8385,12
369,8386,12
369,8387,12
369,8388,5
369,8389,20
369,8390,5
369,8391,20
369,8392,4
369,8393,20
369,8394,48
369,8395,5
369,8396,20
369,8397,7
369,8398,6
369,8399,6
369,8400,20
369,8401,10
369,8402,22
369,8403,4
369,8404,81
369,8405,81
369,8406,81
369,8407,97
369,8408,97
369,8409,97
369,8410,97
369,8411,97
369,8412,97
369,8413,97
369,8414,97
369,8415,97
370,8416,1
370,8417,1
370,8418,1
370,8419,1
370,8420,11
370,8421,11
370,8422,11
370,8423,11
370,8424,11
370,8425,12
370,8426,2
370,8427,4
370,8428,5
370,8429,5
370,8430,5
370,8431,6
370,8432,5
370,8433,6
370,8434,4
370,8435,5
370,8436,22
370,8437,23
370,8438,95
370,8439,6
370,8440,4
370,8441,8
370,8442,81
370,8443,81
370,8444,81
370,8445,81
370,8446,97
370,8447,97
370,8448,97
370,8449,97
370,8450,97
370,8451,97
370,8452,97
370,8453,97
370,8454,97
371,8455,1
371,8456,1
371,8457,1
371,8458,1
371,8459,12
371,8460,13
371,8461,14
371,8462,16
371,8463,20
371,8464,10
371,8465,20
371,8466,4
371,8467,4
371,8468,20
371,8469,4
371,8470,20
371,8471,21
371,8472,20
371,8473,4
371,8474,20
371,8475,4
371,8476,4
371,8477,10
371,8478,4
371,8479,54
371,8480,10
371,8481,81
371,8482,81
371,8483,81
371,8484,81
371,8485,97
371,8486,97
371,8487,97
371,8488,97
371,8489,97
371,8490,97
371,8491,97
371,8492,97
371,8493,97
372,8494,1
372,8495,1
372,8496,1
372,8497,1
372,8498,1
372,8499,11
372,8500,11
372,8501,11
372,8502,13
372,8503,5
372,8504,7
372,8505,83
372,8506,22
372,8507,22
372,8508,23
372,8509,5
372,8510,2
372,8511,8
372,8512,5
372,8513,5
372,8514,5
372,8515,5
372,8516,5
372,8517,83
372,8518,6
372,8519,10
372,8520,81
372,8521,81
372,8522,81
372,8523,81
372,8524,97
373,8525,1
373,8526,1
373,8527,11
373,8528,11
373,8529,11
373,8530,11
373,8531,11
373,8532,11
373,8533,12
373,8534,12
373,8535,12
373,8536,12
373,8537,12
373,8538,12
373,8539,12
373,8540,13
373,8541,13
373,8542,5
373,8543,62
373,8544,6
373,8545,5
373,8546,69
373,8547,6
373,8548,6
373,8549,6
373,8550,22
373,8551,96
373,8552,81
373,8553,81
373,8554,81
374,8555,1
374,8556,1
374,8557,1
374,8558,11
374,8559,11
374,8560,11
374,8561,11
374,8562,12
374,8563,13
374,8564,16
374,8565,20
374,8566,4
374,8567,69
374,8568,6
374,8569,6
374,8570,86
374,8571,4
374,8572,5
374,8573,5
374,8574,23
374,8575,5
374,8576,5
374,8577,22
374,8578,4
374,8579,20
374,8580,37
374,8581,81
374,8582,81
374,8583,81
374,8584,81
374,8585,96
375,8586,1
375,8587,1
375,8588,1
375,8589,11
375,8590,11
375,8591,11
375,8592,12
375,8593,13
375,8594,13
375,8595,14
375,8596,14
375,8597,14
375,8598,14
375,8599,15
375,8600,16
375,8601,16
375,8602,5
375,8603,6
375,8604,5
375,8605,5
375,8606,5
375,8607,5
375,8608,3
375,8609,23
375,8610,10
375,8611,22
375,8612,81
375,8613,81
375,8614,81
375,8615,81
375,8616,96
376,8617,1
376,8618,1
376,8619,1
376,8620,11
376,8621,11
376,8622,12
376,8623,12
376,8624,12
376,8625,60
376,8626,10
376,8627,13
376,8628,13
376,8629,15
376,8630,5
376,8631,6
376,8632,22
376,8633,7
376,8634,5
376,8635,5
376,8636,37
376,8637,5
376,8638,5
376,8639,10
376,8640,80
376,8641,83
376,8642,4
376,8643,81
376,8644,81
376,8645,81
376,8646,81
376,8647,97
377,8648,1
377,8649,1
377,8650,11
377,8651,11
377,8652,11
377,8653,11
377,8654,12
377,8655,12
377,8656,20
377,8657,6
377,8658,86
377,8659,20
377,8660,4
377,8661,25
377,8662,5
377,8663,10
377,8664,20
377,8665,6
377,8666,20
377,8667,5
377,8668,22
377,8669,22
377,8670,10
377,8671,5
377,8672,29
377,8673,25
377,8674,73
377,8675,81
377,8676,81
377,8677,81
377,8678,81
378,8679,1
378,8680,1
378,8681,1
378,8682,11
378,8683,11
378,8684,11
378,8685,11
378,8686,11
378,8687,11
378,8688,12
378,8689,12
378,8690,12
378,8691,12
378,8692,13
378,8693,13
378,8694,62
378,8695,8
378,8696,86
378,8697,6
378,8698,22
378,8699,10
378,8700,5
378,8701,23
378,8702,5
378,8703,95
378,8704,20
378,8705,81
378,8706,81
378,8707,81
378,8708,97
378,8709,96
379,8710,1
379,8711,1
379,8712,1
379,8713,1
379,8714,1
379,8715,11
379,8716,11
379,8717,11
379,8718,11
379,8719,11
379,8720,11
379,8721,11
379,8722,12
379,8723,12
379,8724,12
379,8725,12
379,8726,60
379,8727,13
379,8728,60
379,8729,7
379,8730,91
379,8731,64
379,8732,5
379,8733,8
379,8734,41
379,8735,22
379,8736,81
379,8737,81
379,8738,81
379,8739,81
379,8740,97
380,8741,1
380,8742,1
380,8743,1
380,8744,1
380,8745,1
380,8746,11
380,8747,11
380,8748,11
380,8749,11
380,8750,11
380,8751,11
380,8752,11
380,8753,12
380,8754,12
380,8755,12
380,8756,12
380,8757,13
380,8758,14
380,8759,8
380,8760,37
380,8761,20
380,8762,5
380,8763,20
380,8764,5
380,8765,20
380,8766,20
380,8767,81
380,8768,81
380,8769,81
380,8770,81
380,8771,97
381,8772,1
381,8773,1
381,8774,1
381,8775,1
381,8776,11
381,8777,11
381,8778,13
381,8779,13
381,8780,13
381,8781,14
381,8782,14
381,8783,14
381,8784,15
381,8785,23
381,8786,100
381,8787,23
381,8788,10
381,8789,5
381,8790,86
381,8791,25
381,8792,5
381,8793,37
381,8794,4
381,8795,4
381,8796,5
381,8797,5
381,8798,81
381,8799,81
381,8800,81
381,8801,81
381,8802,97
382,8803,1
382,8804,1
382,8805,1
382,8806,1
382,8807,1
382,8808,11
382,8809,11
382,8810,11
382,8811,11
382,8812,11
382,8813,5
382,8814,37
382,8815,6
382,8816,2
382,8817,2
382,8818,38
382,8819,5
382,8820,5
382,8821,20
382,8822,44
382,8823,5
382,8824,69
382,8825,98
382,8826,5
382,8827,3
382,8828,3
382,8829,81
382,8830,81
382,8831,81
382,8832,81
382,8833,97
383,8834,1
383,8835,1
383,8836,1
383,8837,1
383,8838,1
383,8839,1
383,8840,1
383,8841,1
383,8842,11
383,8843,4
383,8844,12
383,8845,12
383,8846,12
383,8847,5
383,8848,5
383,8849,8
383,8850,5
383,8851,83
383,8852,5
383,8853,5
383,8854,21
383,8855,5
383,8856,5
383,8857,6
383,8858,8
383,8859,5
383,8860,81
383,8861,81
383,8862,81
383,8863,81
383,8864,97
384,8865,1
384,8866,1
384,8867,1
384,8868,1
384,8869,1
384,8870,1
384,8871,11
384,8872,12
384,8873,12
384,8874,12
384,8875,15
384,8876,17
384,8877,5
384,8878,20
384,8879,25
384,8880,64
384,8881,20
384,8882,8
384,8883,21
384,8884,5
384,8885,91
384,8886,20
384,8887,86
384,8888,101
384,8889,5
384,8890,5
384,8891,81
384,8892,81
384,8893,81
384,8894,81
384,8895,97
385,8896,1
385,8897,1
385,8898,1
385,8899,1
385,8900,1
385,8901,1
385,8902,1
385,8903,1
385,8904,1
385,8905,11
385,8906,11
385,8907,12
385,8908,12
385,8909,13
385,8910,36
385,8911,83
385,8912,5
385,8913,83
385,8914,5
385,8915,5
385,8916,5
385,8917,6
385,8918,20
385,8919,22
385,8920,83
385,8921,37
385,8922,81
385,8923,81
385,8924,81
385,8925,81
385,8926,97
386,8927,1
386,8928,1
386,8929,1
386,8930,1
386,8931,1
386,8932,1
386,8933,11
386,8934,11
386,8935,11
386,8936,11
386,8937,11
386,8938,11
386,8939,12
386,8940,12
386,8941,12
386,8942,13
386,8943,13
386,8944,25
386,8945,80
386,8946,23
386,8947,100
386,8948,4
386,8949,20
386,8950,10
386,8951,20
386,8952,100
386,8953,81
386,8954,81
386,8955,81
386,8956,81
386,8957,97
387,8958,1
387,8959,1
387,8960,1
387,8961,1
387,8962,11
387,8963,11
387,8964,12
387,8965,60
387,8966,60
387,8967,60
387,8968,10
387,8969,69
387,8970,20
387,8971,20
387,8972,86
387,8973,5
387,8974,5
387,8975,4
387,8976,4
387,8977,5
387,8978,8
387,8979,4
387,8980,4
387,8981,7
387,8982,86
387,8983,4
387,8984,81
387,8985,81
387,8986,81
387,8987,81
387,8988,97
388,8989,1
388,8990,1
388,8991,1
388,8992,1
388,8993,11
388,8994,11
388,8995,12
388,8996,20
