raceid,resultid,statusid
566,13887,1
566,13888,1
566,13889,1
566,13890,1
566,13891,1
566,13892,1
566,13893,1
566,13894,11
566,13895,11
566,13896,11
566,13897,11
566,13898,11
566,13899,5
566,13900,12
566,13901,20
566,13902,5
566,13903,5
566,13904,3
566,13905,5
566,13906,5
566,13907,64
566,13908,3
566,13909,3
566,13910,5
566,13911,3
566,13912,81
567,13913,1
567,13914,1
567,13915,1
567,13916,1
567,13917,1
567,13918,1
567,13919,1
567,13920,1
567,13921,1
567,13922,11
567,13923,11
567,13924,11
567,13925,11
567,13926,11
567,13927,11
567,13928,11
567,13929,11
567,13930,11
567,13931,69
567,13932,22
567,13933,51
567,13934,51
567,13935,22
567,13936,5
567,13937,5
567,13938,6
567,13939,24
567,13940,81
567,13941,81
567,13942,81
568,13943,1
568,13944,1
568,13945,11
568,13946,11
568,13947,11
568,13948,12
568,13949,13
568,13950,13
568,13951,16
568,13952,2
568,13953,5
568,13954,69
568,13955,6
568,13956,5
568,13957,51
568,13958,5
568,13959,51
568,13960,22
568,13961,6
568,13962,3
568,13963,69
568,13964,47
568,13965,80
568,13966,8
568,13967,3
568,13968,3
568,13969,81
568,13970,81
568,13971,81
568,13972,81
569,13973,1
569,13974,1
569,13975,1
569,13976,1
569,13977,1
569,13978,1
569,13979,1
569,13980,1
569,13981,1
569,13982,1
569,13983,1
569,13984,1
569,13985,1
569,13986,11
569,13987,11
569,13988,23
569,13989,3
569,13990,3
569,13991,69
569,13992,3
569,13993,8
569,13994,6
569,13995,31
569,13996,3
569,13997,3
569,13998,3
569,13999,81
569,14000,81
570,14001,1
570,14002,1
570,14003,1
570,14004,1
570,14005,1
570,14006,1
570,14007,1
570,14008,11
570,14009,12
570,14010,3
570,14011,13
570,14012,14
570,14013,37
570,14014,62
570,14015,3
570,14016,3
570,14017,3
570,14018,48
570,14019,3
570,14020,69
570,14021,22
570,14022,3
570,14023,23
570,14024,22
570,14025,8
571,14026,1
571,14027,1
571,14028,1
571,14029,1
571,14030,1
571,14031,1
571,14032,1
571,14033,11
571,14034,11
571,14035,11
571,14036,11
571,14037,13
571,14038,10
571,14039,86
571,14040,44
571,14041,44
571,14042,51
571,14043,20
571,14044,6
571,14045,3
571,14046,10
571,14047,8
571,14048,3
571,14049,5
571,14050,5
571,14051,3
571,14052,81
572,14053,1
572,14054,1
572,14055,1
572,14056,1
572,14057,1
572,14058,1
572,14059,1
572,14060,1
572,14061,1
572,14062,1
572,14063,1
572,14064,11
572,14065,11
572,14066,12
572,14067,12
572,14068,86
572,14069,13
572,14070,13
572,14071,15
572,14072,69
572,14073,3
572,14074,3
572,14075,20
572,14076,5
572,14077,5
572,14078,80
572,14079,54
572,14080,54
572,14081,54
573,14082,1
573,14083,1
573,14084,1
573,14085,1
573,14086,1
573,14087,1
573,14088,1
573,14089,1
573,14090,11
573,14091,11
573,14092,11
573,14093,11
573,14094,11
573,14095,11
573,14096,12
573,14097,12
573,14098,12
573,14099,13
573,14100,13
573,14101,15
573,14102,51
573,14103,43
573,14104,64
573,14105,3
573,14106,3
573,14107,3
573,14108,81
574,14109,1
574,14110,1
574,14111,1
574,14112,1
574,14113,1
574,14114,1
574,14115,11
574,14116,11
574,14117,12
574,14118,12
574,14119,12
574,14120,12
574,14121,15
574,14122,15
574,14123,62
574,14124,5
574,14125,27
574,14126,27
574,14127,4
574,14128,22
574,14129,22
574,14130,3
574,14131,5
574,14132,22
574,14133,3
574,14134,106
574,14135,81
575,14136,1
575,14137,11
575,14138,11
575,14139,11
575,14140,11
575,14141,11
575,14142,11
575,14143,11
575,14144,13
575,14145,14
575,14146,17
575,14147,25
575,14148,36
575,14149,68
575,14150,10
575,14151,10
575,14152,3
575,14153,5
575,14154,27
575,14155,6
575,14156,54
575,14157,54
575,14158,54
575,14159,54
575,14160,5
575,14161,81
576,14162,1
576,14163,1
576,14164,1
576,14165,1
576,14166,1
576,14167,1
576,14168,11
576,14169,11
576,14170,11
576,14171,11
576,14172,11
576,14173,7
576,14174,12
576,14175,13
576,14176,5
576,14177,62
576,14178,7
576,14179,5
576,14180,5
576,14181,6
576,14182,3
576,14183,2
576,14184,7
577,14185,1
577,14186,1
577,14187,1
577,14188,1
577,14189,1
577,14190,1
577,14191,1
577,14192,1
577,14193,1
577,14194,1
577,14195,11
577,14196,11
577,14197,11
577,14198,11
577,14199,12
577,14200,69
577,14201,22
577,14202,3
577,14203,69
577,14204,64
577,14205,10
577,14206,44
577,14207,5
578,14208,1
578,14209,1
578,14210,1
578,14211,1
578,14212,1
578,14213,1
578,14214,1
578,14215,11
578,14216,11
578,14217,11
578,14218,12
578,14219,12
578,14220,12
578,14221,12
578,14222,12
578,14223,37
578,14224,7
578,14225,62
578,14226,62
578,14227,3
578,14228,69
578,14229,25
578,14230,69
578,14231,5
578,14232,8
578,14233,21
578,14234,81
578,14235,81
579,14236,1
579,14237,1
579,14238,11
579,14239,11
579,14240,11
579,14241,12
579,14242,12
579,14243,13
579,14244,62
579,14245,3
579,14246,3
579,14247,3
579,14248,22
579,14249,7
579,14250,62
579,14251,22
579,14252,69
579,14253,3
579,14254,5
579,14255,3
579,14256,3
579,14257,3
579,14258,54
579,14259,54
579,14260,3
579,14261,54
580,14262,1
580,14263,1
580,14264,1
580,14265,1
580,14266,1
580,14267,1
580,14268,11
580,14269,11
580,14270,12
580,14271,3
580,14272,3
580,14273,36
580,14274,3
580,14275,3
580,14276,3
580,14277,20
580,14278,44
580,14279,3
580,14280,81
580,14281,81
580,14282,81
580,14283,81
580,14284,81
580,14285,81
580,14286,81
580,14287,81
581,14288,1
581,14289,1
581,14290,1
581,14291,1
581,14292,1
581,14293,1
581,14294,11
581,14295,11
581,14296,12
581,14297,12
581,14298,13
581,14299,13
581,14300,22
581,14301,23
581,14302,23
581,14303,23
581,14304,6
581,14305,5
581,14306,5
581,14307,7
581,14308,20
581,14309,8
581,14310,3
581,14311,3
582,14312,1
582,14313,1
582,14314,1
582,14315,1
582,14316,1
582,14317,11
582,14318,11
582,14319,11
582,14320,11
582,14321,60
582,14322,12
582,14323,12
582,14324,12
582,14325,12
582,14326,13
582,14327,13
582,14328,16
582,14329,20
582,14330,27
582,14331,7
582,14332,20
582,14333,5
582,14334,7
582,14335,25
582,14336,23
582,14337,69
583,14338,1
583,14339,1
583,14340,1
583,14341,11
583,14342,11
583,14343,11
583,14344,11
583,14345,11
583,14346,12
583,14347,14
583,14348,14
583,14349,15
583,14350,15
583,14351,15
583,14352,60
583,14353,5
583,14354,5
583,14355,3
583,14356,27
583,14357,76
583,14358,5
583,14359,24
583,14360,5
583,14361,22
583,14362,54
584,14363,1
584,14364,1
584,14365,1
584,14366,1
584,14367,1
584,14368,1
584,14369,1
584,14370,1
584,14371,1
584,14372,1
584,14373,1
584,14374,1
584,14375,11
584,14376,11
584,14377,11
584,14378,11
584,14379,12
584,14380,14
584,14381,7
584,14382,23
584,14383,5
584,14384,83
584,14385,5
584,14386,7
584,14387,7
584,14388,54
585,14389,1
585,14390,3
585,14391,3
585,14392,3
585,14393,3
585,14394,11
585,14395,3
585,14396,12
585,14397,3
585,14398,12
585,14399,3
585,14400,12
585,14401,12
585,14402,3
585,14403,3
585,14404,3
585,14405,3
585,14406,3
585,14407,3
585,14408,3
585,14409,3
585,14410,3
585,14411,5
585,14412,5
585,14413,6
585,14414,5
585,14415,81
585,14416,81
586,14417,1
586,14418,1
586,14419,1
586,14420,1
586,14421,1
586,14422,1
586,14423,1
586,14424,1
586,14425,11
586,14426,60
586,14427,36
586,14428,5
586,14429,3
586,14430,3
586,14431,27
586,14432,22
586,14433,5
586,14434,5
586,14435,22
586,14436,22
586,14437,22
586,14438,8
586,14439,27
586,14440,3
586,14441,3
586,14442,81
587,14443,1
587,14444,1
587,14445,1
587,14446,1
587,14447,1
587,14448,1
587,14449,1
587,14450,11
587,14451,11
587,14452,11
587,14453,11
587,14454,11
587,14455,11
587,14456,11
587,14457,11
587,14458,12
587,14459,13
587,14460,62
587,14461,10
587,14462,64
587,14463,5
587,14464,5
587,14465,3
587,14466,98
587,14467,5
587,14468,3
587,14469,3
587,14470,3
587,14471,81
587,14472,81
588,14473,1
588,14474,1
588,14475,1
588,14476,1
588,14477,1
588,14478,1
588,14479,11
588,14480,11
588,14481,11
588,14482,12
588,14483,14
588,14484,14
588,14485,16
588,14486,16
588,14487,48
588,14488,3
588,14489,3
588,14490,6
588,14491,37
588,14492,3
588,14493,3
588,14494,5
588,14495,3
588,14496,3
588,14497,8
588,14498,10
588,14499,81
588,14500,81
589,14501,1
589,14502,1
589,14503,1
589,14504,1
589,14505,1
589,14506,1
589,14507,1
589,14508,11
589,14509,12
589,14510,14
589,14511,62
589,14512,62
589,14513,3
589,14514,6
589,14515,54
589,14516,67
589,14517,5
589,14518,22
589,14519,3
589,14520,5
589,14521,3
589,14522,3
589,14523,68
589,14524,80
590,14525,1
590,14526,1
590,14527,1
590,14528,1
590,14529,1
590,14530,1
590,14531,60
590,14532,60
590,14533,11
590,14534,11
590,14535,12
590,14536,14
590,14537,15
590,14538,5
590,14539,8
590,14540,6
590,14541,8
590,14542,47
590,14543,5
590,14544,22
590,14545,25
590,14546,25
590,14547,5
590,14548,3
590,14549,3
591,14550,1
591,14551,1
591,14552,11
591,14553,11
591,14554,11
591,14555,11
591,14556,11
591,14557,11
591,14558,11
591,14559,11
591,14560,11
591,14561,11
591,14562,11
591,14563,12
591,14564,12
591,14565,12
591,14566,12
591,14567,8
591,14568,7
591,14569,23
591,14570,37
591,14571,25
591,14572,80
591,14573,5
591,14574,83
592,14575,1
592,14576,1
592,14577,1
592,14578,1
592,14579,1
592,14580,1
592,14581,1
592,14582,1
592,14583,11
592,14584,11
592,14585,11
592,14586,11
592,14587,12
592,14588,12
592,14589,13
592,14590,80
592,14591,14
592,14592,16
592,14593,17
592,14594,51
592,14595,69
592,14596,23
592,14597,7
592,14598,22
592,14599,8
592,14600,4
592,14601,8
593,14602,1
593,14603,1
593,14604,11
593,14605,12
593,14606,12
593,14607,12
593,14608,13
593,14609,13
593,14610,13
593,14611,13
593,14612,14
593,14613,14
593,14614,16
593,14615,20
593,14616,62
593,14617,5
593,14618,3
593,14619,6
593,14620,5
593,14621,23
593,14622,5
593,14623,23
593,14624,44
593,14625,20
593,14626,5
593,14627,81
593,14628,81
594,14629,1
594,14630,1
594,14631,1
594,14632,1
594,14633,1
594,14634,1
594,14635,11
594,14636,12
594,14637,12
594,14638,12
594,14639,12
594,14640,13
594,14641,13
594,14642,13
594,14643,13
594,14644,13
594,14645,14
594,14646,5
594,14647,25
594,14648,4
594,14649,5
594,14650,95
594,14651,23
594,14652,22
594,14653,27
594,14654,64
594,14655,5
594,14656,3
594,14657,7
594,14658,4
594,14659,8
594,14660,81
595,14661,1
595,14662,1
595,14663,1
595,14664,1
595,14665,11
595,14666,11
595,14667,12
595,14668,13
595,14669,14
595,14670,6
595,14671,5
595,14672,80
595,14673,86
595,14674,3
595,14675,22
595,14676,3
595,14677,3
595,14678,4
595,14679,4
595,14680,4
595,14681,4
595,14682,4
595,14683,4
595,14684,4
595,14685,4
595,14686,54
595,14687,54
595,14688,81
596,14689,1
596,14690,1
596,14691,1
596,14692,1
596,14693,1
596,14694,11
596,14695,11
596,14696,11
596,14697,11
596,14698,5
596,14699,13
596,14700,2
596,14701,6
596,14702,22
596,14703,22
596,14704,22
596,14705,44
596,14706,5
596,14707,6
596,14708,64
596,14709,86
596,14710,5
596,14711,95
596,14712,5
596,14713,6
596,14714,42
596,14715,81
597,14716,1
597,14717,1
597,14718,1
597,14719,1
597,14720,1
597,14721,1
597,14722,1
597,14723,12
597,14724,12
597,14725,13
597,14726,14
597,14727,14
597,14728,2
597,14729,80
597,14730,6
597,14731,6
597,14732,69
597,14733,8
597,14734,6
597,14735,6
597,14736,64
597,14737,7
597,14738,4
597,14739,4
597,14740,3
597,14741,81
597,14742,81
598,14743,1
598,14744,1
598,14745,1
598,14746,1
598,14747,1
598,14748,1
598,14749,11
598,14750,11
598,14751,11
598,14752,11
598,14753,11
598,14754,11
598,14755,12
598,14756,12
598,14757,13
598,14758,14
598,14759,5
598,14760,64
598,14761,8
598,14762,4
598,14763,8
598,14764,4
598,14765,81
598,14766,81
598,14767,81
598,14768,81
598,14769,81
598,14770,81
598,14771,81
598,14772,81
599,14773,1
599,14774,1
599,14775,1
599,14776,1
599,14777,11
599,14778,11
599,14779,11
599,14780,11
599,14781,11
599,14782,12
599,14783,12
599,14784,13
599,14785,16
599,14786,17
599,14787,5
599,14788,62
599,14789,20
599,14790,22
599,14791,3
599,14792,5
599,14793,5
599,14794,69
599,14795,22
599,14796,22
599,14797,68
599,14798,81
599,14799,81
599,14800,81
599,14801,81
599,14802,81
599,14803,81
599,14804,81
599,14805,81
599,14806,81
600,14807,1
600,14808,1
600,14809,1
600,14810,1
600,14811,1
600,14812,1
600,14813,1
600,14814,1
600,14815,1
600,14816,1
600,14817,1
600,14818,1
600,14819,1
600,14820,11
600,14821,3
600,14822,5
600,14823,6
600,14824,3
600,14825,37
600,14826,69
600,14827,6
600,14828,22
600,14829,22
600,14830,22
600,14831,3
600,14832,3
600,14833,81
600,14834,81
600,14835,81
600,14836,81
600,14837,81
600,14838,81
601,14839,1
601,14840,1
601,14841,1
601,14842,1
601,14843,1
601,14844,1
601,14845,11
601,14846,12
601,14847,13
601,14848,14
601,14849,22
601,14850,16
601,14851,62
601,14852,86
601,14853,4
601,14854,4
601,14855,95
601,14856,5
601,14857,62
601,14858,69
601,14859,20
601,14860,5
601,14861,5
601,14862,3
601,14863,5
601,14864,81
601,14865,81
601,14866,81
601,14867,81
601,14868,81
601,14869,81
602,14870,1
602,14871,1
602,14872,1
602,14873,1
602,14874,11
602,14875,11
602,14876,11
602,14877,11
602,14878,11
602,14879,12
602,14880,12
602,14881,5
602,14882,5
602,14883,37
602,14884,22
602,14885,5
602,14886,5
602,14887,3
602,14888,6
602,14889,6
602,14890,83
602,14891,5
602,14892,5
602,14893,6
602,14894,10
602,14895,81
602,14896,81
602,14897,81
602,14898,81
602,14899,81
602,14900,81
603,14901,1
603,14902,1
603,14903,1
603,14904,1
603,14905,1
603,14906,11
603,14907,11
603,14908,11
603,14909,11
603,14910,12
603,14911,12
603,14912,12
603,14913,12
603,14914,13
603,14915,29
603,14916,18
603,14917,62
603,14918,3
603,14919,5
603,14920,22
603,14921,62
603,14922,23
603,14923,86
603,14924,64
603,14925,5
603,14926,69
603,14927,81
603,14928,81
603,14929,81
603,14930,81
604,14931,1
604,14932,1
604,14933,1
604,14934,1
604,14935,1
604,14936,1
604,14937,1
604,14938,11
604,14939,12
604,14940,12
604,14941,14
604,14942,15
604,14943,69
604,14944,62
604,14945,62
604,14946,69
604,14947,10
604,14948,22
604,14949,5
604,14950,22
604,14951,54
604,14952,69
604,14953,104
604,14954,22
604,14955,2
604,14956,2
604,14957,5
604,14958,81
604,14959,81
604,14960,81
605,14961,1
605,14962,1
605,14963,1
605,14964,1
605,14965,11
605,14966,11
605,14967,13
605,14968,14
605,14969,14
605,14970,22
605,14971,21
605,14972,5
605,14973,62
605,14974,51
605,14975,51
605,14976,6
605,14977,86
605,14978,22
605,14979,5
606,14980,1
606,14981,1
606,14982,1
606,14983,11
606,14984,11
606,14985,11
606,14986,11
606,14987,12
606,14988,12
606,14989,12
606,14990,12
606,14991,14
606,14992,10
606,14993,25
606,14994,22
606,14995,6
606,14996,6
606,14997,36
606,14998,25
606,14999,6
607,15000,1
607,15001,1
607,15002,1
607,15003,11
607,15004,12
607,15005,12
607,15006,12
607,15007,12
607,15008,5
607,15009,16
607,15010,16
607,15011,3
607,15012,62
607,15013,62
607,15014,62
607,15015,62
607,15016,6
607,15017,25
607,15018,5
607,15019,5
607,15020,8
607,15021,3
607,15022,3
607,15023,3
607,15024,3
608,15025,1
608,15026,1
608,15027,1
608,15028,11
608,15029,11
608,15030,11
608,15031,11
608,15032,12
608,15033,16
608,15034,16
608,15035,16
608,15036,16
608,15037,86
608,15038,60
608,15039,6
608,15040,23
608,15041,27
608,15042,23
608,15043,44
608,15044,5
608,15045,36
608,15046,86
609,15047,1
609,15048,1
609,15049,1
609,15050,11
609,15051,11
609,15052,13
609,15053,13
609,15054,14
609,15055,15
609,15056,3
609,15057,3
609,15058,3
609,15059,62
609,15060,5
609,15061,3
609,15062,3
609,15063,3
609,15064,5
609,15065,37
609,15066,3
609,15067,94
609,15068,5
609,15069,3
610,15070,1
610,15071,1
610,15072,11
610,15073,11
610,15074,12
610,15075,12
610,15076,13
610,15077,13
610,15078,5
610,15079,16
610,15080,69
610,15081,6
610,15082,22
610,15083,51
610,15084,6
610,15085,86
610,15086,86
610,15087,3
610,15088,86
610,15089,95
610,15090,86
610,15091,6
610,15092,25
610,15093,23
610,15094,5
611,15095,1
611,15096,1
611,15097,1
611,15098,1
611,15099,1
611,15100,11
611,15101,11
611,15102,12
611,15103,13
611,15104,13
611,15105,13
611,15106,6
611,15107,15
611,15108,16
611,15109,5
611,15110,22
611,15111,27
611,15112,37
611,15113,80
611,15114,3
611,15115,22
612,15116,1
612,15117,1
612,15118,1
612,15119,1
612,15120,1
612,15121,1
612,15122,1
612,15123,1
612,15124,1
612,15125,11
612,15126,11
612,15127,11
612,15128,13
612,15129,13
612,15130,13
612,15131,14
612,15132,3
612,15133,3
612,15134,44
612,15135,86
612,15136,25
612,15137,69
612,15138,25
612,15139,86
612,15140,8
613,15141,1
613,15142,1
613,15143,1
613,15144,1
613,15145,1
613,15146,1
613,15147,1
613,15148,1
613,15149,11
613,15150,11
613,15151,12
613,15152,14
613,15153,16
613,15154,44
613,15155,7
613,15156,69
613,15157,83
613,15158,69
613,15159,4
613,15160,4
613,15161,4
613,15162,4
613,15163,4
613,15164,4
613,15165,4
613,15166,4
613,15167,4
613,15168,37
613,15169,20
614,15170,1
614,15171,1
614,15172,1
614,15173,1
614,15174,1
614,15175,12
614,15176,13
614,15177,14
614,15178,14
614,15179,15
614,15180,5
614,15181,62
614,15182,48
614,15183,10
614,15184,5
614,15185,3
614,15186,69
614,15187,27
614,15188,54
614,15189,3
614,15190,68
614,15191,10
614,15192,3
614,15193,54
615,15194,1
615,15195,1
615,15196,1
615,15197,1
615,15198,1
615,15199,1
615,15200,1
615,15201,1
615,15202,1
615,15203,1
615,15204,1
615,15205,1
615,15206,1
615,15207,11
615,15208,11
615,15209,11
615,15210,5
615,15211,5
615,15212,3
615,15213,6
615,15214,3
615,15215,80
616,15216,1
616,15217,1
616,15218,1
616,15219,1
616,15220,1
616,15221,1
616,15222,11
616,15223,11
616,15224,12
616,15225,15
616,15226,69
616,15227,62
616,15228,5
616,15229,69
616,15230,69
616,15231,22
616,15232,24
616,15233,36
616,15234,69
616,15235,22
616,15236,98
616,15237,8
616,15238,4
617,15239,1
617,15240,1
617,15241,1
617,15242,1
617,15243,1
617,15244,1
617,15245,1
617,15246,11
617,15247,11
617,15248,11
617,15249,11
617,15250,11
617,15251,11
617,15252,11
617,15253,12
617,15254,62
617,15255,6
617,15256,3
617,15257,80
617,15258,27
617,15259,25
617,15260,25
617,15261,23
617,15262,22
617,15263,3
618,15264,1
618,15265,1
618,15266,1
618,15267,1
618,15268,11
618,15269,11
618,15270,12
618,15271,12
618,15272,12
618,15273,13
618,15274,13
618,15275,14
618,15276,15
618,15277,15
618,15278,15
618,15279,17
618,15280,17
618,15281,18
618,15282,62
618,15283,62
618,15284,7
618,15285,3
618,15286,3
618,15287,5
618,15288,22
618,15289,94
619,15290,1
619,15291,1
619,15292,1
619,15293,1
619,15294,1
619,15295,1
619,15296,11
619,15297,11
619,15298,11
619,15299,11
619,15300,3
619,15301,12
619,15302,12
619,15303,12
619,15304,14
619,15305,14
619,15306,62
619,15307,22
619,15308,5
619,15309,48
619,15310,22
619,15311,22
619,15312,5
619,15313,2
619,15314,37
619,15315,54
619,15316,54
619,15317,3
620,15318,1
620,15319,1
620,15320,1
620,15321,1
620,15322,1
620,15323,11
620,15324,12
620,15325,12
620,15326,12
620,15327,12
620,15328,12
620,15329,22
620,15330,6
620,15331,47
620,15332,5
620,15333,5
620,15334,69
620,15335,48
620,15336,2
620,15337,44
620,15338,3
620,15339,54
621,15340,1
621,15341,1
621,15342,1
621,15343,1
621,15344,1
621,15345,11
621,15346,11
621,15347,11
621,15348,11
621,15349,11
621,15350,11
621,15351,12
621,15352,12
621,15353,13
621,15354,13
621,15355,20
621,15356,16
621,15357,62
621,15358,62
621,15359,62
621,15360,5
621,15361,6
621,15362,22
621,15363,69
621,15364,5
621,15365,48
622,15366,1
622,15367,1
622,15368,11
622,15369,11
622,15370,11
622,15371,11
622,15372,12
622,15373,12
622,15374,13
622,15375,14
622,15376,14
622,15377,3
622,15378,6
622,15379,80
622,15380,5
622,15381,6
622,15382,5
622,15383,3
622,15384,51
622,15385,10
622,15386,95
622,15387,3
622,15388,6
622,15389,24
622,15390,3
622,15391,81
623,15392,1
623,15393,1
623,15394,11
623,15395,12
623,15396,13
623,15397,13
623,15398,13
623,15399,13
623,15400,13
623,15401,13
623,15402,14
623,15403,14
623,15404,14
623,15405,15
623,15406,16
623,15407,16
623,15408,18
623,15409,62
623,15410,3
623,15411,3
623,15412,3
623,15413,3
623,15414,3
623,15415,3
623,15416,5
624,15417,1
624,15418,1
624,15419,1
624,15420,1
624,15421,11
624,15422,11
624,15423,12
624,15424,12
624,15425,12
624,15426,12
624,15427,12
624,15428,13
624,15429,14
624,15430,16
624,15431,22
624,15432,62
624,15433,3
624,15434,5
624,15435,3
624,15436,98
624,15437,86
624,15438,6
624,15439,48
624,15440,25
624,15441,25
625,15442,1
625,15443,1
625,15444,1
625,15445,1
625,15446,1
625,15447,1
625,15448,1
625,15449,1
625,15450,1
625,15451,1
625,15452,11
625,15453,11
625,15454,11
625,15455,11
625,15456,11
625,15457,11
625,15458,12
625,15459,86
625,15460,60
625,15461,62
625,15462,6
625,15463,5
625,15464,107
625,15465,86
625,15466,81
626,15467,1
626,15468,1
626,15469,1
626,15470,11
626,15471,11
626,15472,11
626,15473,20
626,15474,13
626,15475,13
626,15476,15
626,15477,16
626,15478,22
626,15479,17
626,15480,22
626,15481,20
626,15482,22
626,15483,51
626,15484,20
626,15485,24
626,15486,22
626,15487,6
626,15488,6
626,15489,20
626,15490,3
626,15491,5
626,15492,3
627,15493,1
627,15494,1
627,15495,1
627,15496,1
627,15497,1
627,15498,1
627,15499,1
627,15500,1
627,15501,1
627,15502,1
627,15503,4
627,15504,11
627,15505,11
627,15506,11
627,15507,11
627,15508,62
627,15509,6
627,15510,3
627,15511,5
627,15512,22
627,15513,24
627,15514,10
627,15515,44
627,15516,44
627,15517,5
627,15518,68
627,15519,5
628,15520,1
628,15521,1
628,15522,1
628,15523,1
628,15524,1
628,15525,1
628,15526,1
628,15527,1
628,15528,11
628,15529,11
628,15530,12
628,15531,12
628,15532,13
628,15533,13
628,15534,5
628,15535,62
628,15536,44
628,15537,98
628,15538,23
628,15539,69
628,15540,22
628,15541,69
628,15542,98
628,15543,69
628,15544,5
629,15545,1
629,15546,1
629,15547,1
629,15548,1
629,15549,1
629,15550,1
629,15551,11
629,15552,11
629,15553,11
629,15554,11
629,15555,13
629,15556,14
629,15557,15
629,15558,10
629,15559,23
629,15560,23
629,15561,22
629,15562,69
629,15563,20
629,15564,4
629,15565,4
629,15566,22
629,15567,5
629,15568,5
629,15569,8
629,15570,81
629,15571,81
630,15572,1
630,15573,1
630,15574,1
630,15575,1
630,15576,1
630,15577,11
630,15578,11
630,15579,11
630,15580,60
630,15581,12
630,15582,12
630,15583,14
630,15584,17
630,15585,5
630,15586,2
630,15587,4
630,15588,62
630,15589,6
630,15590,22
630,15591,62
630,15592,44
630,15593,20
630,15594,6
630,15595,6
631,15596,1
631,15597,1
631,15598,1
631,15599,1
631,15600,1
631,15601,11
631,15602,11
631,15603,11
631,15604,11
631,15605,12
631,15606,12
631,15607,12
631,15608,12
631,15609,12
631,15610,12
631,15611,12
631,15612,4
631,15613,10
631,15614,62
631,15615,69
631,15616,5
631,15617,5
631,15618,5
631,15619,5
631,15620,80
631,15621,5
631,15622,5
631,15623,4
631,15624,22
631,15625,22
631,15626,5
632,15627,1
632,15628,1
632,15629,1
632,15630,1
632,15631,11
632,15632,11
632,15633,11
632,15634,11
632,15635,12
632,15636,12
632,15637,12
632,15638,12
632,15639,14
632,15640,5
632,15641,6
632,15642,3
632,15643,68
632,15644,25
632,15645,5
632,15646,25
632,15647,24
632,15648,5
632,15649,95
632,15650,22
632,15651,5
633,15652,1
633,15653,1
633,15654,1
633,15655,1
633,15656,1
633,15657,11
633,15658,11
633,15659,12
633,15660,13
633,15661,14
633,15662,18
633,15663,62
633,15664,22
633,15665,5
633,15666,5
633,15667,48
633,15668,80
633,15669,5
633,15670,32
633,15671,6
633,15672,38
634,15673,1
634,15674,1
634,15675,1
634,15676,1
634,15677,11
634,15678,11
634,15679,11
634,15680,13
634,15681,14
634,15682,14
634,15683,108
634,15684,24
634,15685,24
634,15686,3
634,15687,3
634,15688,67
634,15689,3
634,15690,3
634,15691,81
634,15692,81
634,15693,81
634,15694,81
635,15695,1
635,15696,1
635,15697,11
635,15698,12
635,15699,12
635,15700,12
635,15701,14
635,15702,15
635,15703,15
635,15704,15
635,15705,15
635,15706,17
635,15707,62
635,15708,62
635,15709,62
635,15710,5
635,15711,22
635,15712,3
635,15713,2
635,15714,2
635,15715,48
635,15716,3
635,15717,20
636,15718,1
636,15719,1
636,15720,1
636,15721,1
636,15722,1
636,15723,1
636,15724,1
636,15725,1
636,15726,11
636,15727,11
636,15728,12
636,15729,51
636,15730,15
636,15731,62
636,15732,6
636,15733,108
636,15734,5
636,15735,80
636,15736,3
636,15737,5
636,15738,80
636,15739,5
636,15740,48
637,15741,1
637,15742,1
637,15743,1
637,15744,11
637,15745,11
637,15746,11
637,15747,12
637,15748,12
637,15749,12
637,15750,13
637,15751,13
637,15752,6
637,15753,62
637,15754,62
637,15755,5
637,15756,5
637,15757,51
637,15758,5
637,15759,5
637,15760,22
637,15761,51
637,15762,5
637,15763,3
637,15764,3
638,15765,1
638,15766,1
638,15767,1
638,15768,1
638,15769,1
638,15770,1
638,15771,1
638,15772,1
638,15773,1
638,15774,11
638,15775,11
638,15776,12
638,15777,44
638,15778,2
638,15779,3
638,15780,22
638,15781,3
638,15782,95
638,15783,2
638,15784,5
638,15785,98
638,15786,3
638,15787,81
639,15788,1
639,15789,1
639,15790,1
639,15791,1
639,15792,1
639,15793,1
639,15794,1
639,15795,11
639,15796,11
639,15797,12
639,15798,12
639,15799,13
639,15800,62
639,15801,5
639,15802,86
639,15803,5
639,15804,64
639,15805,5
639,15806,5
639,15807,80
639,15808,5
639,15809,95
640,15810,1
640,15811,1
640,15812,1
640,15813,1
640,15814,1
640,15815,1
640,15816,1
640,15817,11
640,15818,12
640,15819,14
640,15820,6
640,15821,62
640,15822,5
640,15823,22
640,15824,5
640,15825,5
640,15826,5
640,15827,5
640,15828,10
640,15829,22
640,15830,22
640,15831,5
640,15832,5
640,15833,3
641,15834,1
641,15835,1
641,15836,1
641,15837,11
641,15838,11
641,15839,12
641,15840,12
641,15841,12
641,15842,13
641,15843,13
641,15844,14
641,15845,14
641,15846,14
641,15847,15
641,15848,15
641,15849,17
641,15850,62
641,15851,62
641,15852,25
641,15853,3
641,15854,51
641,15855,3
641,15856,3
641,15857,80
641,15858,3
641,15859,81
642,15860,1
642,15861,1
642,15862,1
642,15863,1
642,15864,1
642,15865,1
642,15866,11
642,15867,11
642,15868,11
642,15869,11
642,15870,12
642,15871,12
642,15872,12
642,15873,13
642,15874,3
642,15875,60
642,15876,15
642,15877,62
642,15878,91
642,15879,62
642,15880,62
642,15881,3
642,15882,5
642,15883,22
642,15884,5
