raceid,circuitid,alt,resultid,statusid
216,10,103,4207,1
216,10,103,4208,1
216,10,103,4209,1
216,10,103,4210,1
216,10,103,4211,1
216,10,103,4212,11
216,10,103,4213,11
216,10,103,4214,11
216,10,103,4215,15
216,10,103,4216,5
216,10,103,4217,8
216,10,103,4218,20
216,10,103,4219,5
216,10,103,4220,60
216,10,103,4221,3
216,10,103,4222,3
216,10,103,4223,7
216,10,103,4224,4
216,10,103,4225,4
216,10,103,4226,6
217,11,264,4227,1
217,11,264,4228,1
217,11,264,4229,1
217,11,264,4230,1
217,11,264,4231,1
217,11,264,4232,1
217,11,264,4233,1
217,11,264,4234,1
217,11,264,4235,20
217,11,264,4236,11
217,11,264,4237,11
217,11,264,4238,12
217,11,264,4239,12
217,11,264,4240,10
217,11,264,4241,6
217,11,264,4242,10
217,11,264,4243,20
217,11,264,4244,74
217,11,264,4245,5
217,11,264,4246,9
217,11,264,4247,5
217,11,264,4248,3
218,13,401,4249,1
218,13,401,4250,1
218,13,401,4251,1
218,13,401,4252,1
218,13,401,4253,1
218,13,401,4254,1
218,13,401,4255,1
218,13,401,4256,1
218,13,401,4257,1
218,13,401,4258,11
218,13,401,4259,11
218,13,401,4260,11
218,13,401,4261,12
218,13,401,4262,12
218,13,401,4263,12
218,13,401,4264,2
218,13,401,4265,20
218,13,401,4266,20
218,13,401,4267,20
218,13,401,4268,20
218,13,401,4269,38
218,13,401,4270,10
219,14,162,4271,1
219,14,162,4272,1
219,14,162,4273,1
219,14,162,4274,1
219,14,162,4275,1
219,14,162,4276,1
219,14,162,4277,1
219,14,162,4278,1
219,14,162,4279,1
219,14,162,4280,1
219,14,162,4281,1
219,14,162,4282,11
219,14,162,4283,11
219,14,162,4284,13
219,14,162,4285,5
219,14,162,4286,4
219,14,162,4287,4
219,14,162,4288,5
219,14,162,4289,7
219,14,162,4290,6
219,14,162,4291,20
219,14,162,4292,22
220,70,678,4293,1
220,70,678,4294,1
220,70,678,4295,1
220,70,678,4296,1
220,70,678,4297,1
220,70,678,4298,1
220,70,678,4299,1
220,70,678,4300,1
220,70,678,4301,1
220,70,678,4302,11
220,70,678,4303,12
220,70,678,4304,12
220,70,678,4305,14
220,70,678,4306,20
220,70,678,4307,5
220,70,678,4308,5
220,70,678,4309,5
220,70,678,4310,6
220,70,678,4311,4
220,70,678,4312,4
220,70,678,4313,5
220,70,678,4314,92
221,20,578,4315,1
221,20,578,4316,1
221,20,578,4317,1
221,20,578,4318,1
221,20,578,4319,1
221,20,578,4320,1
221,20,578,4321,1
221,20,578,4322,1
221,20,578,4323,11
221,20,578,4324,11
221,20,578,4325,20
221,20,578,4326,5
221,20,578,4327,6
221,20,578,4328,5
221,20,578,4329,86
221,20,578,4330,5
221,20,578,4331,5
221,20,578,4332,22
221,20,578,4333,5
221,20,578,4334,4
221,20,578,4335,4
221,20,578,4336,4
222,22,45,4337,1
222,22,45,4338,1
222,22,45,4339,1
222,22,45,4340,1
222,22,45,4341,1
222,22,45,4342,1
222,22,45,4343,1
222,22,45,4344,1
222,22,45,4345,1
222,22,45,4346,5
222,22,45,4347,11
222,22,45,4348,11
222,22,45,4349,11
222,22,45,4350,2
222,22,45,4351,6
222,22,45,4352,5
222,22,45,4353,5
222,22,45,4354,67
222,22,45,4355,5
222,22,45,4356,20
222,22,45,4357,20
222,22,45,4358,82
223,26,37,4359,1
223,26,37,4360,1
223,26,37,4361,1
223,26,37,4362,1
223,26,37,4363,1
223,26,37,4364,1
223,26,37,4365,1
223,26,37,4366,1
223,26,37,4367,1
223,26,37,4368,1
223,26,37,4369,11
223,26,37,4370,11
223,26,37,4371,11
223,26,37,4372,11
223,26,37,4373,11
223,26,37,4374,11
223,26,37,4375,11
223,26,37,4376,4
223,26,37,4377,6
223,26,37,4378,47
223,26,37,4379,6
223,26,37,4380,20
224,1,10,4381,1
224,1,10,4382,1
224,1,10,4383,1
224,1,10,4384,1
224,1,10,4385,1
224,1,10,4386,11
224,1,10,4387,11
224,1,10,4388,11
224,1,10,4389,12
224,1,10,4390,12
224,1,10,4391,13
224,1,10,4392,93
224,1,10,4393,23
224,1,10,4394,8
224,1,10,4395,5
224,1,10,4396,37
224,1,10,4397,5
224,1,10,4398,4
224,1,10,4399,4
224,1,10,4400,4
224,1,10,4401,77
224,1,10,4402,77
225,18,785,4403,1
225,18,785,4404,1
225,18,785,4405,11
225,18,785,4406,11
225,18,785,4407,11
225,18,785,4408,11
225,18,785,4409,11
225,18,785,4410,12
225,18,785,4411,12
225,18,785,4412,13
225,18,785,4413,14
225,18,785,4414,20
225,18,785,4415,20
225,18,785,4416,5
225,18,785,4417,20
225,18,785,4418,5
225,18,785,4419,20
225,18,785,4420,9
225,18,785,4421,20
225,18,785,4422,20
225,18,785,4423,5
225,18,785,4424,20
226,25,8,4425,1
226,25,8,4426,1
226,25,8,4427,1
226,25,8,4428,1
226,25,8,4429,1
226,25,8,4430,1
226,25,8,4431,1
226,25,8,4432,1
226,25,8,4433,11
226,25,8,4434,13
226,25,8,4435,22
226,25,8,4436,41
226,25,8,4437,7
226,25,8,4438,37
226,25,8,4439,4
226,25,8,4440,4
226,25,8,4441,20
226,25,8,4442,42
226,25,8,4443,7
226,25,8,4444,94
226,25,8,4445,4
226,25,8,4446,37
227,20,578,4447,1
227,20,578,4448,1
227,20,578,4449,1
227,20,578,4450,1
227,20,578,4451,1
227,20,578,4452,1
227,20,578,4453,1
227,20,578,4454,1
227,20,578,4455,1
227,20,578,4456,11
227,20,578,4457,12
227,20,578,4458,12
227,20,578,4459,12
227,20,578,4460,2
227,20,578,4461,2
227,20,578,4462,23
227,20,578,4463,5
227,20,578,4464,4
227,20,578,4465,10
227,20,578,4466,4
227,20,578,4467,77
227,20,578,4468,77
228,21,37,4469,1
228,21,37,4470,1
228,21,37,4471,1
228,21,37,4472,1
228,21,37,4473,1
228,21,37,4474,11
228,21,37,4475,11
228,21,37,4476,5
228,21,37,4477,12
228,21,37,4478,14
228,21,37,4479,22
228,21,37,4480,5
228,21,37,4481,20
228,21,37,4482,9
228,21,37,4483,5
228,21,37,4484,9
228,21,37,4485,20
228,21,37,4486,23
228,21,37,4487,5
228,21,37,4488,10
228,21,37,4489,5
228,21,37,4490,77
229,6,7,4491,1
229,6,7,4492,1
229,6,7,4493,1
229,6,7,4494,54
229,6,7,4495,4
229,6,7,4496,4
229,6,7,4497,4
229,6,7,4498,4
229,6,7,4499,22
229,6,7,4500,4
229,6,7,4501,5
229,6,7,4502,20
229,6,7,4503,6
229,6,7,4504,7
229,6,7,4505,20
229,6,7,4506,20
229,6,7,4507,20
229,6,7,4508,20
229,6,7,4509,4
229,6,7,4510,4
229,6,7,4511,20
229,6,7,4512,82
230,4,109,4513,1
230,4,109,4514,1
230,4,109,4515,1
230,4,109,4516,11
230,4,109,4517,11
230,4,109,4518,12
230,4,109,4519,20
230,4,109,4520,24
230,4,109,4521,20
230,4,109,4522,20
230,4,109,4523,24
230,4,109,4524,2
230,4,109,4525,20
230,4,109,4526,10
230,4,109,4527,20
230,4,109,4528,4
230,4,109,4529,4
230,4,109,4530,4
230,4,109,4531,4
230,4,109,4532,4
230,4,109,4533,77
230,4,109,4534,77
231,7,13,4535,1
231,7,13,4536,1
231,7,13,4537,1
231,7,13,4538,1
231,7,13,4539,11
231,7,13,4540,11
231,7,13,4541,11
231,7,13,4542,12
231,7,13,4543,4
231,7,13,4544,6
231,7,13,4545,20
231,7,13,4546,86
231,7,13,4547,5
231,7,13,4548,5
231,7,13,4549,5
231,7,13,4550,8
231,7,13,4551,10
231,7,13,4552,6
231,7,13,4553,5
231,7,13,4554,4
231,7,13,4555,4
231,7,13,4556,22
232,8,228,4557,1
232,8,228,4558,1
232,8,228,4559,1
232,8,228,4560,1
232,8,228,4561,1
232,8,228,4562,11
232,8,228,4563,11
232,8,228,4564,11
232,8,228,4565,11
232,8,228,4566,12
232,8,228,4567,13
232,8,228,4568,13
232,8,228,4569,2
232,8,228,4570,37
232,8,228,4571,5
232,8,228,4572,69
232,8,228,4573,5
232,8,228,4574,38
232,8,228,4575,6
232,8,228,4576,48
232,8,228,4577,10
232,8,228,4578,5
233,9,153,4579,1
233,9,153,4580,1
233,9,153,4581,1
233,9,153,4582,1
233,9,153,4583,1
233,9,153,4584,11
233,9,153,4585,11
233,9,153,4586,11
233,9,153,4587,11
233,9,153,4588,11
233,9,153,4589,12
233,9,153,4590,23
233,9,153,4591,64
233,9,153,4592,5
233,9,153,4593,36
233,9,153,4594,6
233,9,153,4595,10
233,9,153,4596,5
233,9,153,4597,24
233,9,153,4598,9
233,9,153,4599,81
233,9,153,4600,81
234,10,103,4601,1
234,10,103,4602,1
234,10,103,4603,1
234,10,103,4604,1
234,10,103,4605,1
234,10,103,4606,1
234,10,103,4607,1
234,10,103,4608,11
234,10,103,4609,11
234,10,103,4610,11
234,10,103,4611,11
234,10,103,4612,12
234,10,103,4613,5
234,10,103,4614,5
234,10,103,4615,76
234,10,103,4616,5
234,10,103,4617,20
234,10,103,4618,6
234,10,103,4619,4
234,10,103,4620,81
235,11,264,4621,1
235,11,264,4622,1
235,11,264,4623,1
235,11,264,4624,11
235,11,264,4625,11
235,11,264,4626,12
235,11,264,4627,13
235,11,264,4628,13
235,11,264,4629,37
235,11,264,4630,20
235,11,264,4631,5
235,11,264,4632,10
235,11,264,4633,5
235,11,264,4634,6
235,11,264,4635,22
235,11,264,4636,5
235,11,264,4637,20
235,11,264,4638,20
235,11,264,4639,4
235,11,264,4640,4
236,13,401,4641,1
236,13,401,4642,1
236,13,401,4643,1
236,13,401,4644,1
236,13,401,4645,1
236,13,401,4646,1
236,13,401,4647,1
236,13,401,4648,1
236,13,401,4649,11
236,13,401,4650,11
236,13,401,4651,20
236,13,401,4652,5
236,13,401,4653,6
236,13,401,4654,22
236,13,401,4655,10
236,13,401,4656,3
236,13,401,4657,4
236,13,401,4658,4
236,13,401,4659,4
236,13,401,4660,81
237,14,162,4661,1
237,14,162,4662,1
237,14,162,4663,1
237,14,162,4664,1
237,14,162,4665,1
237,14,162,4666,11
237,14,162,4667,11
237,14,162,4668,11
237,14,162,4669,5
237,14,162,4670,12
237,14,162,4671,20
237,14,162,4672,20
237,14,162,4673,5
237,14,162,4674,5
237,14,162,4675,20
237,14,162,4676,20
237,14,162,4677,5
237,14,162,4678,9
237,14,162,4679,20
237,14,162,4680,20
238,27,130,4681,1
238,27,130,4682,1
238,27,130,4683,1
238,27,130,4684,1
238,27,130,4685,1
238,27,130,4686,1
238,27,130,4687,11
238,27,130,4688,11
238,27,130,4689,11
238,27,130,4690,11
238,27,130,4691,11
238,27,130,4692,12
238,27,130,4693,12
238,27,130,4694,13
238,27,130,4695,15
238,27,130,4696,15
238,27,130,4697,4
238,27,130,4698,5
238,27,130,4699,4
238,27,130,4700,20
239,22,45,4701,1
239,22,45,4702,1
239,22,45,4703,1
239,22,45,4704,1
239,22,45,4705,1
239,22,45,4706,1
239,22,45,4707,1
239,22,45,4708,1
239,22,45,4709,1
239,22,45,4710,1
239,22,45,4711,11
239,22,45,4712,12
239,22,45,4713,12
239,22,45,4714,4
239,22,45,4715,5
239,22,45,4716,36
239,22,45,4717,5
239,22,45,4718,20
239,22,45,4719,20
239,22,45,4720,81
240,18,785,4721,1
240,18,785,4722,1
240,18,785,4723,11
240,18,785,4724,11
240,18,785,4725,11
240,18,785,4726,11
240,18,785,4727,12
240,18,785,4728,12
240,18,785,4729,16
240,18,785,4730,17
240,18,785,4731,5
240,18,785,4732,5
240,18,785,4733,5
240,18,785,4734,20
240,18,785,4735,10
240,18,785,4736,6
240,18,785,4737,4
240,18,785,4738,6
240,18,785,4739,6
240,18,785,4740,6
240,18,785,4741,20
240,18,785,4742,8
240,18,785,4743,38
240,18,785,4744,10
240,18,785,4745,4
240,18,785,4746,6
241,25,8,4747,1
241,25,8,4748,1
241,25,8,4749,1
241,25,8,4750,11
241,25,8,4751,12
241,25,8,4752,12
241,25,8,4753,12
241,25,8,4754,13
241,25,8,4755,14
241,25,8,4756,62
241,25,8,4757,62
241,25,8,4758,4
241,25,8,4759,4
241,25,8,4760,20
241,25,8,4761,10
241,25,8,4762,20
241,25,8,4763,51
241,25,8,4764,6
241,25,8,4765,10
241,25,8,4766,44
241,25,8,4767,5
241,25,8,4768,4
241,25,8,4769,4
241,25,8,4770,4
241,25,8,4771,4
241,25,8,4772,4
242,21,37,4773,1
242,21,37,4774,1
242,21,37,4775,1
242,21,37,4776,1
242,21,37,4777,11
242,21,37,4778,11
242,21,37,4779,12
242,21,37,4780,12
242,21,37,4781,12
242,21,37,4782,12
242,21,37,4783,13
242,21,37,4784,14
242,21,37,4785,14
242,21,37,4786,14
242,21,37,4787,62
242,21,37,4788,62
242,21,37,4789,36
242,21,37,4790,6
242,21,37,4791,22
242,21,37,4792,7
242,21,37,4793,20
242,21,37,4794,5
242,21,37,4795,6
242,21,37,4796,6
242,21,37,4797,20
242,21,37,4798,20
243,4,109,4799,1
243,4,109,4800,1
243,4,109,4801,1
243,4,109,4802,1
243,4,109,4803,11
243,4,109,4804,11
243,4,109,4805,11
243,4,109,4806,11
243,4,109,4807,11
243,4,109,4808,11
243,4,109,4809,12
243,4,109,4810,12
243,4,109,4811,12
243,4,109,4812,13
243,4,109,4813,14
243,4,109,4814,5
243,4,109,4815,6
243,4,109,4816,69
243,4,109,4817,7
243,4,109,4818,42
243,4,109,4819,25
243,4,109,4820,5
243,4,109,4821,6
243,4,109,4822,64
243,4,109,4823,6
243,4,109,4824,54
244,6,7,4825,1
244,6,7,4826,1
244,6,7,4827,1
244,6,7,4828,11
244,6,7,4829,11
244,6,7,4830,12
244,6,7,4831,12
244,6,7,4832,14
244,6,7,4833,14
244,6,7,4834,16
244,6,7,4835,22
244,6,7,4836,20
244,6,7,4837,6
244,6,7,4838,37
244,6,7,4839,6
244,6,7,4840,20
244,6,7,4841,20
244,6,7,4842,6
244,6,7,4843,20
244,6,7,4844,2
244,6,7,4845,20
244,6,7,4846,6
244,6,7,4847,23
244,6,7,4848,5
244,6,7,4849,6
244,6,7,4850,54
245,7,13,4851,1
245,7,13,4852,1
245,7,13,4853,1
245,7,13,4854,1
245,7,13,4855,1
245,7,13,4856,11
245,7,13,4857,11
245,7,13,4858,11
245,7,13,4859,12
245,7,13,4860,4
245,7,13,4861,4
245,7,13,4862,37
245,7,13,4863,69
245,7,13,4864,6
245,7,13,4865,5
245,7,13,4866,5
245,7,13,4867,84
245,7,13,4868,5
245,7,13,4869,6
245,7,13,4870,20
245,7,13,4871,6
245,7,13,4872,20
245,7,13,4873,4
245,7,13,4874,4
246,8,228,4875,1
246,8,228,4876,1
246,8,228,4877,1
246,8,228,4878,1
246,8,228,4879,1
246,8,228,4880,11
246,8,228,4881,11
246,8,228,4882,11
246,8,228,4883,11
246,8,228,4884,11
246,8,228,4885,12
246,8,228,4886,12
246,8,228,4887,13
246,8,228,4888,13
246,8,228,4889,13
246,8,228,4890,16
246,8,228,4891,62
246,8,228,4892,6
246,8,228,4893,6
246,8,228,4894,6
246,8,228,4895,20
246,8,228,4896,4
246,8,228,4897,4
246,8,228,4898,20
247,9,153,4899,1
247,9,153,4900,1
247,9,153,4901,1
247,9,153,4902,1
247,9,153,4903,1
247,9,153,4904,11
247,9,153,4905,11
247,9,153,4906,11
247,9,153,4907,11
247,9,153,4908,11
247,9,153,4909,4
247,9,153,4910,13
247,9,153,4911,5
247,9,153,4912,4
247,9,153,4913,4
247,9,153,4914,20
247,9,153,4915,60
247,9,153,4916,20
247,9,153,4917,10
247,9,153,4918,36
247,9,153,4919,20
247,9,153,4920,20
247,9,153,4921,6
247,9,153,4922,10
248,10,103,4923,1
248,10,103,4924,1
248,10,103,4925,1
248,10,103,4926,1
248,10,103,4927,11
248,10,103,4928,11
248,10,103,4929,11
248,10,103,4930,13
248,10,103,4931,14
248,10,103,4932,5
248,10,103,4933,5
248,10,103,4934,44
248,10,103,4935,6
248,10,103,4936,86
248,10,103,4937,5
248,10,103,4938,5
248,10,103,4939,47
248,10,103,4940,5
248,10,103,4941,5
248,10,103,4942,6
248,10,103,4943,23
248,10,103,4944,20
248,10,103,4945,8
248,10,103,4946,6
249,11,264,4947,1
249,11,264,4948,1
249,11,264,4949,11
249,11,264,4950,11
249,11,264,4951,11
249,11,264,4952,11
249,11,264,4953,11
249,11,264,4954,12
249,11,264,4955,13
249,11,264,4956,13
249,11,264,4957,5
249,11,264,4958,14
249,11,264,4959,8
249,11,264,4960,5
249,11,264,4961,37
249,11,264,4962,95
249,11,264,4963,20
249,11,264,4964,23
249,11,264,4965,23
249,11,264,4966,5
249,11,264,4967,5
249,11,264,4968,6
249,11,264,4969,20
249,11,264,4970,5
250,13,401,4971,1
250,13,401,4972,1
250,13,401,4973,1
250,13,401,4974,1
250,13,401,4975,1
250,13,401,4976,1
250,13,401,4977,1
250,13,401,4978,1
250,13,401,4979,1
250,13,401,4980,1
250,13,401,4981,11
250,13,401,4982,11
250,13,401,4983,12
250,13,401,4984,12
250,13,401,4985,20
250,13,401,4986,6
250,13,401,4987,20
250,13,401,4988,10
250,13,401,4989,42
250,13,401,4990,20
250,13,401,4991,60
250,13,401,4992,6
250,13,401,4993,22
250,13,401,4994,20
251,14,162,4995,1
251,14,162,4996,1
251,14,162,4997,1
251,14,162,4998,1
251,14,162,4999,11
251,14,162,5000,11
251,14,162,5001,11
251,14,162,5002,11
251,14,162,5003,13
251,14,162,5004,16
251,14,162,5005,67
251,14,162,5006,8
251,14,162,5007,5
251,14,162,5008,22
251,14,162,5009,20
251,14,162,5010,4
251,14,162,5011,4
251,14,162,5012,20
251,14,162,5013,20
251,14,162,5014,29
251,14,162,5015,20
251,14,162,5016,7
251,14,162,5017,3
251,14,162,5018,3
252,27,130,5019,1
252,27,130,5020,1
252,27,130,5021,1
252,27,130,5022,1
252,27,130,5023,1
252,27,130,5024,11
252,27,130,5025,11
252,27,130,5026,11
252,27,130,5027,11
252,27,130,5028,11
252,27,130,5029,11
252,27,130,5030,11
252,27,130,5031,12
252,27,130,5032,13
252,27,130,5033,13
252,27,130,5034,15
252,27,130,5035,17
252,27,130,5036,6
252,27,130,5037,5
252,27,130,5038,68
252,27,130,5039,20
252,27,130,5040,6
252,27,130,5041,4
252,27,130,5042,6
253,20,578,5043,1
253,20,578,5044,1
253,20,578,5045,1
253,20,578,5046,11
253,20,578,5047,11
253,20,578,5048,11
253,20,578,5049,11
253,20,578,5050,12
253,20,578,5051,13
253,20,578,5052,13
253,20,578,5053,13
253,20,578,5054,13
253,20,578,5055,15
253,20,578,5056,16
253,20,578,5057,17
253,20,578,5058,20
253,20,578,5059,60
253,20,578,5060,4
253,20,578,5061,10
253,20,578,5062,86
253,20,578,5063,20
253,20,578,5064,20
253,20,578,5065,3
253,20,578,5066,10
254,28,266,5067,1
254,28,266,5068,1
254,28,266,5069,1
254,28,266,5070,11
254,28,266,5071,11
254,28,266,5072,11
254,28,266,5073,11
254,28,266,5074,12
254,28,266,5075,12
254,28,266,5076,12
254,28,266,5077,12
254,28,266,5078,13
254,28,266,5079,13
254,28,266,5080,13
254,28,266,5081,13
254,28,266,5082,15
254,28,266,5083,16
254,28,266,5084,10
254,28,266,5085,5
254,28,266,5086,10
254,28,266,5087,6
254,28,266,5088,20
254,28,266,5089,20
254,28,266,5090,6
255,22,45,5091,1
255,22,45,5092,1
255,22,45,5093,1
255,22,45,5094,1
255,22,45,5095,11
255,22,45,5096,11
255,22,45,5097,11
255,22,45,5098,11
255,22,45,5099,12
255,22,45,5100,12
255,22,45,5101,12
255,22,45,5102,12
255,22,45,5103,20
255,22,45,5104,20
255,22,45,5105,20
255,22,45,5106,5
255,22,45,5107,20
255,22,45,5108,10
255,22,45,5109,20
255,22,45,5110,20
255,22,45,5111,86
255,22,45,5112,6
255,22,45,5113,20
255,22,45,5114,3
256,29,58,5115,1
256,29,58,5116,12
256,29,58,5117,12
256,29,58,5118,12
256,29,58,5119,13
256,29,58,5120,13
256,29,58,5121,14
256,29,58,5122,15
256,29,58,5123,5
256,29,58,5124,7
256,29,58,5125,5
256,29,58,5126,6
256,29,58,5127,5
256,29,58,5128,20
256,29,58,5129,4
256,29,58,5130,4
256,29,58,5131,20
256,29,58,5132,20
256,29,58,5133,3
256,29,58,5134,20
256,29,58,5135,68
256,29,58,5136,6
256,29,58,5137,10
256,29,58,5138,73
257,18,785,5139,1
257,18,785,5140,11
257,18,785,5141,11
257,18,785,5142,11
257,18,785,5143,12
257,18,785,5144,12
257,18,785,5145,12
257,18,785,5146,12
257,18,785,5147,13
257,18,785,5148,13
257,18,785,5149,13
257,18,785,5150,14
257,18,785,5151,20
257,18,785,5152,4
257,18,785,5153,4
257,18,785,5154,4
257,18,785,5155,4
257,18,785,5156,20
257,18,785,5157,6
257,18,785,5158,20
257,18,785,5159,5
257,18,785,5160,5
257,18,785,5161,6
257,18,785,5162,5
257,18,785,5163,3
257,18,785,5164,3
257,18,785,5165,81
257,18,785,5166,81
258,28,266,5167,1
258,28,266,5168,1
258,28,266,5169,11
258,28,266,5170,11
258,28,266,5171,11
258,28,266,5172,13
258,28,266,5173,13
258,28,266,5174,14
258,28,266,5175,15
258,28,266,5176,15
258,28,266,5177,15
258,28,266,5178,5
258,28,266,5179,4
258,28,266,5180,4
258,28,266,5181,25
258,28,266,5182,20
258,28,266,5183,20
258,28,266,5184,7
258,28,266,5185,38
258,28,266,5186,5
258,28,266,5187,6
258,28,266,5188,10
258,28,266,5189,10
258,28,266,5190,4
258,28,266,5191,4
258,28,266,5192,4
258,28,266,5193,81
258,28,266,5194,81
259,21,37,5195,1
259,21,37,5196,1
259,21,37,5197,1
259,21,37,5198,1
259,21,37,5199,11
259,21,37,5200,11
259,21,37,5201,11
259,21,37,5202,11
259,21,37,5203,12
259,21,37,5204,12
259,21,37,5205,12
259,21,37,5206,13
259,21,37,5207,20
259,21,37,5208,20
259,21,37,5209,36
259,21,37,5210,5
259,21,37,5211,20
259,21,37,5212,20
259,21,37,5213,5
259,21,37,5214,5
259,21,37,5215,22
259,21,37,5216,3
259,21,37,5217,54
259,21,37,5218,4
259,21,37,5219,4
259,21,37,5220,3
259,21,37,5221,82
259,21,37,5222,81
260,6,7,5223,1
260,6,7,5224,1
260,6,7,5225,1
260,6,7,5226,11
260,6,7,5227,11
260,6,7,5228,11
260,6,7,5229,11
260,6,7,5230,12
260,6,7,5231,12
260,6,7,5232,13
260,6,7,5233,15
260,6,7,5234,6
260,6,7,5235,68
260,6,7,5236,6
260,6,7,5237,6
260,6,7,5238,5
260,6,7,5239,5
260,6,7,5240,6
260,6,7,5241,20
260,6,7,5242,10
260,6,7,5243,4
260,6,7,5244,4
260,6,7,5245,4
260,6,7,5246,4
260,6,7,5247,54
260,6,7,5248,82
261,4,109,5249,1
261,4,109,5250,1
261,4,109,5251,1
261,4,109,5252,11
261,4,109,5253,11
261,4,109,5254,11
261,4,109,5255,12
261,4,109,5256,13
261,4,109,5257,13
261,4,109,5258,14
261,4,109,5259,7
261,4,109,5260,5
261,4,109,5261,5
261,4,109,5262,20
261,4,109,5263,20
261,4,109,5264,5
261,4,109,5265,10
261,4,109,5266,41
261,4,109,5267,6
261,4,109,5268,69
261,4,109,5269,6
261,4,109,5270,21
261,4,109,5271,5
261,4,109,5272,5
261,4,109,5273,20
261,4,109,5274,5
261,4,109,5275,82
262,7,13,5276,1
262,7,13,5277,1
262,7,13,5278,1
262,7,13,5279,1
262,7,13,5280,11
262,7,13,5281,11
262,7,13,5282,11
262,7,13,5283,11
262,7,13,5284,11
262,7,13,5285,20
262,7,13,5286,12
262,7,13,5287,12
262,7,13,5288,13
262,7,13,5289,14
262,7,13,5290,17
262,7,13,5291,2
262,7,13,5292,5
262,7,13,5293,5
262,7,13,5294,7
262,7,13,5295,51
262,7,13,5296,8
262,7,13,5297,3
262,7,13,5298,20
262,7,13,5299,51
262,7,13,5300,20
262,7,13,5301,10
262,7,13,5302,81
263,8,228,5303,1
263,8,228,5304,1
263,8,228,5305,1
263,8,228,5306,11
263,8,228,5307,12
263,8,228,5308,12
263,8,228,5309,12
263,8,228,5310,12
263,8,228,5311,14
263,8,228,5312,15
263,8,228,5313,5
263,8,228,5314,20
263,8,228,5315,5
263,8,228,5316,6
263,8,228,5317,4
263,8,228,5318,4
263,8,228,5319,6
263,8,228,5320,5
263,8,228,5321,5
263,8,228,5322,4
263,8,228,5323,4
263,8,228,5324,7
263,8,228,5325,20
263,8,228,5326,6
263,8,228,5327,5
263,8,228,5328,5
263,8,228,5329,81
263,8,228,5330,81
264,9,153,5331,1
264,9,153,5332,1
264,9,153,5333,1
264,9,153,5334,1
264,9,153,5335,11
264,9,153,5336,11
264,9,153,5337,11
264,9,153,5338,11
264,9,153,5339,12
264,9,153,5340,12
264,9,153,5341,12
264,9,153,5342,12
264,9,153,5343,12
264,9,153,5344,12
264,9,153,5345,13
264,9,153,5346,13
264,9,153,5347,2
264,9,153,5348,5
264,9,153,5349,5
264,9,153,5350,6
264,9,153,5351,5
264,9,153,5352,5
264,9,153,5353,5
264,9,153,5354,5
264,9,153,5355,5
264,9,153,5356,5
264,9,153,5357,81
264,9,153,5358,81
265,10,103,5359,1
265,10,103,5360,1
265,10,103,5361,1
265,10,103,5362,1
265,10,103,5363,1
265,10,103,5364,1
265,10,103,5365,11
265,10,103,5366,11
265,10,103,5367,5
265,10,103,5368,8
265,10,103,5369,5
265,10,103,5370,5
265,10,103,5371,10
265,10,103,5372,42
265,10,103,5373,37
265,10,103,5374,10
265,10,103,5375,4
265,10,103,5376,4
265,10,103,5377,4
265,10,103,5378,4
265,10,103,5379,4
265,10,103,5380,4
265,10,103,5381,4
265,10,103,5382,4
265,10,103,5383,4
265,10,103,5384,4
265,10,103,5385,81
265,10,103,5386,81
266,11,264,5387,1
266,11,264,5388,1
266,11,264,5389,1
266,11,264,5390,10
266,11,264,5391,11
266,11,264,5392,11
266,11,264,5393,12
266,11,264,5394,12
266,11,264,5395,12
266,11,264,5396,12
266,11,264,5397,13
266,11,264,5398,5
266,11,264,5399,15
266,11,264,5400,7
266,11,264,5401,20
266,11,264,5402,6
266,11,264,5403,20
266,11,264,5404,6
266,11,264,5405,10
266,11,264,5406,4
266,11,264,5407,4
266,11,264,5408,47
266,11,264,5409,64
266,11,264,5410,4
266,11,264,5411,4
266,11,264,5412,4
266,11,264,5413,81
266,11,264,5414,81
267,13,401,5415,1
267,13,401,5416,1
267,13,401,5417,1
267,13,401,5418,1
267,13,401,5419,11
267,13,401,5420,11
267,13,401,5421,11
267,13,401,5422,11
267,13,401,5423,11
267,13,401,5424,12
267,13,401,5425,12
267,13,401,5426,13
267,13,401,5427,91
267,13,401,5428,2
267,13,401,5429,5
267,13,401,5430,36
267,13,401,5431,37
267,13,401,5432,20
267,13,401,5433,20
267,13,401,5434,5
267,13,401,5435,20
267,13,401,5436,5
267,13,401,5437,5
267,13,401,5438,86
267,13,401,5439,5
267,13,401,5440,5
267,13,401,5441,81
267,13,401,5442,81
268,14,162,5443,1
268,14,162,5444,1
268,14,162,5445,1
268,14,162,5446,1
268,14,162,5447,1
268,14,162,5448,60
268,14,162,5449,11
268,14,162,5450,11
268,14,162,5451,11
268,14,162,5452,12
268,14,162,5453,29
268,14,162,5454,20
268,14,162,5455,5
268,14,162,5456,5
268,14,162,5457,20
268,14,162,5458,20
268,14,162,5459,6
268,14,162,5460,5
268,14,162,5461,5
268,14,162,5462,6
268,14,162,5463,20
268,14,162,5464,6
268,14,162,5465,91
268,14,162,5466,4
268,14,162,5467,4
268,14,162,5468,4
268,14,162,5469,81
268,14,162,5470,81
269,27,130,5471,1
269,27,130,5472,1
269,27,130,5473,1
269,27,130,5474,1
269,27,130,5475,1
269,27,130,5476,1
