raceid,circuitid,alt,resultid,statusid
601,70,678,14847,13
601,70,678,14848,14
601,70,678,14849,22
601,70,678,14850,16
601,70,678,14851,62
601,70,678,14852,86
601,70,678,14853,4
601,70,678,14854,4
601,70,678,14855,95
601,70,678,14856,5
601,70,678,14857,62
601,70,678,14858,69
601,70,678,14859,20
601,70,678,14860,5
601,70,678,14861,5
601,70,678,14862,3
601,70,678,14863,5
601,70,678,14864,81
601,70,678,14865,81
601,70,678,14866,81
601,70,678,14867,81
601,70,678,14868,81
601,70,678,14869,81
602,14,162,14870,1
602,14,162,14871,1
602,14,162,14872,1
602,14,162,14873,1
602,14,162,14874,11
602,14,162,14875,11
602,14,162,14876,11
602,14,162,14877,11
602,14,162,14878,11
602,14,162,14879,12
602,14,162,14880,12
602,14,162,14881,5
602,14,162,14882,5
602,14,162,14883,37
602,14,162,14884,22
602,14,162,14885,5
602,14,162,14886,5
602,14,162,14887,3
602,14,162,14888,6
602,14,162,14889,6
602,14,162,14890,83
602,14,162,14891,5
602,14,162,14892,5
602,14,162,14893,6
602,14,162,14894,10
602,14,162,14895,81
602,14,162,14896,81
602,14,162,14897,81
602,14,162,14898,81
602,14,162,14899,81
602,14,162,14900,81
603,48,332,14901,1
603,48,332,14902,1
603,48,332,14903,1
603,48,332,14904,1
603,48,332,14905,1
603,48,332,14906,11
603,48,332,14907,11
603,48,332,14908,11
603,48,332,14909,11
603,48,332,14910,12
603,48,332,14911,12
603,48,332,14912,12
603,48,332,14913,12
603,48,332,14914,13
603,48,332,14915,29
603,48,332,14916,18
603,48,332,14917,62
603,48,332,14918,3
603,48,332,14919,5
603,48,332,14920,22
603,48,332,14921,62
603,48,332,14922,23
603,48,332,14923,86
603,48,332,14924,64
603,48,332,14925,5
603,48,332,14926,69
603,48,332,14927,81
603,48,332,14928,81
603,48,332,14929,81
603,48,332,14930,81
604,46,485,14931,1
604,46,485,14932,1
604,46,485,14933,1
604,46,485,14934,1
604,46,485,14935,1
604,46,485,14936,1
604,46,485,14937,1
604,46,485,14938,11
604,46,485,14939,12
604,46,485,14940,12
604,46,485,14941,14
604,46,485,14942,15
604,46,485,14943,69
604,46,485,14944,62
604,46,485,14945,62
604,46,485,14946,69
604,46,485,14947,10
604,46,485,14948,22
604,46,485,14949,5
604,46,485,14950,22
604,46,485,14951,54
604,46,485,14952,69
604,46,485,14953,104
604,46,485,14954,22
604,46,485,14955,2
604,46,485,14956,2
604,46,485,14957,5
604,46,485,14958,81
604,46,485,14959,81
604,46,485,14960,81
605,25,8,14961,1
605,25,8,14962,1
605,25,8,14963,1
605,25,8,14964,1
605,25,8,14965,11
605,25,8,14966,11
605,25,8,14967,13
605,25,8,14968,14
605,25,8,14969,14
605,25,8,14970,22
605,25,8,14971,21
605,25,8,14972,5
605,25,8,14973,62
605,25,8,14974,51
605,25,8,14975,51
605,25,8,14976,6
605,25,8,14977,86
605,25,8,14978,22
605,25,8,14979,5
606,18,785,14980,1
606,18,785,14981,1
606,18,785,14982,1
606,18,785,14983,11
606,18,785,14984,11
606,18,785,14985,11
606,18,785,14986,11
606,18,785,14987,12
606,18,785,14988,12
606,18,785,14989,12
606,18,785,14990,12
606,18,785,14991,14
606,18,785,14992,10
606,18,785,14993,25
606,18,785,14994,22
606,18,785,14995,6
606,18,785,14996,6
606,18,785,14997,36
606,18,785,14998,25
606,18,785,14999,6
607,30,1460,15000,1
607,30,1460,15001,1
607,30,1460,15002,1
607,30,1460,15003,11
607,30,1460,15004,12
607,30,1460,15005,12
607,30,1460,15006,12
607,30,1460,15007,12
607,30,1460,15008,5
607,30,1460,15009,16
607,30,1460,15010,16
607,30,1460,15011,3
607,30,1460,15012,62
607,30,1460,15013,62
607,30,1460,15014,62
607,30,1460,15015,62
607,30,1460,15016,6
607,30,1460,15017,25
607,30,1460,15018,5
607,30,1460,15019,5
607,30,1460,15020,8
607,30,1460,15021,3
607,30,1460,15022,3
607,30,1460,15023,3
607,30,1460,15024,3
608,49,79,15025,1
608,49,79,15026,1
608,49,79,15027,1
608,49,79,15028,11
608,49,79,15029,11
608,49,79,15030,11
608,49,79,15031,11
608,49,79,15032,12
608,49,79,15033,16
608,49,79,15034,16
608,49,79,15035,16
608,49,79,15036,16
608,49,79,15037,86
608,49,79,15038,60
608,49,79,15039,6
608,49,79,15040,23
608,49,79,15041,27
608,49,79,15042,23
608,49,79,15043,44
608,49,79,15044,5
608,49,79,15045,36
608,49,79,15046,86
609,40,36,15047,1
609,40,36,15048,1
609,40,36,15049,1
609,40,36,15050,11
609,40,36,15051,11
609,40,36,15052,13
609,40,36,15053,13
609,40,36,15054,14
609,40,36,15055,15
609,40,36,15056,3
609,40,36,15057,3
609,40,36,15058,3
609,40,36,15059,62
609,40,36,15060,5
609,40,36,15061,3
609,40,36,15062,3
609,40,36,15063,3
609,40,36,15064,5
609,40,36,15065,37
609,40,36,15066,3
609,40,36,15067,94
609,40,36,15068,5
609,40,36,15069,3
610,6,7,15070,1
610,6,7,15071,1
610,6,7,15072,11
610,6,7,15073,11
610,6,7,15074,12
610,6,7,15075,12
610,6,7,15076,13
610,6,7,15077,13
610,6,7,15078,5
610,6,7,15079,16
610,6,7,15080,69
610,6,7,15081,6
610,6,7,15082,22
610,6,7,15083,51
610,6,7,15084,6
610,6,7,15085,86
610,6,7,15086,86
610,6,7,15087,3
610,6,7,15088,86
610,6,7,15089,95
610,6,7,15090,86
610,6,7,15091,6
610,6,7,15092,25
610,6,7,15093,23
610,6,7,15094,5
611,47,153,15095,1
611,47,153,15096,1
611,47,153,15097,1
611,47,153,15098,1
611,47,153,15099,1
611,47,153,15100,11
611,47,153,15101,11
611,47,153,15102,12
611,47,153,15103,13
611,47,153,15104,13
611,47,153,15105,13
611,47,153,15106,6
611,47,153,15107,15
611,47,153,15108,16
611,47,153,15109,5
611,47,153,15110,22
611,47,153,15111,27
611,47,153,15112,37
611,47,153,15113,80
611,47,153,15114,3
611,47,153,15115,22
612,34,432,15116,1
612,34,432,15117,1
612,34,432,15118,1
612,34,432,15119,1
612,34,432,15120,1
612,34,432,15121,1
612,34,432,15122,1
612,34,432,15123,1
612,34,432,15124,1
612,34,432,15125,11
612,34,432,15126,11
612,34,432,15127,11
612,34,432,15128,13
612,34,432,15129,13
612,34,432,15130,13
612,34,432,15131,14
612,34,432,15132,3
612,34,432,15133,3
612,34,432,15134,44
612,34,432,15135,86
612,34,432,15136,25
612,34,432,15137,69
612,34,432,15138,25
612,34,432,15139,86
612,34,432,15140,8
613,9,153,15141,1
613,9,153,15142,1
613,9,153,15143,1
613,9,153,15144,1
613,9,153,15145,1
613,9,153,15146,1
613,9,153,15147,1
613,9,153,15148,1
613,9,153,15149,11
613,9,153,15150,11
613,9,153,15151,12
613,9,153,15152,14
613,9,153,15153,16
613,9,153,15154,44
613,9,153,15155,7
613,9,153,15156,69
613,9,153,15157,83
613,9,153,15158,69
613,9,153,15159,4
613,9,153,15160,4
613,9,153,15161,4
613,9,153,15162,4
613,9,153,15163,4
613,9,153,15164,4
613,9,153,15165,4
613,9,153,15166,4
613,9,153,15167,4
613,9,153,15168,37
613,9,153,15169,20
614,39,6,15170,1
614,39,6,15171,1
614,39,6,15172,1
614,39,6,15173,1
614,39,6,15174,1
614,39,6,15175,12
614,39,6,15176,13
614,39,6,15177,14
614,39,6,15178,14
614,39,6,15179,15
614,39,6,15180,5
614,39,6,15181,62
614,39,6,15182,48
614,39,6,15183,10
614,39,6,15184,5
614,39,6,15185,3
614,39,6,15186,69
614,39,6,15187,27
614,39,6,15188,54
614,39,6,15189,3
614,39,6,15190,68
614,39,6,15191,10
614,39,6,15192,3
614,39,6,15193,54
615,20,578,15194,1
615,20,578,15195,1
615,20,578,15196,1
615,20,578,15197,1
615,20,578,15198,1
615,20,578,15199,1
615,20,578,15200,1
615,20,578,15201,1
615,20,578,15202,1
615,20,578,15203,1
615,20,578,15204,1
615,20,578,15205,1
615,20,578,15206,1
615,20,578,15207,11
615,20,578,15208,11
615,20,578,15209,11
615,20,578,15210,5
615,20,578,15211,5
615,20,578,15212,3
615,20,578,15213,6
615,20,578,15214,3
615,20,578,15215,80
616,70,678,15216,1
616,70,678,15217,1
616,70,678,15218,1
616,70,678,15219,1
616,70,678,15220,1
616,70,678,15221,1
616,70,678,15222,11
616,70,678,15223,11
616,70,678,15224,12
616,70,678,15225,15
616,70,678,15226,69
616,70,678,15227,62
616,70,678,15228,5
616,70,678,15229,69
616,70,678,15230,69
616,70,678,15231,22
616,70,678,15232,24
616,70,678,15233,36
616,70,678,15234,69
616,70,678,15235,22
616,70,678,15236,98
616,70,678,15237,8
616,70,678,15238,4
617,14,162,15239,1
617,14,162,15240,1
617,14,162,15241,1
617,14,162,15242,1
617,14,162,15243,1
617,14,162,15244,1
617,14,162,15245,1
617,14,162,15246,11
617,14,162,15247,11
617,14,162,15248,11
617,14,162,15249,11
617,14,162,15250,11
617,14,162,15251,11
617,14,162,15252,11
617,14,162,15253,12
617,14,162,15254,62
617,14,162,15255,6
617,14,162,15256,3
617,14,162,15257,80
617,14,162,15258,27
617,14,162,15259,25
617,14,162,15260,25
617,14,162,15261,23
617,14,162,15262,22
617,14,162,15263,3
618,48,332,15264,1
618,48,332,15265,1
618,48,332,15266,1
618,48,332,15267,1
618,48,332,15268,11
618,48,332,15269,11
618,48,332,15270,12
618,48,332,15271,12
618,48,332,15272,12
618,48,332,15273,13
618,48,332,15274,13
618,48,332,15275,14
618,48,332,15276,15
618,48,332,15277,15
618,48,332,15278,15
618,48,332,15279,17
618,48,332,15280,17
618,48,332,15281,18
618,48,332,15282,62
618,48,332,15283,62
618,48,332,15284,7
618,48,332,15285,3
618,48,332,15286,3
618,48,332,15287,5
618,48,332,15288,22
618,48,332,15289,94
619,46,485,15290,1
619,46,485,15291,1
619,46,485,15292,1
619,46,485,15293,1
619,46,485,15294,1
619,46,485,15295,1
619,46,485,15296,11
619,46,485,15297,11
619,46,485,15298,11
619,46,485,15299,11
619,46,485,15300,3
619,46,485,15301,12
619,46,485,15302,12
619,46,485,15303,12
619,46,485,15304,14
619,46,485,15305,14
619,46,485,15306,62
619,46,485,15307,22
619,46,485,15308,5
619,46,485,15309,48
619,46,485,15310,22
619,46,485,15311,22
619,46,485,15312,5
619,46,485,15313,2
619,46,485,15314,37
619,46,485,15315,54
619,46,485,15316,54
619,46,485,15317,3
620,25,8,15318,1
620,25,8,15319,1
620,25,8,15320,1
620,25,8,15321,1
620,25,8,15322,1
620,25,8,15323,11
620,25,8,15324,12
620,25,8,15325,12
620,25,8,15326,12
620,25,8,15327,12
620,25,8,15328,12
620,25,8,15329,22
620,25,8,15330,6
620,25,8,15331,47
620,25,8,15332,5
620,25,8,15333,5
620,25,8,15334,69
620,25,8,15335,48
620,25,8,15336,2
620,25,8,15337,44
620,25,8,15338,3
620,25,8,15339,54
621,30,1460,15340,1
621,30,1460,15341,1
621,30,1460,15342,1
621,30,1460,15343,1
621,30,1460,15344,1
621,30,1460,15345,11
621,30,1460,15346,11
621,30,1460,15347,11
621,30,1460,15348,11
621,30,1460,15349,11
621,30,1460,15350,11
621,30,1460,15351,12
621,30,1460,15352,12
621,30,1460,15353,13
621,30,1460,15354,13
621,30,1460,15355,20
621,30,1460,15356,16
621,30,1460,15357,62
621,30,1460,15358,62
621,30,1460,15359,62
621,30,1460,15360,5
621,30,1460,15361,6
621,30,1460,15362,22
621,30,1460,15363,69
621,30,1460,15364,5
621,30,1460,15365,48
622,45,609,15366,1
622,45,609,15367,1
622,45,609,15368,11
622,45,609,15369,11
622,45,609,15370,11
622,45,609,15371,11
622,45,609,15372,12
622,45,609,15373,12
622,45,609,15374,13
622,45,609,15375,14
622,45,609,15376,14
622,45,609,15377,3
622,45,609,15378,6
622,45,609,15379,80
622,45,609,15380,5
622,45,609,15381,6
622,45,609,15382,5
622,45,609,15383,3
622,45,609,15384,51
622,45,609,15385,10
622,45,609,15386,95
622,45,609,15387,3
622,45,609,15388,6
622,45,609,15389,24
622,45,609,15390,3
622,45,609,15391,81
623,6,7,15392,1
623,6,7,15393,1
623,6,7,15394,11
623,6,7,15395,12
623,6,7,15396,13
623,6,7,15397,13
623,6,7,15398,13
623,6,7,15399,13
623,6,7,15400,13
623,6,7,15401,13
623,6,7,15402,14
623,6,7,15403,14
623,6,7,15404,14
623,6,7,15405,15
623,6,7,15406,16
623,6,7,15407,16
623,6,7,15408,18
623,6,7,15409,62
623,6,7,15410,3
623,6,7,15411,3
623,6,7,15412,3
623,6,7,15413,3
623,6,7,15414,3
623,6,7,15415,3
623,6,7,15416,5
624,50,139,15417,1
624,50,139,15418,1
624,50,139,15419,1
624,50,139,15420,1
624,50,139,15421,11
624,50,139,15422,11
624,50,139,15423,12
624,50,139,15424,12
624,50,139,15425,12
624,50,139,15426,12
624,50,139,15427,12
624,50,139,15428,13
624,50,139,15429,14
624,50,139,15430,16
624,50,139,15431,22
624,50,139,15432,62
624,50,139,15433,3
624,50,139,15434,5
624,50,139,15435,3
624,50,139,15436,98
624,50,139,15437,86
624,50,139,15438,6
624,50,139,15439,48
624,50,139,15440,25
624,50,139,15441,25
625,51,790,15442,1
625,51,790,15443,1
625,51,790,15444,1
625,51,790,15445,1
625,51,790,15446,1
625,51,790,15447,1
625,51,790,15448,1
625,51,790,15449,1
625,51,790,15450,1
625,51,790,15451,1
625,51,790,15452,11
625,51,790,15453,11
625,51,790,15454,11
625,51,790,15455,11
625,51,790,15456,11
625,51,790,15457,11
625,51,790,15458,12
625,51,790,15459,86
625,51,790,15460,60
625,51,790,15461,62
625,51,790,15462,6
625,51,790,15463,5
625,51,790,15464,107
625,51,790,15465,86
625,51,790,15466,81
626,38,145,15467,1
626,38,145,15468,1
626,38,145,15469,1
626,38,145,15470,11
626,38,145,15471,11
626,38,145,15472,11
626,38,145,15473,20
626,38,145,15474,13
626,38,145,15475,13
626,38,145,15476,15
626,38,145,15477,16
626,38,145,15478,22
626,38,145,15479,17
626,38,145,15480,22
626,38,145,15481,20
626,38,145,15482,22
626,38,145,15483,51
626,38,145,15484,20
626,38,145,15485,24
626,38,145,15486,22
626,38,145,15487,6
626,38,145,15488,6
626,38,145,15489,20
626,38,145,15490,3
626,38,145,15491,5
626,38,145,15492,3
627,20,578,15493,1
627,20,578,15494,1
627,20,578,15495,1
627,20,578,15496,1
627,20,578,15497,1
627,20,578,15498,1
627,20,578,15499,1
627,20,578,15500,1
627,20,578,15501,1
627,20,578,15502,1
627,20,578,15503,4
627,20,578,15504,11
627,20,578,15505,11
627,20,578,15506,11
627,20,578,15507,11
627,20,578,15508,62
627,20,578,15509,6
627,20,578,15510,3
627,20,578,15511,5
627,20,578,15512,22
627,20,578,15513,24
627,20,578,15514,10
627,20,578,15515,44
627,20,578,15516,44
627,20,578,15517,5
627,20,578,15518,68
627,20,578,15519,5
628,70,678,15520,1
628,70,678,15521,1
628,70,678,15522,1
628,70,678,15523,1
628,70,678,15524,1
628,70,678,15525,1
628,70,678,15526,1
628,70,678,15527,1
628,70,678,15528,11
628,70,678,15529,11
628,70,678,15530,12
628,70,678,15531,12
628,70,678,15532,13
628,70,678,15533,13
628,70,678,15534,5
628,70,678,15535,62
628,70,678,15536,44
628,70,678,15537,98
628,70,678,15538,23
628,70,678,15539,69
628,70,678,15540,22
628,70,678,15541,69
628,70,678,15542,98
628,70,678,15543,69
628,70,678,15544,5
629,14,162,15545,1
629,14,162,15546,1
629,14,162,15547,1
629,14,162,15548,1
629,14,162,15549,1
629,14,162,15550,1
629,14,162,15551,11
629,14,162,15552,11
629,14,162,15553,11
629,14,162,15554,11
629,14,162,15555,13
629,14,162,15556,14
629,14,162,15557,15
629,14,162,15558,10
629,14,162,15559,23
629,14,162,15560,23
629,14,162,15561,22
629,14,162,15562,69
629,14,162,15563,20
629,14,162,15564,4
629,14,162,15565,4
629,14,162,15566,22
629,14,162,15567,5
629,14,162,15568,5
629,14,162,15569,8
629,14,162,15570,81
629,14,162,15571,81
630,48,332,15572,1
630,48,332,15573,1
630,48,332,15574,1
630,48,332,15575,1
630,48,332,15576,1
630,48,332,15577,11
630,48,332,15578,11
630,48,332,15579,11
630,48,332,15580,60
630,48,332,15581,12
630,48,332,15582,12
630,48,332,15583,14
630,48,332,15584,17
630,48,332,15585,5
630,48,332,15586,2
630,48,332,15587,4
630,48,332,15588,62
630,48,332,15589,6
630,48,332,15590,22
630,48,332,15591,62
630,48,332,15592,44
630,48,332,15593,20
630,48,332,15594,6
630,48,332,15595,6
631,46,485,15596,1
631,46,485,15597,1
631,46,485,15598,1
631,46,485,15599,1
631,46,485,15600,1
631,46,485,15601,11
631,46,485,15602,11
631,46,485,15603,11
631,46,485,15604,11
631,46,485,15605,12
631,46,485,15606,12
631,46,485,15607,12
631,46,485,15608,12
631,46,485,15609,12
631,46,485,15610,12
631,46,485,15611,12
631,46,485,15612,4
631,46,485,15613,10
631,46,485,15614,62
631,46,485,15615,69
631,46,485,15616,5
631,46,485,15617,5
631,46,485,15618,5
631,46,485,15619,5
631,46,485,15620,80
631,46,485,15621,5
631,46,485,15622,5
631,46,485,15623,4
631,46,485,15624,22
631,46,485,15625,22
631,46,485,15626,5
632,30,1460,15627,1
632,30,1460,15628,1
632,30,1460,15629,1
632,30,1460,15630,1
632,30,1460,15631,11
632,30,1460,15632,11
632,30,1460,15633,11
632,30,1460,15634,11
632,30,1460,15635,12
632,30,1460,15636,12
632,30,1460,15637,12
632,30,1460,15638,12
632,30,1460,15639,14
632,30,1460,15640,5
632,30,1460,15641,6
632,30,1460,15642,3
632,30,1460,15643,68
632,30,1460,15644,25
632,30,1460,15645,5
632,30,1460,15646,25
632,30,1460,15647,24
632,30,1460,15648,5
632,30,1460,15649,95
632,30,1460,15650,22
632,30,1460,15651,5
633,49,79,15652,1
633,49,79,15653,1
633,49,79,15654,1
633,49,79,15655,1
633,49,79,15656,1
633,49,79,15657,11
633,49,79,15658,11
633,49,79,15659,12
633,49,79,15660,13
633,49,79,15661,14
633,49,79,15662,18
633,49,79,15663,62
633,49,79,15664,22
633,49,79,15665,5
633,49,79,15666,5
633,49,79,15667,48
633,49,79,15668,80
633,49,79,15669,5
633,49,79,15670,32
633,49,79,15671,6
633,49,79,15672,38
634,6,7,15673,1
634,6,7,15674,1
634,6,7,15675,1
634,6,7,15676,1
634,6,7,15677,11
634,6,7,15678,11
634,6,7,15679,11
634,6,7,15680,13
634,6,7,15681,14
634,6,7,15682,14
634,6,7,15683,108
634,6,7,15684,24
634,6,7,15685,24
634,6,7,15686,3
634,6,7,15687,3
634,6,7,15688,67
634,6,7,15689,3
634,6,7,15690,3
634,6,7,15691,81
634,6,7,15692,81
634,6,7,15693,81
634,6,7,15694,81
635,39,6,15695,1
635,39,6,15696,1
635,39,6,15697,11
635,39,6,15698,12
635,39,6,15699,12
635,39,6,15700,12
635,39,6,15701,14
635,39,6,15702,15
635,39,6,15703,15
635,39,6,15704,15
635,39,6,15705,15
635,39,6,15706,17
635,39,6,15707,62
635,39,6,15708,62
635,39,6,15709,62
635,39,6,15710,5
635,39,6,15711,22
635,39,6,15712,3
635,39,6,15713,2
635,39,6,15714,2
635,39,6,15715,48
635,39,6,15716,3
635,39,6,15717,20
636,34,432,15718,1
636,34,432,15719,1
636,34,432,15720,1
636,34,432,15721,1
636,34,432,15722,1
636,34,432,15723,1
636,34,432,15724,1
636,34,432,15725,1
636,34,432,15726,11
636,34,432,15727,11
636,34,432,15728,12
636,34,432,15729,51
636,34,432,15730,15
636,34,432,15731,62
636,34,432,15732,6
636,34,432,15733,108
636,34,432,15734,5
636,34,432,15735,80
636,34,432,15736,3
636,34,432,15737,5
636,34,432,15738,80
636,34,432,15739,5
636,34,432,15740,48
637,9,153,15741,1
637,9,153,15742,1
637,9,153,15743,1
637,9,153,15744,11
637,9,153,15745,11
637,9,153,15746,11
637,9,153,15747,12
637,9,153,15748,12
637,9,153,15749,12
637,9,153,15750,13
637,9,153,15751,13
637,9,153,15752,6
637,9,153,15753,62
637,9,153,15754,62
637,9,153,15755,5
637,9,153,15756,5
637,9,153,15757,51
637,9,153,15758,5
637,9,153,15759,5
637,9,153,15760,22
637,9,153,15761,51
637,9,153,15762,5
637,9,153,15763,3
637,9,153,15764,3
638,20,578,15765,1
638,20,578,15766,1
638,20,578,15767,1
638,20,578,15768,1
638,20,578,15769,1
638,20,578,15770,1
638,20,578,15771,1
638,20,578,15772,1
638,20,578,15773,1
638,20,578,15774,11
638,20,578,15775,11
638,20,578,15776,12
638,20,578,15777,44
638,20,578,15778,2
638,20,578,15779,3
638,20,578,15780,22
638,20,578,15781,3
638,20,578,15782,95
638,20,578,15783,2
638,20,578,15784,5
638,20,578,15785,98
638,20,578,15786,3
638,20,578,15787,81
639,70,678,15788,1
639,70,678,15789,1
639,70,678,15790,1
639,70,678,15791,1
639,70,678,15792,1
639,70,678,15793,1
639,70,678,15794,1
639,70,678,15795,11
639,70,678,15796,11
639,70,678,15797,12
639,70,678,15798,12
639,70,678,15799,13
639,70,678,15800,62
639,70,678,15801,5
639,70,678,15802,86
639,70,678,15803,5
639,70,678,15804,64
639,70,678,15805,5
639,70,678,15806,5
639,70,678,15807,80
639,70,678,15808,5
639,70,678,15809,95
640,14,162,15810,1
640,14,162,15811,1
640,14,162,15812,1
640,14,162,15813,1
640,14,162,15814,1
640,14,162,15815,1
640,14,162,15816,1
640,14,162,15817,11
640,14,162,15818,12
640,14,162,15819,14
640,14,162,15820,6
640,14,162,15821,62
640,14,162,15822,5
640,14,162,15823,22
640,14,162,15824,5
640,14,162,15825,5
640,14,162,15826,5
640,14,162,15827,5
640,14,162,15828,10
640,14,162,15829,22
640,14,162,15830,22
640,14,162,15831,5
640,14,162,15832,5
640,14,162,15833,3
641,48,332,15834,1
641,48,332,15835,1
641,48,332,15836,1
641,48,332,15837,11
641,48,332,15838,11
641,48,332,15839,12
641,48,332,15840,12
641,48,332,15841,12
641,48,332,15842,13
641,48,332,15843,13
641,48,332,15844,14
641,48,332,15845,14
641,48,332,15846,14
641,48,332,15847,15
641,48,332,15848,15
641,48,332,15849,17
641,48,332,15850,62
641,48,332,15851,62
641,48,332,15852,25
641,48,332,15853,3
641,48,332,15854,51
641,48,332,15855,3
641,48,332,15856,3
641,48,332,15857,80
641,48,332,15858,3
641,48,332,15859,81
642,46,485,15860,1
642,46,485,15861,1
642,46,485,15862,1
642,46,485,15863,1
642,46,485,15864,1
642,46,485,15865,1
642,46,485,15866,11
642,46,485,15867,11
642,46,485,15868,11
642,46,485,15869,11
642,46,485,15870,12
642,46,485,15871,12
642,46,485,15872,12
642,46,485,15873,13
642,46,485,15874,3
642,46,485,15875,60
642,46,485,15876,15
642,46,485,15877,62
642,46,485,15878,91
642,46,485,15879,62
642,46,485,15880,62
642,46,485,15881,3
642,46,485,15882,5
642,46,485,15883,22
642,46,485,15884,5
642,46,485,15885,5
642,46,485,15886,36
642,46,485,15887,23
642,46,485,15888,8
643,30,1460,15889,1
643,30,1460,15890,1
643,30,1460,15891,1
643,30,1460,15892,1
643,30,1460,15893,11
643,30,1460,15894,11
643,30,1460,15895,12
643,30,1460,15896,12
643,30,1460,15897,14
643,30,1460,15898,15
643,30,1460,15899,15
643,30,1460,15900,5
643,30,1460,15901,5
643,30,1460,15902,5
643,30,1460,15903,5
643,30,1460,15904,5
643,30,1460,15905,5
643,30,1460,15906,5
643,30,1460,15907,3
643,30,1460,15908,25
643,30,1460,15909,5
643,30,1460,15910,6
643,30,1460,15911,25
644,45,609,15912,1
644,45,609,15913,11
644,45,609,15914,11
644,45,609,15915,11
644,45,609,15916,12
644,45,609,15917,6
644,45,609,15918,5
644,45,609,15919,5
644,45,609,15920,5
644,45,609,15921,5
644,45,609,15922,80
644,45,609,15923,5
644,45,609,15924,80
644,45,609,15925,54
644,45,609,15926,3
644,45,609,15927,3
644,45,609,15928,54
644,45,609,15929,81
644,45,609,15930,81
644,45,609,15931,81
644,45,609,15932,81
644,45,609,15933,81
645,6,7,15934,1
645,6,7,15935,1
645,6,7,15936,1
645,6,7,15937,1
645,6,7,15938,11
645,6,7,15939,12
645,6,7,15940,12
645,6,7,15941,60
645,6,7,15942,22
645,6,7,15943,62
645,6,7,15944,5
645,6,7,15945,5
645,6,7,15946,24
645,6,7,15947,22
645,6,7,15948,51
645,6,7,15949,86
645,6,7,15950,81
645,6,7,15951,81
645,6,7,15952,81
645,6,7,15953,81
645,6,7,15954,81
646,13,401,15955,1
646,13,401,15956,1
646,13,401,15957,1
646,13,401,15958,1
646,13,401,15959,1
646,13,401,15960,10
646,13,401,15961,32
646,13,401,15962,12
646,13,401,15963,62
646,13,401,15964,8
646,13,401,15965,5
646,13,401,15966,5
646,13,401,15967,6
646,13,401,15968,5
646,13,401,15969,5
646,13,401,15970,51
646,13,401,15971,6
647,39,6,15972,1
647,39,6,15973,1
647,39,6,15974,11
647,39,6,15975,11
647,39,6,15976,11
647,39,6,15977,11
647,39,6,15978,12
647,39,6,15979,12
647,39,6,15980,12
647,39,6,15981,13
647,39,6,15982,14
647,39,6,15983,62
647,39,6,15984,5
647,39,6,15985,44
647,39,6,15986,5
647,39,6,15987,3
647,39,6,15988,5
647,39,6,15989,3
647,39,6,15990,5
647,39,6,15991,8
647,39,6,15992,81
647,39,6,15993,81
647,39,6,15994,81
647,39,6,15995,81
648,51,790,15996,1
648,51,790,15997,1
648,51,790,15998,1
648,51,790,15999,1
648,51,790,16000,1
648,51,790,16001,1
648,51,790,16002,1
648,51,790,16003,1
648,51,790,16004,1
648,51,790,16005,11
648,51,790,16006,11
648,51,790,16007,12
648,51,790,16008,60
648,51,790,16009,13
648,51,790,16010,62
648,51,790,16011,3
648,51,790,16012,24
648,51,790,16013,5
648,51,790,16014,6
648,51,790,16015,5
648,51,790,16016,81
648,51,790,16017,81
648,51,790,16018,81
649,38,145,16019,1
649,38,145,16020,1
649,38,145,16021,1
649,38,145,16022,1
649,38,145,16023,11
649,38,145,16024,11
649,38,145,16025,11
649,38,145,16026,12
649,38,145,16027,18
649,38,145,16028,62
649,38,145,16029,51
649,38,145,16030,3
649,38,145,16031,5
649,38,145,16032,8
649,38,145,16033,51
649,38,145,16034,3
649,38,145,16035,36
649,38,145,16036,22
649,38,145,16037,22
649,38,145,16038,5
649,38,145,16039,51
649,38,145,16040,7
649,38,145,16041,95
650,10,103,16042,1
650,10,103,16043,1
650,10,103,16044,1
650,10,103,16045,1
650,10,103,16046,11
650,10,103,16047,11
650,10,103,16048,11
650,10,103,16049,80
650,10,103,16050,5
650,10,103,16051,5
650,10,103,16052,5
650,10,103,16053,5
650,10,103,16054,5
650,10,103,16055,5
650,10,103,16056,6
650,10,103,16057,5
650,10,103,16058,80
650,10,103,16059,5
650,10,103,16060,44
650,10,103,16061,22
650,10,103,16062,37
650,10,103,16063,81
650,10,103,16064,81
650,10,103,16065,81
650,10,103,16066,81
17,24,3,16067,1
17,24,3,16068,1
17,24,3,16069,1
17,24,3,16070,1
17,24,3,16071,1
17,24,3,16072,1
17,24,3,16073,1
17,24,3,16074,1
17,24,3,16075,1
17,24,3,16076,1
17,24,3,16077,1
17,24,3,16078,1
17,24,3,16079,1
17,24,3,16080,1
17,24,3,16081,1
17,24,3,16082,11
17,24,3,16083,11
17,24,3,16084,11
17,24,3,16085,23
17,24,3,16086,6
651,70,678,16087,1
651,70,678,16088,1
651,70,678,16089,1
651,70,678,16090,11
651,70,678,16091,11
651,70,678,16092,11
651,70,678,16093,11
651,70,678,16094,11
651,70,678,16095,11
651,70,678,16096,11
651,70,678,16097,12
651,70,678,16098,13
651,70,678,16099,14
651,70,678,16100,14
651,70,678,16101,15
651,70,678,16102,5
651,70,678,16103,5
651,70,678,16104,5
651,70,678,16105,5
651,70,678,16106,3
651,70,678,16107,21
