raceid,year,driverid,max_points
619,1973,200,0
333,1990,129,0
309,1991,55,5
807,1954,559,0
807,1954,648,12
452,1983,175,2
572,1976,235,0
98,2004,10,2
899,2013,5,0
215,1997,58,0
551,1977,250,6
528,1978,158,0
67,2006,11,0
499,1980,178,13
477,1982,199,6
909,2014,13,30
563,1976,255,4
902,2014,828,0
802,1954,592,0
270,1994,102,0
751,1960,437,0
761,1959,550,0
468,1982,201,0
682,1967,306,0
171,2000,35,11
804,1954,528,0
876,2012,807,49
1060,2021,841,1
139,2002,13,4
257,1994,104,0
838,1950,654,0
656,1969,306,1
538,1978,222,14
972,2017,830,35
830,1951,657,0
708,1965,414,0
494,1981,192,0
746,1960,503,0
716,1964,356,11
590,1974,199,0
63,2006,17,6
470,1982,158,0
1109,2023,852,2
169,2000,22,49
393,1987,166,1
144,2001,35,0
106,2004,42,6
652,1970,289,7
619,1973,199,16
432,1985,137,21
691,1966,397,0
646,1970,304,9
831,1951,518,0
1029,2019,822,314
895,2013,3,126
828,1951,721,0
557,1977,261,0
749,1960,500,0
402,1987,95,61
1132,2024,844,150
868,2012,39,0
308,1991,78,0
339,2010,9,30
534,1978,242,0
264,1994,44,0
814,1953,699,0
1046,2020,850,0
269,1994,85,0
494,1981,220,0
585,1975,250,24
188,1999,23,33
368,1989,119,28
544,1977,238,0
822,1952,651,0
914,2014,815,46
167,2000,14,50
513,1979,172,18
234,1996,73,0
728,1963,382,0
432,1985,185,4
1123,2024,858,0
686,1967,375,1
783,1957,611,8
535,1978,119,8
832,1951,675,2
790,1956,806,0
864,2012,5,0
695,1966,358,15
817,1952,663,3
465,1983,198,0
645,1970,243,0
759,1959,513,0
269,1994,84,12
769,1958,580,0
486,1981,207,3
358,1989,159,0
644,1970,289,4
393,1987,138,3
387,1988,110,3
743,1961,480,0
406,1986,166,0
686,1967,373,19
600,1974,305,12
156,2001,22,54
279,1993,117,47
831,1951,609,0
307,1991,78,0
797,1955,579,33
146,2001,55,0
493,1981,163,11
352,2010,37,6
993,2018,8,48
822,1952,657,1
750,1960,430,0
43,2007,17,2
764,1959,552,0
759,1959,537,0
1093,2022,1,198
388,1987,140,4
344,2010,67,5
1138,2024,861,4
854,2011,18,185
181,1999,23,15
49,2007,22,0
441,1984,156,0
14,2009,2,12
301,1992,104,0
832,1951,654,0
403,1987,145,0
728,1963,441,0
447,1984,179,0
455,1983,163,8
456,1983,172,7
699,1965,340,0
1039,2020,847,0
978,2017,1,176
735,1962,453,0
828,1951,611,0
950,2016,13,22
627,1972,340,0
485,1981,178,18
282,1993,109,5
213,1997,79,0
776,1957,579,8
393,1987,122,1
674,1968,350,3
169,2000,18,8
155,2001,23,48
742,1961,482,3
573,1976,187,19
1105,2023,832,58
877,2012,30,43
797,1955,633,2
709,1964,427,0
677,1968,347,1
102,2004,18,65
692,1966,364,2
771,1958,592,0
775,1958,455,0
321,1990,149,0
270,1994,88,0
92,2004,22,21
293,1992,94,2
49,2007,19,0
315,1991,123,0
57,2006,21,18
959,2016,825,6
634,1971,345,3
1130,2024,839,3
308,1991,122,0
790,1956,555,1
316,1991,88,1
541,1978,240,0
154,2001,4,0
647,1970,359,2
712,1964,305,1
638,1971,224,10
218,1997,64,0
957,2016,4,18
849,2011,815,8
596,1974,182,21
183,1999,44,1
336,1990,94,0
334,1990,148,0
394,1987,102,31
1053,2021,853,0
479,1982,206,7
769,1958,551,0
821,1952,456,0
465,1983,181,0
272,1994,105,1
754,1960,501,0
422,1985,172,1
417,1986,77,8
271,1994,55,23
956,2016,20,96
339,2010,811,0
938,2015,828,9
472,1982,204,0
850,2011,4,130
793,1955,652,0
386,1988,131,0
1017,2019,848,7
1144,2024,859,4
315,1991,139,1
884,2013,819,0
588,1975,232,0
41,2007,26,0
337,2010,5,0
576,1975,243,0
1105,2023,839,25
324,1990,139,0
125,2002,17,2
189,1999,41,0
879,2012,815,66
706,1965,422,0
507,1980,223,0
805,1954,626,4
1043,2020,817,95
621,1972,304,15
368,1989,55,5
750,1960,499,0
285,1993,69,0
1056,2021,842,16
689,1967,394,0
454,1983,158,4
154,2001,41,0
329,1990,81,0
279,1993,112,2
579,1975,207,0
323,1990,92,0
631,1972,262,0
210,1997,65,3
828,1951,647,9
502,1980,173,6
274,1993,30,4
376,1988,118,8
428,1985,183,0
27,2008,20,6
781,1957,347,0
204,1998,44,0
541,1978,119,8
898,2013,1,187
740,1961,364,3
542,1978,178,11
305,1991,133,0
799,1954,670,0
390,1987,122,0
824,1952,521,0
533,1978,163,0
675,1968,365,0
659,1969,289,15
614,1973,200,0
377,1988,119,1
338,2010,18,31
562,1976,197,0
684,1967,351,0
74,2005,11,0
856,2011,5,0
115,2003,22,31
244,1995,85,0
965,2016,838,1
653,1970,321,0
359,1989,157,0
956,2016,821,0
697,1966,389,0
1144,2024,840,24
766,1958,477,0
452,1983,152,0
247,1995,22,7
727,1963,437,0
343,2010,16,22
708,1965,396,0
5,2009,15,14.5
882,2013,17,26
1016,2019,8,13
728,1963,368,0
244,1995,50,0
122,2003,31,82
123,2003,8,91
816,1953,704,0
478,1982,184,1
650,1970,289,7
1121,2024,852,0
259,1994,110,0
426,1985,183,0
269,1994,56,1
597,1974,230,0
477,1982,195,0
675,1968,312,4
813,1953,677,0
333,1990,119,17
836,1950,766,0
822,1952,745,0
227,1996,83,0
739,1961,477,0
861,2012,39,0
434,1985,187,0
286,1993,87,10
1055,2021,832,20
18,2008,4,5
255,1995,95,0
251,1995,93,0
1125,2024,825,1
122,2003,44,6
271,1994,114,0
498,1980,163,0
480,1982,119,21
67,2006,3,4
401,1987,122,1
773,1958,476,9
786,1956,555,1
574,1976,208,0
600,1974,232,1
1065,2021,844,104
687,1967,262,0
786,1956,528,4
495,1981,172,34
602,1974,315,0
228,1996,83,0
372,1988,78,0
1037,2020,1,157
144,2001,58,0
340,2010,67,0
753,1960,484,0
2,2009,6,0
70,2006,31,26
502,1980,227,0
248,1995,69,0
158,2000,30,10
516,1979,199,18
263,1994,70,0
151,2001,44,5
990,2018,832,1
157,2001,2,12
530,1978,232,0
119,2003,42,0
310,1991,78,0
465,1983,123,0
4,2009,16,0
247,1995,79,0
366,1989,123,20
926,2015,832,2
285,1993,121,7
817,1952,641,9
591,1974,182,6
52,2007,29,0
755,1960,527,0
830,1951,768,0
634,1971,238,6
554,1977,199,34
268,1994,110,4
491,1981,176,4
41,2007,15,4
492,1981,177,0
1132,2024,860,6
555,1977,254,1
1128,2024,847,54
1093,2022,4,71
458,1983,123,0
365,1989,146,0
355,2010,3,142
770,1958,289,0
802,1954,654,0
557,1977,264,0
363,1989,127,4
362,1989,102,27
679,1967,374,0
303,1992,104,1
451,1984,119,8
415,1986,175,2
305,1991,141,0
756,1959,483,0
582,1975,199,22
38,2007,26,0
1022,2019,847,0
726,1963,434,0
998,2018,843,1
995,2018,4,32
324,1990,117,12
673,1968,289,24
482,1982,163,28
832,1951,657,0
1079,2022,840,2
979,2017,20,202
55,2006,34,0
654,1970,357,2
753,1960,540,0
761,1959,553,0
664,1969,360,26
307,1991,109,4
367,1989,129,1
571,1976,187,19
839,1950,593,9
728,1963,449,0
771,1958,577,12
440,1984,185,0
221,1997,81,0
973,2017,4,0
435,1985,186,0
670,1968,312,4
444,1984,102,5
787,1956,483,0
616,1973,250,7
592,1974,280,0
698,1966,375,9
781,1957,513,0
262,1994,56,1
425,1985,123,6
524,1979,219,9
474,1982,181,2
811,1953,651,0
547,1977,239,0
772,1958,549,0
292,1992,65,1
623,1972,338,0
745,1961,455,0
317,1991,123,0
57,2006,14,1
556,1977,271,0
584,1975,235,3
1064,2021,9,0
437,1984,123,1
596,1974,199,9
631,1972,224,61
843,2011,808,17
812,1953,654,0
989,2018,20,25
440,1984,177,10
950,2016,837,0
157,2001,30,123
80,2005,4,69
760,1959,553,0
773,1958,563,0
648,1970,356,19
150,2001,54,0
849,2011,37,0
585,1975,275,0.5
485,1981,158,2
671,1968,368,0
604,1974,326,0
666,1969,345,3
872,2012,808,0
909,2014,815,29
798,1955,623,0
835,1950,784,0
503,1980,119,7
17,2009,16,5
547,1977,258,0
1040,2020,825,1
55,2006,17,3
775,1958,514,0
658,1969,345,0
349,2010,153,3
783,1957,554,6
184,1999,15,1
455,1983,181,0
764,1959,573,0
210,1997,23,4
767,1958,476,0
240,1995,64,0
750,1960,502,0
321,1990,148,0
1011,2019,848,2
603,1974,200,0
764,1959,506,0
1033,2020,849,0
107,2004,46,0
707,1965,341,17
807,1954,799,0
578,1975,199,10
196,1998,68,0
431,1985,186,0
447,1984,119,3
934,2015,1,194
528,1978,199,9
1062,2021,842,50
641,1971,347,0
727,1963,439,0
508,1980,224,5
478,1982,196,0
369,1989,112,1
1059,2021,20,30
316,1991,141,1
762,1959,529,3
321,1990,145,0
101,2004,13,5
777,1957,581,0
944,2015,1,363
573,1976,283,0
376,1988,166,0
845,2011,813,0
833,1950,579,0
368,1989,92,0
931,2015,20,98
371,1989,127,4
772,1958,565,0
573,1976,232,0
883,2013,814,20
484,1981,194,0
807,1954,644,4
222,1997,57,17
807,1954,684,0
509,1980,219,9
542,1978,172,19
496,1981,119,10
775,1958,563,0
574,1976,197,0
553,1977,255,20
399,1987,158,5
761,1959,482,3
287,1993,112,2
287,1993,110,0
237,1996,86,0
515,1979,200,0
346,2010,811,0
839,1950,762,0
573,1976,254,0
902,2014,20,23
810,1953,449,0
85,2005,23,35
824,1952,704,0
706,1965,368,0
428,1985,118,4
395,1987,170,3
987,2017,825,19
507,1980,136,0
182,1999,21,13
802,1954,642,6
375,1988,165,0
424,1985,140,7
786,1956,537,2
593,1974,292,0
492,1981,206,0
358,1989,127,4
988,2017,825,19
26,2008,19,0
163,2000,35,5
308,1991,110,0
726,1963,305,0
667,1968,304,2
907,2014,4,79
618,1973,329,0
370,1989,148,0
155,2001,44,5
759,1959,561,0
243,1995,65,9
805,1954,655,0
304,1992,119,56
1012,2019,825,8
771,1958,599,0
465,1983,177,25
602,1974,200,0
586,1975,187,0
249,1995,63,0
600,1974,278,0
788,1956,555,1
791,1956,589,0
670,1968,235,4
770,1958,562,0
247,1995,89,0
804,1954,625,2
628,1972,224,52
601,1974,310,0
819,1952,735,0
987,2017,836,5
830,1951,615,0
265,1994,55,19
428,1985,182,5
763,1959,364,13
512,1979,136,0
129,2002,30,54
105,2004,14,24
795,1955,498,2
866,2012,807,7
838,1950,633,0
206,1998,44,0
577,1975,222,0
636,1971,293,0
458,1983,110,0
363,1989,148,0
572,1976,178,4
364,1989,138,0
484,1981,95,0
148,2001,55,3
798,1955,559,0
157,2001,50,1
837,1950,559,0
17,2009,21,8
908,2014,822,73
187,1999,63,10
790,1956,496,0
94,2004,11,8
458,1983,95,1
806,1954,644,4
933,2015,826,19
394,1987,105,8
1054,2021,840,5
733,1962,289,19
457,1983,196,0
600,1974,219,0
731,1962,436,0
544,1977,246,0
312,1991,109,4
101,2004,31,33
261,1994,101,0
975,2017,13,20
269,1994,44,7
971,2017,838,0
218,1997,30,66
314,1991,84,0
612,1973,290,1
1041,2020,20,17
843,2011,5,0
759,1959,567,0
570,1976,284,0
533,1978,239,0
444,1984,176,0
378,1988,112,0
495,1981,212,11
814,1953,680,0
482,1982,152,2
884,2013,4,72
523,1979,177,0
609,1973,307,0
803,1954,669,3
97,2004,2,3
24,2008,2,28
820,1952,629,0
1134,2024,846,199
1010,2019,826,1
69,2006,15,15
138,2002,18,13
693,1966,358,11
389,1987,133,0
952,2016,20,48
341,2010,30,22
392,1987,112,0
830,1951,726,0
313,1991,99,0
417,1986,156,0
785,1956,583,1.5
778,1957,525,4
548,1977,207,22
836,1950,677,0
762,1959,364,10
287,1993,100,1
837,1950,627,10
464,1983,123,0
618,1973,327,47
254,1995,97,0
135,2002,62,0
817,1952,688,0
626,1972,339,0
218,1997,55,22
557,1977,229,0
944,2015,807,52
545,1977,251,0
166,2000,49,5
830,1951,633,15
761,1959,522,0
1081,2022,839,31
600,1974,233,5
787,1956,583,1.5
779,1957,594,0
624,1972,238,3
820,1952,687,0
1069,2021,4,58
1102,2023,815,105
501,1980,200,1
320,1991,94,6
1056,2021,853,0
32,2008,21,0
1120,2023,840,74
945,2015,830,49
531,1978,211,0
536,1978,200,0
609,1973,332,5
708,1965,341,17
900,2014,4,12
271,1994,113,0
781,1957,509,7
1102,2023,857,4
501,1980,178,13
683,1967,356,16
444,1984,112,0
927,2015,826,2
439,1984,176,0
871,2012,817,4
1092,2022,807,0
338,2010,10,0
401,1987,166,4
908,2014,813,0
531,1978,163,0
774,1958,586,0
879,2012,808,0
949,2016,3,50
683,1967,383,2
414,1986,176,0
771,1958,539,0
198,1998,30,44
789,1956,629,0
753,1960,516,0
335,1990,90,6
417,1986,178,4
422,1985,184,0
584,1975,232,0
162,2000,50,0
452,1983,188,0
790,1956,609,0
596,1974,305,9
400,1987,102,51
689,1967,389,1
800,1954,643,0
727,1963,347,5
44,2007,24,0
837,1950,686,4
857,2011,1,202
816,1953,692,0
745,1961,484,0
272,1994,109,1
1018,2019,807,16
759,1959,520,0
754,1960,509,8
544,1977,256,0
199,1998,30,54
893,2013,813,1
518,1979,152,0
872,2012,1,142
566,1976,187,2
771,1958,475,23
1056,2021,830,105
1112,2023,846,79
821,1952,689,2
627,1972,305,4
243,1995,77,13
226,1996,71,30
470,1982,203,6
539,1978,208,0
929,2015,1,93
584,1975,250,18
496,1981,176,4
1079,2022,807,0
306,1991,129,0
1132,2024,817,11
569,1976,232,0
407,1986,173,0
504,1980,199,16
1019,2019,822,184
438,1984,175,2
214,1997,14,11
1136,2024,1,164
801,1954,654,0
464,1983,193,2
814,1953,670,4
743,1961,490,0
715,1964,356,11
774,1958,554,9
366,1989,112,0
154,2001,58,0
434,1985,173,33
575,1976,243,1
664,1969,207,0
706,1965,370,1
829,1951,770,0
790,1956,606,3
3,2009,7,1
1030,2019,825,20
271,1994,92,0
352,2010,18,189
49,2007,5,22
307,1991,77,10
1136,2024,861,0
1021,2019,840,18
231,1996,22,7
116,2003,4,39
798,1955,646,0
568,1976,283,0
294,1992,105,5
221,1997,55,34
869,2012,20,110
835,1950,593,9
823,1952,611,4
969,2017,13,8
705,1965,421,0
641,1971,333,0
199,1998,21,15
1036,2020,826,2
614,1973,313,0
774,1958,526,0
138,2002,62,0
640,1971,289,2
900,2014,154,0
676,1968,312,4
200,1998,21,15
486,1981,119,10
344,2010,808,6
22,2008,8,35
1115,2023,807,9
794,1955,593,0
686,1967,374,5
636,1971,340,0
873,2012,154,82
315,1991,100,0
968,2016,4,54
1114,2023,815,223
632,1971,235,0
448,1984,175,11
392,1987,95,12
644,1970,243,0
698,1966,345,0
88,2005,30,62
791,1956,561,0
466,1983,118,9
617,1973,243,0
1041,2020,817,78
782,1957,496,4
590,1974,308,0
831,1951,534,0
603,1974,235,12
1121,2024,846,8
476,1982,95,7
422,1985,123,6
183,1999,68,0
769,1958,479,8
33,2008,15,30
555,1977,223,1
959,2016,822,58
664,1969,358,13
441,1984,190,0
149,2001,15,7
734,1962,404,0
749,1960,475,11
1072,2021,817,115
786,1956,554,10
670,1968,328,3
1110,2023,857,34
752,1960,517,0
682,1967,384,0
356,1989,127,4
578,1975,288,0
1080,2022,855,1
773,1958,516,0
111,2003,44,0
1006,2018,154,31
824,1952,753,0
753,1960,514,0
707,1965,383,0
777,1957,610,0
557,1977,259,0
120,2003,42,0
810,1953,653,0
563,1976,208,0
723,1963,440,1
759,1959,475,2
78,2005,8,37
703,1965,411,0
43,2007,13,47
1026,2019,20,212
824,1952,748,0
83,2005,39,5
928,2015,13,30
639,1971,314,5
1083,2022,815,147
706,1965,415,0
705,1965,278,0
200,1998,63,3
21,2008,12,0
767,1958,583,0
588,1975,270,0
1034,2020,1,88
154,2001,49,6
753,1960,504,0
371,1989,84,4
708,1965,421,0
54,2006,31,9
752,1960,430,0
968,2016,20,212
732,1962,385,4
905,2014,826,4
358,1989,138,0
1077,2022,1,28
876,2012,30,43
265,1994,71,39
1024,2019,841,4
786,1956,578,4
733,1962,435,0
21,2008,16,0
914,2014,807,76
797,1955,631,0
750,1960,538,0
1120,2023,815,285
588,1975,295,0
557,1977,212,0
677,1968,365,0
363,1989,110,4
91,2004,22,13
530,1978,230,0
682,1967,388,0
651,1970,304,20
122,2003,21,12
110,2003,30,8
675,1968,347,1
253,1995,57,11
864,2012,819,0
772,1958,431,0
1042,2020,825,1
1099,2023,832,20
847,2011,5,0
830,1951,687,0
338,2010,3,20
672,1968,278,4
816,1953,720,0
143,2001,14,20
640,1971,223,12
546,1977,178,0
781,1957,581,8
74,2005,31,8
336,1990,105,0
353,2010,32,0
1037,2020,844,45
388,1987,84,0
363,1989,105,6
1053,2021,1,44
373,1988,131,0
655,1970,235,40
1032,2020,1,37
752,1960,356,32
268,1994,102,0
451,1984,188,0
616,1973,328,66
518,1979,172,24
359,1989,99,1
351,2010,30,46
805,1954,581,0
215,1997,15,0
275,1993,120,1
254,1995,91,0
1139,2024,1,177
663,1969,370,3
209,1997,75,0
983,2017,13,33
295,1992,128,0
337,2010,1,15
20,2008,19,0
754,1960,518,0
458,1983,163,8
807,1954,509,0
317,1991,87,1
819,1952,518,3
521,1979,221,20
189,1999,70,0
596,1974,221,10
187,1999,71,7
609,1973,328,28
100,2004,17,4
837,1950,726,0
771,1958,598,0
1115,2023,857,83
816,1953,581,0
624,1972,314,2
365,1989,117,56
573,1976,271,0
586,1975,293,0
480,1982,202,39
980,2017,20,220
496,1981,175,1
120,2003,14,45
838,1950,520,0
806,1954,615,0
794,1955,632,0
653,1970,238,0
807,1954,612,0
855,2011,30,60
298,1992,57,5
558,1977,267,0
327,1990,81,0
364,1989,146,0
114,2003,31,25
428,1985,102,9
994,2018,839,9
373,1988,137,8
898,2013,20,372
768,1958,427,8
167,2000,57,48
835,1950,776,0
586,1975,294,1
751,1960,386,2
734,1962,394,3
830,1951,775,0
510,1980,95,0
262,1994,81,0
975,2017,18,0
828,1951,773,0
324,1990,110,0
229,1996,50,1
12,2009,3,30.5
631,1972,314,2
130,2002,18,8
1123,2024,822,0
326,1990,78,0
1040,2020,844,57
476,1982,136,0
953,2016,4,18
764,1959,557,0
622,1972,327,0
758,1959,514,0
445,1984,117,35.5
182,1999,14,22
11,2009,13,22
483,1981,213,0
1056,2021,841,1
556,1977,232,0
450,1984,183,0
786,1956,427,0
761,1959,513,0
791,1956,615,0
418,1986,122,0
571,1976,200,14
170,2000,49,7
1110,2023,844,99
954,2016,3,116
800,1954,529,0
788,1956,561,0
706,1965,364,13
637,1971,235,19
961,2016,838,1
256,1995,14,49
197,1998,57,46
905,2014,824,2
766,1958,289,0
529,1978,219,0
328,1990,103,4
823,1952,729,0
813,1953,649,0
780,1957,590,3
316,1991,65,0
272,1994,87,8
653,1970,364,1
381,1988,146,0
764,1959,567,0
811,1953,673,0
492,1981,136,0
931,2015,807,6
27,2008,13,54
121,2003,44,6
333,1990,109,0
1025,2019,846,35
438,1984,117,15
822,1952,699,0
803,1954,547,0
780,1957,498,1
810,1953,659,0
735,1962,373,21
973,2017,840,0
344,2010,1,109
752,1960,386,2
303,1992,91,3
599,1974,292,0
180,1999,71,3
773,1958,600,0
322,1990,77,6
31,2008,11,0
731,1962,376,0
549,1977,178,3
818,1952,669,0
121,2003,4,55
838,1950,801,0
285,1993,70,1
1026,2019,830,212
589,1975,172,6
823,1952,475,0
709,1964,408,0
716,1964,373,30
510,1980,203,6
482,1982,202,39
488,1981,205,0
137,2002,17,2
878,2012,816,0
829,1951,534,0
624,1972,307,0
552,1977,187,9
1024,2019,154,8
839,1950,520,0
344,2010,15,0
779,1957,532,0
826,1951,529,0
1142,2024,857,268
337,2010,24,2
796,1955,427,11.33
1015,2019,847,0
345,2010,807,1
248,1995,30,56
22,2008,5,14
796,1955,612,0
677,1968,306,11
976,2017,835,0
486,1981,117,4
720,1963,346,0
451,1984,190,0
396,1987,84,2
838,1950,774,1
178,1999,55,1
1120,2023,848,27
831,1951,732,0
358,1989,118,4
1142,2024,860,7
745,1961,347,3
450,1984,181,0
697,1966,397,1
956,2016,822,54
543,1977,221,0
1002,2018,832,34
794,1955,558,0
458,1983,178,0
1088,2022,832,175
711,1964,427,0
419,1986,157,1
586,1975,290,0
761,1959,556,0
805,1954,475,4
229,1996,84,1
187,1999,56,60
1025,2019,844,215
300,1992,57,9
705,1965,419,0
1022,2019,154,8
750,1960,529,0
300,1992,99,0
674,1968,341,8
581,1975,187,0
63,2006,26,0
542,1978,177,0
326,1990,140,0
17,2009,12,0
558,1977,197,1
1075,2022,817,0
1029,2019,842,95
499,1980,172,0
378,1988,78,0
756,1959,403,3
654,1970,365,0
206,1998,64,3
583,1975,222,15
312,1991,128,0
514,1979,233,0
608,1973,329,0
366,1989,122,0
900,2014,818,4
655,1970,339,0
314,1991,133,0
666,1969,304,20
790,1956,593,3
268,1994,30,76
669,1968,364,0
775,1958,449,0
530,1978,207,18
329,1990,90,0
142,2001,21,0
672,1968,364,0
232,1996,84,2
932,2015,13,47
489,1981,213,0
687,1967,341,17
126,2002,23,16
540,1978,209,0
1077,2022,4,2
795,1955,627,0
256,1995,94,0
930,2015,813,0
823,1952,728,0
589,1975,254,0
855,2011,16,28
333,1990,123,27
77,2005,32,3
628,1972,317,0
766,1958,578,5
76,2005,27,0
780,1957,479,10
822,1952,658,0
781,1957,514,0
512,1979,212,0
413,1986,84,4
1008,2018,832,45
1085,2022,825,22
760,1959,518,0
5,2009,7,1
526,1979,235,3
228,1996,79,0
395,1987,105,8
524,1979,178,34
46,2007,19,0
995,2018,843,1
40,2007,21,13
42,2007,15,7
489,1981,160,0
218,1997,15,3
262,1994,49,2
184,1999,71,5
831,1951,653,0
996,2018,154,0
708,1965,423,0
1058,2021,20,30
948,2016,821,0
295,1992,79,0
1046,2020,844,98
635,1971,243,1
1063,2021,842,54
280,1993,123,0
719,1963,386,6
747,1960,476,2
503,1980,202,17
823,1952,628,0
1112,2023,825,2
663,1969,306,16
794,1955,523,0
69,2006,37,18
980,2017,826,4
518,1979,202,8
662,1969,350,3
334,1990,103,5
630,1972,320,1
332,1990,101,0
640,1971,238,23
556,1977,182,69
301,1992,129,0
236,1996,55,38
734,1962,418,0
732,1962,424,0
655,1970,330,0
689,1967,377,0
454,1983,117,9
355,2010,1,240
820,1952,735,0
601,1974,300,0
1144,2024,861,5
509,1980,140,0
976,2017,826,4
1111,2023,842,37
621,1972,327,0
478,1982,201,0
954,2016,13,37
1106,2023,842,15
1130,2024,1,70
604,1974,199,32
614,1973,289,0
764,1959,531,0
823,1952,609,0
796,1955,653,4
147,2001,60,0
837,1950,786,18
801,1954,521,0
903,2014,3,79
304,1992,122,3
772,1958,562,0
93,2004,23,9
955,2016,815,39
688,1967,278,20
763,1959,550,0
896,2013,20,322
549,1977,205,0
14,2009,12,0
763,1959,476,0
616,1973,305,0
448,1984,172,5
233,1996,73,0
886,2013,823,0
797,1955,561,0
736,1962,444,0
805,1954,555,0
774,1958,536,0
370,1989,88,0
715,1964,346,3
495,1981,201,1
556,1977,269,0
720,1963,439,0
729,1962,408,2
2,2009,9,0
125,2002,62,0
973,2017,154,5
771,1958,527,0
1136,2024,825,6
495,1981,217,0
562,1976,275,0
814,1953,647,33.5
377,1988,112,0
727,1963,394,0
350,2010,3,112
379,1988,138,1
463,1983,197,0
822,1952,728,0
1116,2023,859,2
420,1985,173,4
1134,2024,1,150
769,1958,456,3
568,1976,208,0
141,2001,55,0
1143,2024,848,12
301,1992,92,1
705,1965,413,0
356,1989,122,0
461,1983,190,0
187,1999,22,15
357,1989,110,0
831,1951,498,21
789,1956,630,0
783,1957,593,0
456,1983,158,4
532,1978,230,0
715,1964,430,0
484,1981,137,4
152,2001,44,5
446,1984,188,0
861,2012,1,30
748,1960,502,0
1,2009,67,2
829,1951,629,0
794,1955,653,4
80,2005,41,0
768,1958,536,0
193,1998,55,2
707,1965,411,0
185,1999,71,6
333,1990,78,0
88,2005,11,1
515,1979,187,4
647,1970,333,0
297,1992,128,0
973,2017,815,34
323,1990,55,7
755,1960,477,6
442,1984,184,0
309,1991,139,1
363,1989,92,0
828,1951,641,6
67,2006,31,26
69,2006,13,70
836,1950,518,0
548,1977,260,0
201,1998,55,3
634,1971,207,9
196,1998,74,0
1135,2024,857,179
431,1985,77,0
288,1993,110,0
88,2005,42,2
144,2001,30,26
177,1999,69,0
105,2004,48,0
870,2012,814,27
703,1965,374,6
856,2011,3,67
310,1991,133,0
182,1999,44,1
375,1988,138,1
488,1981,136,0
1014,2019,817,6
663,1969,358,9
1106,2023,847,65
771,1958,582,0
370,1989,118,7
266,1994,95,0
971,2017,826,2
151,2001,56,4
979,2017,13,23
942,2015,822,111
558,1977,200,25
162,2000,35,5
130,2002,17,2
903,2014,1,75
348,2010,24,12
1036,2020,1,132
533,1978,223,2
905,2014,18,31
826,1951,526,0
810,1953,657,9
1008,2018,828,9
362,1989,117,38
311,1991,137,16
364,1989,163,2
1021,2019,817,22
804,1954,673,2
783,1957,608,0
831,1951,781,0
723,1963,404,3
688,1967,347,3
379,1988,123,11
743,1961,401,0
546,1977,187,1
702,1965,414,0
824,1952,677,0
208,1997,50,0
57,2006,17,6
795,1955,449,0
881,2013,818,1
795,1955,561,0
936,2015,817,51
1058,2021,815,96
291,1992,88,0
519,1979,223,7
354,2010,808,19
540,1978,158,0
226,1996,77,3
578,1975,172,0
525,1979,230,0
812,1953,640,5
845,2011,10,0
969,2017,154,0
642,1971,243,3
915,2014,822,145
187,1999,14,48
795,1955,523,0
537,1978,219,0
989,2018,1,18
757,1959,516,0
319,1991,88,1
184,1999,56,52
96,2004,14,4
589,1975,301,0
887,2013,824,0
305,1991,131,3
510,1980,200,4
1073,2021,844,159
446,1984,170,4
380,1988,114,0
120,2003,44,6
388,1987,170,0
996,2018,838,8
219,1997,49,27
701,1965,383,0
628,1972,340,0
520,1979,172,24
414,1986,166,1
356,1989,88,0
779,1957,538,0
752,1960,535,0
782,1957,601,0
697,1966,400,0
375,1988,145,1
836,1950,559,0
783,1957,347,0
663,1969,207,0
707,1965,304,5
136,2002,14,34
1067,2021,846,145
771,1958,564,0
981,2017,841,0
790,1956,559,8
623,1972,306,9
349,2010,29,0
391,1987,167,0
426,1985,182,3
66,2006,2,19
829,1951,686,5
726,1963,376,0
448,1984,188,0
62,2006,18,16
787,1956,632,6
602,1974,259,0
997,2018,844,13
751,1960,289,4
316,1991,55,14
633,1971,317,3
372,1988,138,1
105,2004,47,1
1021,2019,826,27
1101,2023,807,6
927,2015,813,0
846,2011,22,2
259,1994,79,4
491,1981,117,13
396,1987,138,6
720,1963,404,0
630,1972,304,35
322,1990,150,0
760,1959,557,0
816,1953,658,2
599,1974,321,0
588,1975,187,0
964,2016,817,212
985,2017,835,8
1139,2024,842,8
1078,2022,852,10
856,2011,153,22
146,2001,60,0
646,1970,341,0
819,1952,727,0
583,1975,182,38
246,1995,85,0
805,1954,680,0
732,1962,347,2
758,1959,376,0
440,1984,117,24
787,1956,626,0
463,1983,110,6
313,1991,57,2
822,1952,509,6
502,1980,224,4
510,1980,110,0
785,1956,806,0
783,1957,617,0
720,1963,347,2
830,1951,699,0
888,2013,821,0
737,1962,360,27
477,1982,163,13
1075,2022,1,16
795,1955,626,0
1118,2023,817,6
118,2003,22,49
1011,2019,830,27
249,1995,77,25
200,1998,14,36
612,1973,304,19
437,1984,118,4
173,2000,60,0
613,1973,278,1
971,2017,8,34
527,1978,178,0
822,1952,742,3
300,1992,81,0
704,1965,414,0
450,1984,170,9
647,1970,345,10
721,1963,427,0
618,1973,238,43
590,1974,289,0
626,1972,290,0
763,1959,533,0
17,2009,24,0
1096,2022,844,308
598,1974,222,26
1047,2020,851,0
777,1957,476,0
769,1958,594,0
260,1994,81,0
38,2007,11,0
