raceid,year,driverid,max_points
249,1995,88,1
847,2011,10,0
1052,2021,8,0
330,1990,109,0
231,1996,71,53
379,1988,131,0
826,1951,521,0
771,1958,549,0
956,2016,836,1
728,1963,364,19
269,1994,50,10
335,1990,109,0
203,1998,76,1
798,1955,647,0
152,2001,4,0
726,1963,444,0
509,1980,173,10
887,2013,822,0
450,1984,118,23
748,1960,497,0
424,1985,158,0
803,1954,456,0
492,1981,199,43
500,1980,117,3
823,1952,754,0
365,1989,94,2
528,1978,119,0
976,2017,817,92
837,1950,669,5
641,1971,280,4
954,2016,826,22
111,2003,8,32
509,1980,136,0
200,1998,73,0
471,1982,163,4
115,2003,18,8
831,1951,697,5
803,1954,593,0
68,2006,38,0
1015,2019,1,137
748,1960,530,0
379,1988,118,9
1007,2018,815,57
767,1958,475,17
392,1987,77,9
613,1973,223,1
876,2012,816,0
824,1952,754,0
1071,2021,840,26
557,1977,247,0
639,1971,243,3
1002,2018,843,2
830,1951,721,0
727,1963,428,0
596,1974,232,1
321,1990,131,2
984,2017,20,247
604,1974,265,0
396,1987,133,0
612,1973,309,11
1089,2022,1,168
674,1968,293,0
754,1960,541,1
751,1960,347,2
748,1960,538,0
760,1959,555,0
214,1997,56,18
1098,2023,846,0
602,1974,305,12
810,1953,689,0
549,1977,199,23
258,1994,92,0
673,1968,361,1
115,2003,50,0
830,1951,786,4
163,2000,48,0
292,1992,94,1
1083,2022,855,5
701,1965,293,0
700,1965,413,0
906,2014,8,18
322,1990,119,0
404,1986,175,0
303,1992,84,34
123,2003,15,33
450,1984,176,1
624,1972,250,3
193,1998,76,0
656,1969,207,0
85,2005,39,5
943,2015,825,0
382,1988,159,0
768,1958,591,6
751,1960,522,0
215,1997,30,47
482,1982,203,6
20,2008,18,0
796,1955,643,7
763,1959,571,0
584,1975,267,0
382,1988,158,2
258,1994,44,0
626,1972,289,1
564,1976,279,0
1038,2020,849,0
306,1991,141,0
1011,2019,807,6
601,1974,312,0
529,1978,221,10
320,1991,140,0
311,1991,55,8
241,1995,55,8
357,1989,88,0
395,1987,119,0
1020,2019,815,13
883,2013,4,47
565,1976,239,0
647,1970,356,15
106,2004,45,0
813,1953,658,2
249,1995,91,0
815,1953,721,0
359,1989,146,0
812,1953,509,0
758,1959,477,0
593,1974,200,0
441,1984,172,0
764,1959,568,0
873,2012,20,165
457,1983,110,0
709,1964,356,0
595,1974,230,0
445,1984,185,0
422,1985,183,0
1124,2024,848,0
1004,2018,838,8
308,1991,123,0
985,2017,8,163
518,1979,173,0
602,1974,320,0
451,1984,185,0
768,1958,523,0
1118,2023,858,1
1069,2021,854,0
309,1991,95,7
1111,2023,852,3
326,1990,114,0
149,2001,55,3
1089,2022,856,2
699,1965,410,0
415,1986,119,2
387,1988,127,5
737,1962,413,0
404,1986,160,0
66,2006,37,14
366,1989,162,0
814,1953,626,0
510,1980,214,0
901,2014,1,25
756,1959,506,0
809,1953,633,6
715,1964,380,0
710,1964,428,0
524,1979,119,2
844,2011,17,55
572,1976,221,27
611,1973,231,0
798,1955,654,1
601,1974,259,0
581,1975,224,21
777,1957,579,17
822,1952,675,0
509,1980,209,0
617,1973,333,3
378,1988,167,0
1053,2021,4,1
581,1975,292,0
309,1991,131,9
603,1974,250,5
994,2018,843,1
56,2006,21,15
152,2001,35,11
607,1973,197,0
832,1951,611,0
379,1988,158,1
1067,2021,853,0
426,1985,170,0
326,1990,137,13
95,2004,21,2
974,2017,154,9
383,1988,145,6
356,1989,84,0
653,1970,243,10
423,1985,175,10
754,1960,403,15
162,2000,56,0
411,1986,84,2
236,1996,49,6
1141,2024,860,7
1064,2021,841,1
322,1990,109,0
626,1972,330,0
88,2005,23,39
623,1972,207,3
339,2010,153,2
439,1984,175,2
6,2009,16,0
442,1984,163,17
67,2006,15,12
420,1985,158,0
477,1982,203,6
758,1959,531,0
662,1969,340,0
703,1965,373,36
1016,2019,846,12
735,1962,466,0
153,2001,23,44
150,2001,58,0
411,1986,178,0
470,1982,197,3
707,1965,415,0
363,1989,122,0
436,1984,172,0
368,1989,146,0
297,1992,100,3
1073,2021,8,10
687,1967,364,13
160,2000,35,5
708,1965,374,10
622,1972,224,15
758,1959,347,8
498,1980,199,0
850,2011,808,32
1052,2021,842,0
827,1951,658,2
452,1983,195,0
370,1989,123,28
809,1953,654,0
138,2002,8,20
795,1955,513,0
473,1982,205,0
1009,2018,838,12
824,1952,734,0
242,1995,87,1
154,2001,8,9
810,1953,628,0
751,1960,510,4
782,1957,501,9
290,1992,88,0
941,2015,826,76
484,1981,177,0
754,1960,513,1
679,1967,358,0
867,2012,808,0
413,1986,137,38
837,1950,579,17
93,2004,2,0
189,1999,63,10
352,2010,22,41
796,1955,648,1
755,1960,543,3
357,1989,148,0
62,2006,34,0
822,1952,744,0
814,1953,673,0
814,1953,716,0
991,2018,844,0
1106,2023,846,12
422,1985,177,0
796,1955,596,0
1127,2024,860,6
767,1958,581,4
737,1962,425,0
880,2013,13,12
583,1975,207,3
734,1962,446,0
159,2000,37,0
740,1961,401,0
426,1985,140,16
395,1987,156,4
872,2012,816,0
600,1974,311,0
762,1959,518,0
941,2015,830,33
787,1956,516,0
364,1989,99,1
347,2010,37,0
248,1995,64,0
271,1994,14,14
829,1951,731,0
1063,2021,830,199.5
967,2016,835,1
621,1972,337,0
23,2008,18,3
546,1977,231,9
316,1991,94,3
702,1965,406,0
358,1989,129,0
243,1995,95,0
62,2006,14,10
396,1987,157,0
1027,2019,815,43
225,1996,30,4
815,1953,697,6.5
745,1961,418,0
369,1989,160,0
253,1995,94,0
727,1963,408,9
824,1952,758,0
760,1959,565,0
758,1959,551,0
696,1966,374,4
9,2009,7,2
553,1977,254,1
358,1989,84,1
472,1982,173,7
1019,2019,825,14
306,1991,109,0
426,1985,77,0
296,1992,57,4
233,1996,83,0
1007,2018,817,146
963,2016,826,25
165,2000,14,34
832,1951,670,0
129,2002,31,27
70,2006,27,0
768,1958,551,0
907,2014,824,2
381,1988,159,0
291,1992,57,1
480,1982,210,0
446,1984,156,0
315,1991,109,4
22,2008,14,0
214,1997,76,0
409,1986,119,1
335,1990,152,0
328,1990,114,0
821,1952,726,0
1095,2022,807,0
1136,2024,848,6
1066,2021,841,1
249,1995,50,0
619,1973,330,0
811,1953,579,0
805,1954,689,0
375,1988,163,0
635,1971,280,0
73,2005,21,10
783,1957,541,0
807,1954,671,0
903,2014,824,0
561,1976,230,0
1017,2019,825,14
487,1981,218,0
748,1960,516,0
105,2004,4,50
526,1979,230,0
380,1988,131,0
655,1970,346,0
806,1954,501,0
39,2007,23,1
1043,2020,830,162
93,2004,17,1
413,1986,157,0
1038,2020,844,45
992,2018,830,18
816,1953,520,0
731,1962,289,16
915,2014,825,49
792,1955,648,1
856,2011,817,0
772,1958,554,6
146,2001,54,0
31,2008,19,0
537,1978,206,0
529,1978,222,0
642,1971,306,1
1117,2023,856,0
773,1958,431,0
478,1982,176,3
395,1987,110,4
39,2007,17,0
634,1971,280,0
116,2003,31,39
491,1981,160,0
829,1951,529,0
813,1953,512,0
1131,2024,852,19
813,1953,656,6
200,1998,50,0
850,2011,3,46
161,2000,50,0
1015,2019,846,12
837,1950,788,0
458,1983,195,0
529,1978,175,1
640,1971,339,0
762,1959,552,0
725,1963,445,0
805,1954,669,3
707,1965,385,13
730,1962,454,0
558,1977,235,0
303,1992,129,0
262,1994,77,13
575,1976,287,0
608,1973,182,0
558,1977,268,0
270,1994,105,1
179,1999,71,3
245,1995,56,6
809,1953,554,0
708,1965,415,0
874,2012,1,152
555,1977,255,20
159,2000,48,0
955,2016,18,5
850,2011,37,0
979,2017,825,11
694,1966,397,0
30,2008,1,76
558,1977,260,0
608,1973,289,0
446,1984,160,2
647,1970,361,0
604,1974,292,0
412,1986,178,0
592,1974,223,10
686,1967,370,0
463,1983,192,0
422,1985,84,0
793,1955,648,1
507,1980,173,7
520,1979,136,0
773,1958,558,0
699,1965,409,0
518,1979,187,8
383,1988,77,37
702,1965,368,0
1132,2024,852,20
910,2014,824,2
687,1967,361,0
703,1965,420,0
470,1982,199,6
805,1954,478,5
797,1955,645,0
316,1991,95,59
885,2013,807,5
14,2009,20,59
381,1988,112,0
441,1984,119,3
790,1956,356,0
848,2011,10,0
588,1975,254,0
227,1996,79,0
535,1978,197,0
1111,2023,840,47
366,1989,158,6
816,1953,654,0
257,1994,103,0
713,1964,397,11
347,2010,29,0
263,1994,57,4
419,1986,105,14
761,1959,483,0
188,1999,71,7
143,2001,18,0
1031,2020,844,18
787,1956,624,2
978,2017,825,11
803,1954,676,0
760,1959,538,0
427,1985,175,11
273,1993,109,2
404,1986,77,1
760,1959,527,0
371,1989,158,6
121,2003,48,4
76,2005,15,26
771,1958,566,0
26,2008,18,3
753,1960,529,0
20,2008,10,0
1000,2018,838,8
655,1970,357,2
458,1983,196,0
573,1976,197,0
585,1975,267,0
313,1991,78,0
801,1954,644,0
412,1986,105,6
215,1997,22,6
533,1978,203,3
275,1993,119,2
263,1994,110,4
893,2013,3,116
689,1967,361,0
51,2007,29,0
1029,2019,846,45
1111,2023,1,156
322,1990,137,4
317,1991,105,0
736,1962,439,0
284,1993,109,5
205,1998,14,52
977,2017,822,136
976,2017,815,44
426,1985,117,26
35,2008,5,53
830,1951,731,0
258,1994,83,0
839,1950,729,0
612,1973,232,6
702,1965,407,0
526,1979,197,14
752,1960,541,1
407,1986,175,0
609,1973,306,2
428,1985,156,0
595,1974,313,0
182,1999,30,32
356,1989,118,2
725,1963,408,9
664,1969,341,2
541,1978,245,0
1104,2023,840,27
342,2010,4,75
447,1984,158,3
836,1950,660,0
569,1976,239,0
493,1981,194,0
952,2016,8,61
795,1955,501,0
357,1989,105,0
222,1997,49,41
424,1985,177,3
753,1960,482,10
385,1988,78,0
903,2014,8,11
656,1969,235,0
495,1981,197,0
883,2013,154,26
275,1993,105,0
1019,2019,807,17
594,1974,310,0
781,1957,459,0
591,1974,309,0
537,1978,137,0
408,1986,140,7
816,1953,667,0
757,1959,427,4
230,1996,79,0
762,1959,557,0
336,1990,129,0
74,2005,18,0
763,1959,360,8.5
787,1956,514,0
775,1958,513,0
706,1965,404,0
915,2014,13,71
836,1950,798,0
687,1967,385,0
1010,2019,154,0
787,1956,512,0
272,1994,89,0
479,1982,136,0
942,2015,20,251
615,1973,329,0
959,2016,817,133
764,1959,441,0
228,1996,77,7
791,1956,634,0
358,1989,163,0
41,2007,8,27
820,1952,651,0
390,1987,84,2
742,1961,430,0
619,1973,292,0
515,1979,119,0
330,1990,92,0
556,1977,212,0
146,2001,2,8
1143,2024,840,24
766,1958,479,0
533,1978,240,0
403,1987,95,61
63,2006,2,13
1004,2018,845,1
681,1967,346,0
276,1993,118,0
308,1991,84,0
259,1994,81,0
1053,2021,844,20
1000,2018,832,30
806,1954,597,0
512,1979,222,0
47,2007,15,7
834,1950,785,0
831,1951,658,2
671,1968,347,0
876,2012,13,89
262,1994,50,0
1059,2021,853,0
831,1951,529,0
330,1990,105,0
495,1981,178,37
1058,2021,842,37
503,1980,117,3
144,2001,50,0
342,2010,9,59
169,2000,60,0
614,1973,335,0
1046,2020,847,3
491,1981,217,0
145,2001,49,6
177,1999,68,0
655,1970,320,1
31,2008,7,4
828,1951,670,0
768,1958,563,0
652,1970,347,0
121,2003,17,17
519,1979,163,4
557,1977,268,0
928,2015,815,1
24,2008,14,6
811,1953,528,0
422,1985,119,0
755,1960,537,0
695,1966,396,3
257,1994,57,0
85,2005,11,1
1028,2019,841,4
786,1956,612,0
834,1950,642,9
541,1978,175,8
434,1985,122,0
381,1988,165,0
431,1985,112,0
1029,2019,807,37
502,1980,136,0
566,1976,231,17
269,1994,91,4
572,1976,284,0
914,2014,825,39
41,2007,18,0
928,2015,817,11
839,1950,787,0
769,1958,347,0
742,1961,476,27
374,1988,141,0
291,1992,122,2
929,2015,832,6
880,2013,16,6
1124,2024,832,55
287,1993,84,12
771,1958,514,0
248,1995,65,25
951,2016,4,8
627,1972,262,0
1115,2023,846,136
1069,2021,822,185
329,1990,109,0
588,1975,200,16
814,1953,525,0
19,2008,15,5
484,1981,176,3
72,2005,18,0
24,2008,8,35
228,1996,73,0
960,2016,8,124
846,2011,67,7
992,2018,839,1
372,1988,119,0
77,2005,33,0
815,1953,642,24
791,1956,498,0
403,1987,171,0
317,1991,143,0
350,2010,37,6
916,2014,813,2
375,1988,102,15
1101,2023,4,60
39,2007,22,0
795,1955,658,0
913,2014,8,45
1011,2019,842,4
169,2000,64,0
233,1996,30,26
945,2015,154,51
823,1952,709,0
751,1960,481,3
970,2017,1,43
360,1989,119,12
782,1957,581,8
763,1959,555,0
611,1973,278,1
320,1991,92,4
646,1970,356,15
940,2015,13,97
104,2004,13,10
358,1989,123,3
720,1963,385,0
751,1960,456,0
13,2009,15,22.5
816,1953,702,0
426,1985,177,18
363,1989,139,0
357,1989,114,0
829,1951,642,15
487,1981,199,34
648,1970,362,0
300,1992,77,24
942,2015,830,45
817,1952,725,0
763,1959,482,3
434,1985,123,11
806,1954,429,2
991,2018,817,37
720,1963,430,1
770,1958,356,3
749,1960,508,0
714,1964,373,30
986,2017,828,0
1129,2024,4,41
481,1982,195,0
641,1971,314,5
528,1978,232,0
728,1963,445,0
548,1977,237,0
34,2008,16,0
755,1960,533,0
190,1999,68,0
281,1993,84,9
777,1957,483,0
185,1999,56,56
769,1958,578,14
112,2003,2,1
725,1963,404,6
4,2009,8,3
249,1995,87,5
551,1977,232,0
64,2006,26,0
1044,2020,839,40
857,2011,814,21
1128,2024,807,6
1035,2020,841,2
300,1992,84,21
630,1972,343,0
1131,2024,815,118
62,2006,27,0
81,2005,25,6
27,2008,21,0
804,1954,640,0
403,1987,156,7
112,2003,8,32
597,1974,222,23
684,1967,345,14
857,2011,16,30
637,1971,207,9
58,2006,32,1
1020,2019,830,162
167,2000,50,2
449,1984,77,0
532,1978,200,0
146,2001,59,0
936,2015,807,24
377,1988,138,1
567,1976,280,0
822,1952,664,0
687,1967,387,2
1039,2020,840,57
729,1962,394,3
463,1983,118,3
13,2009,12,0
578,1975,235,0
762,1959,501,5
572,1976,270,0
297,1992,84,13
909,2014,825,37
755,1960,545,0
345,2010,811,0
551,1977,221,10
1135,2024,852,22
931,2015,8,60
325,1990,103,1
119,2003,22,49
823,1952,518,3
898,2013,819,0
807,1954,541,0
670,1968,340,0
506,1980,207,0
156,2001,55,5
875,2012,808,0
559,1977,230,6
1044,2020,807,10
248,1995,14,23
974,2017,20,129
904,2014,4,49
826,1951,589,0
273,1993,77,1
1015,2019,830,78
499,1980,158,0
414,1986,160,0
491,1981,137,26
41,2007,4,40
230,1996,14,10
625,1972,238,5
1064,2021,846,114
986,2017,832,54
626,1972,338,0
588,1975,233,0
165,2000,48,0
819,1952,699,0
407,1986,166,0
397,1987,102,43
420,1985,119,0
406,1986,173,0
1082,2022,822,46
437,1984,102,1
828,1951,629,0
1116,2023,830,466
546,1977,207,11
816,1953,632,0
980,2017,1,213
1137,2024,1,166
143,2001,54,0
424,1985,175,10
662,1969,306,12
245,1995,87,3
250,1995,94,0
820,1952,663,3
415,1986,156,0
386,1988,141,0
155,2001,50,1
103,2004,8,28
1072,2021,854,0
346,2010,4,98
705,1965,407,0
162,2000,22,13
77,2005,19,0
868,2012,3,75
855,2011,814,20
823,1952,677,0
726,1963,346,1
745,1961,434,0
773,1958,510,0
754,1960,506,0
763,1959,484,0
980,2017,817,132
618,1973,290,3
571,1976,250,7
352,2010,153,3
918,2014,813,2
903,2014,155,0
901,2014,815,1
203,1998,75,0
509,1980,191,0
617,1973,336,0
762,1959,484,0
1086,2022,840,4
675,1968,356,2
248,1995,56,6
684,1967,347,0
853,2011,2,34
865,2012,815,22
752,1960,527,0
1034,2020,832,15
786,1956,525,0
486,1981,95,0
1095,2022,830,429
727,1963,427,0
482,1982,200,0
260,1994,104,3
758,1959,565,0
795,1955,647,0
793,1955,578,0
387,1988,165,0
781,1957,483,0
886,2013,807,5
900,2014,1,0
518,1979,178,4
1003,2018,843,2
678,1968,359,6
718,1964,370,0
569,1976,207,3
327,1990,129,0
266,1994,44,7
824,1952,760,0
816,1953,664,0
587,1975,235,3
808,1953,501,0
1001,2018,825,49
549,1977,258,0
597,1974,235,4
438,1984,181,0
816,1953,649,0
318,1991,99,0
63,2006,8,43
479,1982,194,2
970,2017,838,0
327,1990,131,2
1060,2021,817,40
824,1952,669,0
316,1991,133,0
266,1994,49,5
719,1963,428,0
450,1984,163,27
1039,2020,848,63
709,1964,385,0
47,2007,9,29
444,1984,170,4
348,2010,807,10
1092,2022,825,22
966,2016,831,0
439,1984,183,0
986,2017,841,0
508,1980,197,6
241,1995,65,3
802,1954,496,0
203,1998,15,1
837,1950,659,0
795,1955,648,1
683,1967,385,0
648,1970,360,6
130,2002,35,0
385,1988,122,16
449,1984,110,3
293,1992,109,0
720,1963,436,0
671,1968,333,0
677,1968,278,10
390,1987,118,0
724,1963,436,0
865,2012,3,59
1005,2018,20,264
949,2016,835,0
880,2013,822,0
1095,2022,854,12
317,1991,119,44
599,1974,307,0
796,1955,649,0
725,1963,440,3
554,1977,264,0
507,1980,217,0
155,2001,30,107
348,2010,29,0
202,1998,44,0
607,1973,224,22
801,1954,657,8
413,1986,123,0
838,1950,589,4
682,1967,364,9
861,2012,18,25
17,2009,17,69.5
343,2010,1,84
839,1950,677,0
1096,2022,4,81
1061,2021,817,50
630,1972,232,1
325,1990,150,0
787,1956,592,0
653,1970,358,45
435,1985,94,0
805,1954,526,1.5
890,2013,8,134
78,2005,32,4
1059,2021,830,131
435,1985,170,0
739,1961,386,8
939,2015,834,0
936,2015,13,74
596,1974,306,10
792,1955,642,3.33
649,1970,224,0
1098,2023,807,0
487,1981,219,0
1124,2024,842,0
754,1960,520,0
250,1995,50,0
826,1951,611,0
286,1993,69,0
328,1990,102,39
305,1991,95,0
803,1954,529,0
944,2015,813,27
1136,2024,839,5
804,1954,805,0
358,1989,119,0
836,1950,630,0
105,2004,18,79
759,1959,510,2
242,1995,93,0
977,2017,20,171
1019,2019,20,123
461,1983,182,11
1080,2022,842,6
759,1959,552,0
650,1970,312,0
783,1957,555,3
956,2016,807,20
406,1986,123,0
816,1953,696,0
341,2010,808,6
592,1974,304,9
891,2013,17,115
11,2009,22,54
487,1981,194,0
585,1975,299,0
423,1985,123,6
115,2003,30,54
937,2015,830,26
802,1954,501,0
520,1979,182,1
689,1967,383,2
453,1983,195,0
730,1962,401,6
228,1996,63,3
286,1993,121,7
687,1967,383,2
762,1959,449,8
1055,2021,20,0
258,1994,78,0
882,2013,1,40
396,1987,169,0
887,2013,820,0
14,2009,5,22
178,1999,56,18
477,1982,181,2
1098,2023,855,0
466,1983,188,1
786,1956,625,0
446,1984,179,0
492,1981,213,0
70,2006,33,0
982,2017,815,68
766,1958,589,0
572,1976,254,0
816,1953,716,0
749,1960,520,0
788,1956,622,1.5
803,1954,554,0
748,1960,500,0
669,1968,370,6
245,1995,30,36
774,1958,476,9
650,1970,223,6
1123,2024,807,3
943,2015,8,123
160,2000,41,1
746,1960,418,0
199,1998,35,11
844,2011,4,41
767,1958,554,6
434,1985,95,31
579,1975,293,0
1030,2019,830,278
333,1990,90,0
212,1997,30,27
320,1991,137,26.5
135,2002,15,4
35,2008,1,98
123,2003,14,51
472,1982,172,0
120,2003,22,49
134,2002,35,3
373,1988,99,0
811,1953,660,0
332,1990,139,0
765,1958,475,8
388,1987,105,0
728,1963,385,6
802,1954,554,0
1004,2018,828,6
749,1960,477,6
330,1990,147,0
793,1955,427,11.33
493,1981,178,27
449,1984,140,3
1045,2020,822,201
836,1950,785,0
318,1991,142,0
301,1992,95,98
1082,2022,807,0
653,1970,361,0
750,1960,504,0
299,1992,57,8
815,1953,704,0
591,1974,307,0
213,1997,76,0
159,2000,21,8
319,1991,81,0
657,1969,358,0
687,1967,389,1
645,1970,289,6
135,2002,56,3
978,2017,20,177
721,1963,341,7
769,1958,586,0
462,1983,119,4
527,1978,231,3
1137,2024,846,254
638,1971,348,0
869,2012,811,18
566,1976,281,0
489,1981,152,0
536,1978,219,0
811,1953,633,13
503,1980,178,19
1001,2018,822,144
127,2002,62,0
1114,2023,859,2
1034,2020,847,0
337,2010,812,0
1035,2020,846,38
973,2017,839,19
517,1979,187,5
1096,2022,825,25
365,1989,122,0
216,1997,75,1
421,1985,95,2
201,1998,68,0
390,1987,158,3
1047,2020,826,32
830,1951,593,0
579,1975,288,0
557,1977,197,1
305,1991,81,0
114,2003,42,0
324,1990,150,0
247,1995,90,0
1034,2020,817,20
816,1953,498,13.5
381,1988,123,16
656,1969,368,0
798,1955,449,0
463,1983,182,12
599,1974,313,0
147,2001,8,4
750,1960,539,0
422,1985,182,3
150,2001,30,78
724,1963,437,0
542,1978,208,0
871,2012,811,24
717,1964,429,0
1114,2023,847,115
336,1990,118,3
452,1983,184,0
641,1971,329,0
639,1971,329,0
473,1982,199,6
554,1977,267,0
816,1953,719,0
678,1968,235,27
579,1975,252,0
558,1977,229,0
162,2000,64,0
132,2002,62,0
302,1992,129,0
251,1995,63,2
805,1954,805,0
575,1976,254,0
543,1977,172,0
1136,2024,4,50
724,1963,394,0
512,1979,207,2
365,1989,137,9
497,1981,218,0
1134,2024,844,177
1129,2024,842,3
776,1957,476,0
896,2013,1,169
899,2013,817,20
807,1954,597,0
794,1955,658,0
822,1952,708,0
682,1967,359,0
676,1968,380,0
107,2004,47,1
102,2004,13,5
221,1997,15,3
1105,2023,830,170
347,2010,24,12
641,1971,334,0
403,1987,77,36
12,2009,12,0
492,1981,160,0
385,1988,138,1
471,1982,182,12
1109,2023,847,90
611,1973,182,2
332,1990,109,0
487,1981,192,0
810,1953,660,0
749,1960,386,2
386,1988,145,12
389,1987,118,0
526,1979,237,0
277,1993,120,2
399,1987,156,4
953,2016,826,22
432,1985,140,21
270,1994,44,7
313,1991,123,0
295,1992,77,18
602,1974,312,0
744,1961,425,0
780,1957,610,0
571,1976,278,2
783,1957,527,0
480,1982,182,30
591,1974,280,0
938,2015,154,38
628,1972,307,4
805,1954,685,0
798,1955,563,0
385,1988,84,0
280,1993,30,24
647,1970,280,5
663,1969,356,1
805,1954,640,0
582,1975,291,0
566,1976,255,4
791,1956,509,0
627,1972,337,0
475,1982,136,0
424,1985,123,6
810,1953,702,0
193,1998,14,13
822,1952,689,2
1117,2023,844,166
431,1985,170,0
1085,2022,852,11
791,1956,506,0
1117,2023,825,3
413,1986,118,0
1044,2020,847,0
565,1976,277,0
797,1955,577,6
370,1989,92,0
986,2017,814,0
847,2011,814,2
927,2015,832,6
868,2012,818,4
955,2016,4,18
268,1994,14,8
810,1953,518,2
249,1995,44,8
801,1954,658,5
805,1954,677,0
52,2007,5,30
350,2010,29,0
23,2008,1,38
433,1985,119,0
949,2016,825,0
518,1979,223,6
470,1982,194,2
987,2017,4,15
148,2001,35,7
419,1986,163,14
795,1955,592,0
474,1982,110,5
295,1992,129,0
770,1958,593,0
628,1972,243,0
453,1983,105,0
781,1957,516,0
15,2009,24,0
977,2017,4,2
965,2016,815,84
380,1988,133,0
789,1956,456,0
470,1982,187,8
977,2017,840,18
343,2010,9,67
342,2010,808,6
411,1986,105,6
1025,2019,154,8
579,1975,292,0
253,1995,84,7
481,1982,176,3
473,1982,202,20
967,2016,3,367
719,1963,438,0
699,1965,416,0
705,1965,373,54
603,1974,223,52
222,1997,81,0
527,1978,222,0
855,2011,17,194
672,1968,347,0
804,1954,496,0
554,1977,203,0
818,1952,521,0
261,1994,88,0
1076,2022,20,0
197,1998,22,4
127,2002,18,8
907,2014,16,0
787,1956,580,0
358,1989,140,0
553,1977,200,17
1141,2024,1,190
1055,2021,840,5
802,1954,669,3
316,1991,90,8
737,1962,460,0
477,1982,209,0
272,1994,91,4
439,1984,117,24
1027,2019,847,0
805,1954,579,42
424,1985,94,0
486,1981,215,0
207,1997,44,2
750,1960,505,0
205,1998,25,17
827,1951,771,0
413,1986,77,6
780,1957,547,0
573,1976,243,1
302,1992,128,0
910,2014,155,0
1074,2022,840,0
851,2011,16,18
284,1993,55,4
542,1978,247,0
246,1995,57,5
680,1967,364,0
549,1977,197,1
933,2015,13,62
654,1970,352,0
1115,2023,839,44
1072,2021,841,3
122,2003,8,83
838,1950,762,0
991,2018,832,3
1067,2021,832,116.5
488,1981,176,4
553,1977,259,0
416,1986,178,4
506,1980,222,2
1077,2022,822,24
554,1977,233,12
424,1985,163,3
189,1999,65,15
764,1959,527,0
60,2006,15,0
130,2002,13,3
697,1966,396,3
908,2014,1,161
738,1961,476,3
470,1982,137,0
470,1982,117,18
930,2015,832,8
2,2009,20,0
895,2013,18,60
509,1980,221,0
676,1968,289,33
763,1959,512,5
757,1959,536,0
882,2013,820,0
164,2000,49,5
766,1958,580,0
837,1950,785,0
554,1977,250,6
308,1991,142,0
172,2000,49,11
1003,2018,817,126
129,2002,49,1
497,1981,206,0
439,1984,110,3
641,1971,262,0
742,1961,487,0
567,1976,239,0
518,1979,137,0
766,1958,581,4
385,1988,114,0
809,1953,509,0
183,1999,65,2
744,1961,481,0
501,1980,197,0
226,1996,30,4
814,1953,613,0
434,1985,175,11
716,1964,386,20
431,1985,183,0
770,1958,526,0
252,1995,97,0
949,2016,831,0
800,1954,642,6
525,1979,202,10
45,2007,23,2
828,1951,765,0
800,1954,653,0
757,1959,475,0
681,1967,383,2
219,1997,23,11
261,1994,85,0
770,1958,513,0
472,1982,170,0
707,1965,413,0
226,1996,55,10
164,2000,64,0
581,1975,289,0
1056,2021,817,24
688,1967,389,1
594,1974,313,0
602,1974,235,12
565,1976,253,0
1062,2021,815,104
269,1994,105,1
302,1992,104,0
499,1980,222,0
1073,2021,822,226
761,1959,537,0
180,1999,63,0
754,1960,289,4
829,1951,725,0
978,2017,832,29
487,1981,137,22
479,1982,205,0
311,1991,81,0
555,1977,212,0
475,1982,202,29
731,1962,373,9
472,1982,105,10
570,1976,283,0
117,2003,43,3
538,1978,200,0
748,1960,341,0
819,1952,725,0
1040,2020,848,64
821,1952,664,0
718,1964,383,5
494,1981,95,5
609,1973,290,1
637,1971,330,0
830,1951,661,0
798,1955,663,0
764,1959,513,0
865,2012,37,0
770,1958,527,0
266,1994,71,45
740,1961,341,2
455,1983,184,0
560,1976,187,0
7,2009,12,0
725,1963,385,2
419,1986,174,3
415,1986,173,0
449,1984,177,20.5
640,1971,328,51
295,1992,123,0
1070,2021,847,16
773,1958,560,0
809,1953,797,0
580,1975,294,0
527,1978,182,6
264,1994,105,1
595,1974,182,21
198,1998,14,30
594,1974,305,9
480,1982,172,5
815,1953,556,0
57,2006,18,13
329,1990,149,0
261,1994,70,0
895,2013,13,90
912,2014,828,0
722,1963,440,0
130,2002,59,0
335,1990,78,0
585,1975,205,0
775,1958,583,0
1116,2023,832,171
216,1997,65,7
25,2008,19,0
365,1989,139,0
281,1993,100,0
630,1972,333,3
318,1991,119,48
488,1981,160,0
1141,2024,832,244
649,1970,333,0
718,1964,434,0
449,1984,84,0
1045,2020,848,85
485,1981,137,13
434,1985,77,2
162,2000,63,1
910,2014,20,88
704,1965,422,0
477,1982,137,17
522,1979,223,24
327,1990,103,1
932,2015,813,6
54,2006,17,3
725,1963,437,0
599,1974,235,10
811,1953,797,0
249,1995,92,0
355,2010,16,47
447,1984,182,48
1045,2020,849,0
1115,2023,848,23
832,1951,731,0
829,1951,769,0
803,1954,640,0
625,1972,221,0
732,1962,436,0
705,1965,416,0
561,1976,199,0
974,2017,825,5
104,2004,10,2
869,2012,808,0
39,2007,19,0
962,2016,838,1
240,1995,57,3
816,1953,577,0
517,1979,137,0
189,1999,49,51
271,1994,89,0
723,1963,385,2
718,1964,345,1
734,1962,462,0
591,1974,232,0
690,1966,346,0
598,1974,199,9
821,1952,578,7
49,2007,14,8
376,1988,133,0
